Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
3;RGE SUL;3;RGE SUL;2,343;43,343;43,343;43,343;43,343;43,343;3,453;3,453;3,453;7,690;7,690;7,690
3;RGE SUL;83729;RGE DIST;;;;;;;0,700;0,835;0,897;3,100;3,288;3,369
5;BANDEIRANTE;5;BANDEIRANTE;17,484;131,484;131,484;131,484;123,495;101,186;91,009;91,009;91,009;170,009;170,009;160,010
8;ENERGISA MG;8;ENERGISA MG;1,298;6,998;6,998;6,998;6,998;6,998;7,497;7,497;7,497;15,497;15,497;15,497
10;CEAL;10;CEAL;;;;;;;22,900;22,900;22,900;14,900;14,900;14,900
12;CEEE-GT;12;CEEE-GT;194,380;194,344;194,415;198,098;207,927;254,067;233,346;233,278;241,368;229,239;221,040;214,171
12;CEEE-GT;11898;CEEE-GT BUGRES;9,082;9,373;9,347;8,915;8,729;8,547;8,526;8,783;9,064;9,244;9,212;9,205
12;CEEE-GT;11899;CEEE-GT CANASTRA;21,796;22,496;22,433;21,397;20,949;20,512;20,463;21,079;21,753;22,186;22,109;22,092
12;CEEE-GT;11900;CEEE-GT CAPIGUI;0,627;0,647;0,645;0,615;0,602;0,590;0,588;0,606;0,625;0,638;0,636;0,635
12;CEEE-GT;11901;CEEE-GT ERNESTINA;2,942;3,037;3,028;2,889;2,828;2,769;2,763;2,846;2,937;2,995;2,985;2,982
12;CEEE-GT;11903;CEEE-GT FORQUILHA;0,863;0,890;0,888;0,847;0,829;0,812;0,810;0,834;0,861;0,878;0,875;0,874
12;CEEE-GT;11904;CEEE-GT GUARITA;0,899;0,928;0,925;0,883;0,864;0,846;0,844;0,869;0,897;0,915;0,912;0,911
12;CEEE-GT;11905;CEEE-GT HERVAL;0,263;0,272;0,271;0,259;0,253;0,248;0,247;0,255;0,263;0,268;0,267;0,267
12;CEEE-GT;11906;CEEE-GT IJUIZINHO;0,636;0,656;0,654;0,624;0,611;0,598;0,597;0,615;0,634;0,647;0,645;0,644
12;CEEE-GT;11907;CEEE-GT JACUI;106,166;109,574;109,267;104,221;102,041;99,910;99,673;102,670;105,956;108,062;107,691;107,607
12;CEEE-GT;11908;CEEE-GT PASSO DO INFERNO;0,472;0,487;0,486;0,464;0,454;0,444;0,443;0,457;0,471;0,481;0,479;0,479
12;CEEE-GT;11909;CEEE-GT PASSO REAL;60,121;62,051;61,878;59,020;57,785;56,578;56,445;58,142;60,002;61,195;60,985;60,938
12;CEEE-GT;11910;CEEE-GT SANTA ROSA;0,800;0,826;0,824;0,784;0,768;0,752;0,751;0,773;0,797;0,813;0,810;0,810
13;ENERGISA BO;13;ENERGISA BO;4,293;6,493;6,493;6,493;6,493;6,493;6,770;6,770;6,770;11,270;11,270;11,270
15;CELG;15;CELG;17,852;91,852;91,852;91,852;91,852;91,852;91,852;91,852;91,852;91,852;91,852;91,852
16;CELPA;16;CELPA;90,912;90,912;90,912;21,058;21,058;21,058;81,133;81,133;81,133;22,833;22,833;22,833
17;CELPE;17;CELPE;134,338;134,338;134,338;149,032;149,032;149,032;149,753;149,753;149,753;172,708;172,708;172,708
18;ENERGISA TO;18;ENERGISA TO;0,605;0,605;0,605;0,605;0,605;0,605;0,605;0,605;0,605;0,605;0,605;0,605
19;CEMAR;19;CEMAR;24,005;24,005;24,005;1,005;1,005;1,005;1,005;1,005;1,005;1,005;1,005;1,005
20;ENERGISA MT;20;ENERGISA MT;9,446;111,246;111,246;111,246;110,034;106,648;105,104;105,104;105,104;105,104;105,104;105,104
22;CEPISA;22;CEPISA;63,508;94,508;94,508;34,508;34,508;34,508;70,608;70,608;70,608;34,508;34,508;34,508
23;CESP;23;CESP;909,950;919,219;929,548;904,894;903,099;911,186;1.046,482;1.062,941;1.070,282;1.056,725;1.116,858;1.076,349
24;AMPLA;24;AMPLA;55,000;55,000;55,000;;;;;;;;;
25;CGTEE;2927;CGTEE 1LN10;297,000;297,000;297,000;300,000;300,000;300,000;300,000;300,000;300,000;300,000;300,000;300,000
26;CHESF;26;CHESF;562,056;544,608;541,611;533,266;490,421;447,385;449,766;440,577;372,977;418,636;429,052;420,224
26;CHESF;11912;CHESF BOA ESPERANCA;120,694;124,568;124,220;118,483;116,004;113,582;113,313;116,720;120,455;122,850;122,428;122,333
26;CHESF;11913;CHESF FUNIL;9,684;9,995;9,967;9,506;9,308;9,113;9,092;9,365;9,665;9,857;9,823;9,815
26;CHESF;11914;CHESF LUIZ GONZAGA;809,159;835,133;832,800;794,336;777,720;761,477;759,675;782,517;807,560;823,612;820,783;820,147
26;CHESF;11918;CHESF COMPLEXO PAULO AFONSO;1.877,291;1.937,553;1.932,139;1.842,901;1.804,350;1.766,668;1.762,487;1.815,481;1.873,581;1.910,824;1.904,261;1.902,785
26;CHESF;11919;CHESF PEDRA;3,321;3,428;3,418;3,260;3,192;3,125;3,118;3,212;3,315;3,381;3,369;3,366
26;CHESF;11920;CHESF XINGO;1.813,880;1.872,106;1.866,875;1.780,651;1.743,403;1.706,993;1.702,953;1.754,157;1.810,295;1.846,280;1.839,938;1.838,512
26;CHESF;59955;CHESF I5;15,859;16,311;16,849;17,412;18,213;18,920;18,963;18,408;16,736;16,262;15,655;15,552
30;COELBA;30;COELBA;0,398;0,398;0,398;0,398;0,398;0,398;0,398;0,398;0,398;0,398;0,398;0,398
31;COELCE;31;COELCE;19,040;100,040;100,040;100,040;100,040;100,040;100,040;100,040;100,040;100,040;97,646;100,040
33;COSERN;33;COSERN;19,673;19,673;19,673;25,268;25,268;25,268;28,708;28,708;28,708;58,305;58,305;58,305
34;CPFL PAULISTA;34;CPFL PAULISTA;18,231;76,431;76,431;552,268;551,891;550,837;127,890;127,890;127,890;172,783;172,783;172,783
35;CPFL GERACAO;35;CPFL GERACAO;95,172;95,031;95,172;95,172;95,172;95,172;95,172;93,222;93,222;93,222;93,222;93,222
35;CPFL GERACAO;59331;CPFL GER MACACO BRANCO;1,508;1,556;1,552;1,480;1,449;1,419;1,415;1,458;1,505;1,534;1,529;1,528
35;CPFL GERACAO;59332;CPFL GERA RIO DO PEIXE;5,258;5,427;5,412;5,162;5,054;4,948;4,937;5,085;5,248;5,352;5,334;5,330
37;CSN ENERGIA;37;CSN ENERGIA;127,289;129,620;136,700;134,478;155,148;156,140;104,388;85,444;100,786;110,873;182,563;148,737
37;CSN ENERGIA;2474;CSN ENERGIA I5;3,493;3,504;3,495;3,496;3,498;3,498;3,405;3,496;3,442;3,491;3,466;3,290
39;CVRD;39;CVRD;5,063;;;;;;;;;;;
39;CVRD;1834;CVRD PIE;795,995;700,889;687,079;707,868;709,996;1.027,386;911,951;993,841;1.104,159;1.117,054;1.142,982;1.066,938
39;CVRD;5044;CVRD PIE I5;;;;;;16,107;16,068;14,756;15,754;15,353;16,160;16,216
39;CVRD;5558;CVRD APE I5;;9,423;20,417;40,833;37,739;27,607;22,655;20,319;22,142;23,906;27,389;16,908
40;DFESA;40;DFESA;69,820;69,820;69,820;69,820;69,820;69,820;69,820;69,875;69,878;69,861;69,820;69,820
41;RIO PARANAPAN;41;RIO PARANAPAN;1.035,770;1.093,292;1.037,215;1.155,746;853,893;890,003;953,837;952,263;960,489;955,407;895,130;867,589
45;MACAE COM;45;MACAE COM;;4,100;;;16,040;;;;73,056;;;
46;ELEKTRO;46;ELEKTRO;97,833;172,833;157,838;157,833;157,062;149,931;150,925;150,925;150,925;304,425;304,425;304,425
47;ELETROBRAS;1718;ACEP;1.211,435;1.203,919;1.161,715;1.196,502;1.227,160;1.268,674;1.262,013;1.324,350;1.368,284;1.396,020;1.430,060;1.291,181
47;ELETROBRAS;1719;ACEI;6.429,531;6.414,795;6.421,082;6.419,055;6.411,806;6.430,472;6.462,058;6.461,852;6.466,845;6.457,681;6.458,231;6.427,318
47;ELETROBRAS;59764;ACEP AGUA LIMPA;13,868;13,771;13,771;13,771;13,771;10,864;10,000;10,000;10,000;9,987;11,789;13,771
47;ELETROBRAS;59827;ACEP ALTO IRANI;13,526;13,526;13,526;13,526;13,526;13,526;13,526;13,526;13,526;13,526;13,526;13,526
47;ELETROBRAS;59828;ACEP ALTO SUCURIU;23,415;25,441;24,247;23,056;20,287;18,584;16,588;15,403;14,624;15,435;18,476;21,848
47;ELETROBRAS;59829;ACEP AQUARIUS;3,598;3,593;3,598;3,598;3,598;3,598;3,598;3,598;3,598;3,598;3,603;3,598
47;ELETROBRAS;59830;ACEP AREIA;11,400;11,292;11,292;11,292;11,292;7,904;5,646;5,646;5,646;7,637;8,315;11,292
47;ELETROBRAS;59831;ACEP AREIA BRANCA;19,211;19,205;18,295;18,153;15,584;7,142;1,879;2,200;2,200;2,746;6,571;11,859
47;ELETROBRAS;59832;ACEP BONFANTE;13,230;13,230;13,230;13,230;13,230;13,230;13,230;13,230;13,230;13,230;13,230;13,230
47;ELETROBRAS;59833;ACEP BURITI;28,495;27,192;28,495;25,000;27,957;27,917;25,000;22,177;18,750;18,817;24,757;26,940
47;ELETROBRAS;59834;ACEP CACADOR;22,500;22,500;22,500;22,500;14,000;14,000;2,706;2,706;2,706;2,706;14,000;20,350
47;ELETROBRAS;59835;ACEP CACHOEIRA DA LIXA;6,384;4,207;5,972;7,289;8,056;8,463;9,336;8,472;6,729;6,918;8,447;8,736
47;ELETROBRAS;59836;ACEP CALHEIROS;10,735;10,735;10,735;10,735;10,735;10,735;10,735;10,735;10,735;10,735;10,735;10,735
47;ELETROBRAS;59837;ACEP CARANGOLA;9,527;9,527;9,527;9,527;9,527;9,527;9,527;9,527;9,527;9,527;9,527;9,527
47;ELETROBRAS;59838;ACEP CARLOS GONZATTO;4,435;4,458;4,032;4,583;5,242;5,556;5,376;5,376;5,556;5,242;5,093;4,435
47;ELETROBRAS;59839;ACEP CIDEZAL;15,661;16,600;16,441;13,592;12,906;12,635;11,692;11,854;11,367;11,551;12,024;14,285
47;ELETROBRAS;59840;ACEP COCAIS GRANDE;5,014;5,014;5,014;5,014;5,014;5,014;5,014;5,014;5,014;5,014;5,014;5,014
47;ELETROBRAS;59841;ACEP COLINO 1;6,224;4,586;6,104;7,707;7,642;7,728;8,208;7,597;5,574;4,208;6,791;6,801
47;ELETROBRAS;59842;ACEP COLINO 2;3,754;2,876;4,761;5,367;5,268;5,435;5,632;4,707;4,100;4,014;5,997;4,265
47;ELETROBRAS;59843;ACEP COTIPORA;19,500;19,500;19,500;19,500;15,666;15,666;2,568;2,568;2,568;2,568;15,666;19,500
47;ELETROBRAS;59844;ACEP ESMERALDA;12,064;12,064;12,064;12,064;12,064;12,064;12,064;12,064;12,064;12,064;12,064;12,064
47;ELETROBRAS;59845;ACEP FIGUEIROPOLIS;12,543;12,543;12,543;12,543;12,543;12,543;12,543;12,543;12,543;12,543;12,543;12,543
47;ELETROBRAS;59846;ACEP FLOR DO SERTAO;8,785;5,744;6,261;6,808;7,849;10,468;8,972;7,849;8,343;11,400;9,864;8,972
47;ELETROBRAS;59847;ACEP FUMACA IV;2,542;2,542;2,542;2,542;2,542;2,542;2,542;2,542;2,542;2,542;2,546;2,542
47;ELETROBRAS;59848;ACEP FUNIL;14,225;14,225;14,225;14,225;14,225;14,225;14,225;14,225;14,225;14,225;14,225;14,225
47;ELETROBRAS;59849;ACEP ILHA;17,313;14,154;14,572;14,882;17,214;20,119;23,848;22,173;21,289;23,561;19,305;17,239
47;ELETROBRAS;59850;ACEP IRARA;17,851;17,851;17,851;17,851;17,851;17,851;17,851;17,851;17,851;17,851;17,851;17,851
47;ELETROBRAS;59851;ACEP JARARACA;18,013;14,296;15,527;16,456;16,581;20,652;25,099;23,683;22,332;25,193;20,482;17,765
47;ELETROBRAS;59852;ACEP JATAI;19,910;19,910;19,910;19,910;19,910;19,910;19,910;19,910;19,910;19,910;19,910;19,910
47;ELETROBRAS;59853;ACEP LINHA EMILIA;19,500;19,500;19,500;19,500;16,976;16,976;2,638;2,638;2,638;2,638;16,976;19,500
47;ELETROBRAS;59854;ACEP LUDESA;16,706;16,706;16,706;16,706;16,706;16,706;16,706;16,706;16,706;16,683;16,706;16,706
47;ELETROBRAS;59855;ACEP MAMBAI II;12,000;12,000;12,000;12,000;10,250;9,087;8,176;7,481;6,635;8,363;12,000;12,000
47;ELETROBRAS;59856;ACEP MONTE SERRAT;17,833;17,833;17,833;17,833;17,833;17,833;17,833;17,833;17,833;17,833;17,833;17,833
47;ELETROBRAS;59857;ACEP MOSQUITAO;28,183;28,834;28,400;28,909;24,483;14,486;10,490;8,060;7,133;11,767;20,225;24,747
47;ELETROBRAS;59858;ACEP PARECIS;15,400;15,400;15,400;13,228;12,464;12,551;11,969;11,482;11,414;11,313;11,640;15,400
47;ELETROBRAS;59859;ACEP PIRANHAS;18,000;18,000;18,000;18,000;11,000;11,000;2,157;2,157;2,157;2,157;11,000;16,457
47;ELETROBRAS;59860;ACEP PLANO ALTO;10,204;10,204;10,204;10,204;10,204;10,204;10,204;10,204;10,204;10,204;10,204;10,204
47;ELETROBRAS;59861;ACEP RETIRO VELHO;12,958;12,958;12,958;12,958;12,958;12,958;12,958;12,958;12,958;12,958;12,958;12,958
47;ELETROBRAS;59862;ACEP RONDON;13,000;13,000;13,000;11,034;10,297;9,661;9,397;9,651;9,500;9,214;9,582;12,764
47;ELETROBRAS;59863;ACEP SALTO DAS FLORES;3,684;4,073;3,684;3,807;3,684;3,807;3,684;3,684;3,807;3,684;3,812;3,684
47;ELETROBRAS;59864;ACEP SANTA FE;25,720;25,720;25,720;25,720;25,720;25,720;25,720;25,720;25,720;25,720;25,720;25,720
47;ELETROBRAS;59865;ACEP SANTA LAURA;7,950;7,950;7,950;7,950;7,950;7,950;7,950;7,950;7,950;7,950;7,950;7,950
47;ELETROBRAS;59866;ACEP SANTA ROSA II;16,899;16,899;16,899;16,899;16,899;16,899;16,899;16,899;16,899;16,899;16,899;16,899
47;ELETROBRAS;59867;ACEP SAO BERNARDO;6,046;6,859;4,301;6,542;8,133;6,853;9,933;9,866;8,864;10,315;10,594;6,993
47;ELETROBRAS;59868;ACEP SAO JOAQUIM;13,198;13,198;13,198;13,198;13,198;13,198;13,198;13,198;13,198;13,198;13,216;13,198
47;ELETROBRAS;59869;ACEP SAO LOURENCO;25,265;29,070;29,100;26,407;19,174;16,356;13,812;12,265;11,854;12,813;16,095;20,490
47;ELETROBRAS;59870;ACEP SAO PEDRO;18,245;18,245;18,245;18,245;18,245;18,245;18,245;18,245;18,245;18,245;18,245;18,245
47;ELETROBRAS;59871;ACEP SAO SIMAO;15,036;15,036;15,036;15,036;15,036;15,036;15,036;15,036;15,036;15,036;15,036;15,036
47;ELETROBRAS;59872;ACEP SAPEZAL;13,832;14,836;14,781;14,673;13,961;13,594;12,875;12,300;12,526;12,663;12,936;13,333
47;ELETROBRAS;59873;ACEP SETE QUEDAS;10,684;12,565;12,081;14,429;9,416;8,264;6,352;5,562;4,886;5,849;8,378;10,562
47;ELETROBRAS;59874;ACEP TELEGRAFICA;23,186;30,000;30,000;27,651;26,279;25,493;23,928;23,178;23,416;23,049;23,960;27,417
47;ELETROBRAS;59875;ACEP TUDELANDIA;2,480;1,668;2,418;2,435;2,273;1,751;1,261;0,971;0,833;1,219;1,390;2,273
48;ELETRONORTE;48;ELETRONORTE;1.841,099;1.847,961;1.835,122;1.854,221;1.853,043;2.011,233;2.937,286;3.576,573;4.412,235;3.312,283;3.094,555;3.288,201
48;ELETRONORTE;11897;ELETRONORTE COARACY NUNES;56,852;58,677;58,513;55,810;54,643;53,502;53,375;54,980;56,739;57,867;57,669;57,624
49;ELETROPAULO;49;ELETROPAULO;50,000;50,000;50,000;;;;;;;;;
50;EMAE;11923;EMAE HENRY BORDEN;110,252;113,792;113,474;108,233;105,969;103,756;103,510;106,622;110,035;112,222;111,836;111,750
50;EMAE;11924;EMAE PORTO GOES;10,562;10,901;10,871;10,369;10,152;9,940;9,916;10,214;10,541;10,751;10,714;10,706
50;EMAE;11925;EMAE RASGAO;10,753;11,098;11,067;10,556;10,335;10,119;10,095;10,399;10,732;10,945;10,907;10,899
51;ENERGISA SE;51;ENERGISA SE;;;;;;;;;;0,870;0,870;0,870
52;ENERGISA MS;52;ENERGISA MS;;;;;;;;;;2,188;2,188;2,188
53;EDP C;53;EDP C;1.411,354;1.219,525;1.344,625;1.273,113;1.659,296;1.380,670;2.091,839;3.414,212;2.172,856;8.691,688;2.789,331;9.297,960
53;EDP C;2297;EDP C I1;4,360;4,149;4,703;3,852;4,320;4,125;3,994;5,922;5,109;4,349;4,355;4,748
53;EDP C;2298;EDP C I5;199,388;204,210;198,326;251,394;246,843;193,448;206,459;209,065;274,780;270,442;225,940;197,325
53;EDP C;3229;EDP C I0;;;;;;;17,383;1,851;13,047;;;
53;EDP C;4061;EDP C CQ5;1,905;2,474;2,279;2,186;2,456;2,137;2,404;4,499;6,621;2,471;12,004;14,317
55;ESCELSA;55;ESCELSA;32,789;105,789;99,921;100,598;92,116;92,307;84,755;84,755;89,957;91,476;73,318;75,347
56;FURNAS;56;FURNAS;2.003,263;2.418,716;2.495,990;2.364,561;2.091,621;2.076,787;1.851,907;1.835,435;1.843,493;1.796,584;1.838,975;1.819,503
56;FURNAS;4544;FURNAS 5LN12;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700
56;FURNAS;11926;FURNAS CORUMBA I;197,437;203,775;203,206;193,820;189,766;185,803;185,363;190,937;197,047;200,964;200,274;200,119
56;FURNAS;11927;FURNAS ESTREITO;449,910;464,352;463,055;441,668;432,429;423,398;422,396;435,097;449,021;457,947;456,374;456,020
56;FURNAS;11928;FURNAS FUNIL;104,440;107,793;107,492;102,527;100,382;98,286;98,053;101,001;104,234;106,306;105,941;105,858
56;FURNAS;11929;FURNAS FURNAS;528,558;545,525;544,001;518,875;508,021;497,412;496,234;511,155;527,514;537,999;536,151;535,736
56;FURNAS;11930;FURNAS MARIMBONDO;626,369;646,475;644,669;614,894;602,032;589,458;588,063;605,745;625,131;637,557;635,367;634,875
56;FURNAS;11931;FURNAS PORTO COLOMBIA;168,921;174,343;173,856;165,826;162,357;158,967;158,590;163,359;168,587;171,938;171,347;171,215
57;ENGIE BR GER;57;ENGIE BR GER;3.799,430;3.643,034;3.686,261;3.495,771;3.452,916;3.342,198;3.007,301;2.897,623;3.818,691;3.564,022;3.049,338;3.644,402
57;ENGIE BR GER;17254;ENGIE BR GER I8;0,290;0,260;0,177;0,209;0,143;0,197;0,136;0,203;0,198;0,227;0,317;0,369
57;ENGIE BR GER;20914;ENGIE BR GER I5;41,214;28,348;27,751;28,149;30,745;29,906;30,053;32,074;31,243;28,689;29,698;28,782
58;NC ENERGIA;58;NC ENERGIA;878,160;860,478;848,841;930,092;1.019,493;816,300;849,337;867,708;866,265;869,396;853,084;823,158
58;NC ENERGIA;2395;NC ENERGIA I5;172,490;176,295;164,214;177,772;167,911;159,517;164,785;166,038;170,553;178,684;180,405;169,119
58;NC ENERGIA;2480;NC ENERGIA I1;5,668;6,964;6,676;7,040;7,021;6,685;5,755;6,672;6,919;7,174;6,984;5,945
58;NC ENERGIA;3369;NC ENERGIA CQ5;;2,585;;;;;;;;;;
61;ITASA;61;ITASA;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016
62;ITAMBE;62;ITAMBE;;1,969;0,596;2,405;2,313;1,485;4,526;2,079;2,079;4,158;6,237;10,572
62;ITAMBE;90744;ITAMBE INCENTIVADA;;;;;;;;;;;0,252;0,312
63;CPFL JAGUARI;63;CPFL JAGUARI;2,503;2,503;2,503;20,503;20,486;20,437;2,503;2,503;2,503;2,582;2,582;2,582
63;CPFL JAGUARI;73121;CPFL SANTA CRUZ;0,698;0,698;0,698;0,950;0,950;0,950;0,950;0,950;0,950;1,439;1,439;1,439
63;CPFL JAGUARI;73122;CPFL MOCOCA SE;0,079;0,079;0,079;0,079;0,079;0,079;0,079;0,079;0,079;0,091;0,091;0,091
63;CPFL JAGUARI;73123;CPFL LESTE PAULISTA;0,328;0,328;0,328;0,328;0,328;0,328;0,328;0,328;0,328;0,351;0,351;0,351
63;CPFL JAGUARI;73124;CPFL SUL PAULISTA;0,611;0,611;0,611;0,611;0,611;0,611;0,611;0,611;0,611;0,659;0,659;0,659
67;ROSAL;67;ROSAL;21,025;20,997;21,025;21,025;24,245;26,032;27,561;27,561;27,561;27,561;25,647;21,036
68;ENERGISA PB;68;ENERGISA PB;0,756;0,756;0,756;0,756;0,756;0,756;0,756;0,756;0,756;0,756;0,756;0,756
69;TRADENER;69;TRADENER;415,049;417,726;442,523;414,952;441,025;476,529;498,687;525,721;519,677;514,121;466,757;481,259
69;TRADENER;2267;TRADENER I1;2,029;2,085;1,976;1,934;2,086;1,900;2,100;2,013;2,100;2,100;2,169;2,100
69;TRADENER;2269;TRADENER I5;95,299;103,406;103,840;104,957;108,460;98,182;99,457;105,173;108,541;114,525;109,446;89,922
69;TRADENER;18475;TRADENER I0;20,000;20,000;20,000;25,000;25,000;24,600;24,530;30,500;26,009;31,000;31,500;22,769
71;CDSA;71;CDSA;773,997;897,082;901,204;783,712;811,488;741,032;741,387;920,128;762,566;809,651;845,924;778,967
71;CDSA;2573;CDSA I5;335,932;344,232;325,545;336,655;337,065;347,021;333,446;339,090;347,521;359,680;358,712;347,139
71;CDSA;12976;CDSA I1;1,200;1,200;1,117;1,175;1,200;1,200;1,200;1,200;1,200;1,200;1,200;1,200
71;CDSA;13314;CDSA I0;;;30,000;30,000;30,000;30,000;30,000;30,000;30,000;30,000;30,000;30,000
72;CBA;72;CBA;365,448;440,832;553,924;573,537;524,491;501,417;499,301;546,861;593,213;517,381;523,128;531,929
72;CBA;4353;CBA I0;;;;;130,000;;;;;;11,000;
72;CBA;66418;CBA I5;39,500;;;;;130,000;;;;;;11,000
72;CBA;81904;CBA CQ5;11,000;;;;;;;;;60,000;;
72;CBA;86438;CBA FABRICA;;;;;;;;;;;50,000;50,000
77;ITIQUIRA;77;ITIQUIRA;103,562;92,165;99,522;94,094;102,346;84,510;91,552;72,703;104,904;77,924;76,246;80,948
80;CEB LAJEADO;80;CEB LAJEADO;92,274;112,009;92,274;95,350;92,274;95,350;92,274;132,274;95,350;92,274;95,482;92,274
81;COPEL DISTRIB;81;COPEL DISTRIB;77,086;77,086;77,086;168,268;168,268;168,268;263,812;263,812;263,812;316,785;316,785;306,785
82;COPEL GET;82;COPEL GET;1.406,402;1.434,078;1.499,553;1.512,062;1.556,133;1.611,091;1.697,386;1.708,556;1.691,575;1.688,687;1.638,096;1.575,408
82;COPEL GET;2815;COP GET PIE I5;35,714;37,046;37,184;37,637;37,286;38,060;36,890;37,851;38,210;39,178;38,407;35,814
82;COPEL GET;58530;COPEL GET GOV PARIGOT;69,294;71,518;71,318;68,024;66,601;65,210;65,056;67,012;69,157;70,532;70,289;70,235
82;COPEL GET;83010;COPEL GET SE;121,344;125,101;126,510;122,746;121,323;122,189;121,659;125,595;129,316;130,489;129,380;124,475
87;INVESTCO;87;INVESTCO;3,546;3,993;3,910;3,816;3,861;4,293;4,269;4,238;4,365;4,088;4,764;3,532
89;CPFL LAJEADO;89;CPFL LAJEADO;38,215;28,471;31,966;33,283;27,968;27,526;24,482;29,746;28,679;35,854;24,534;23,097
90;LAJEADO ENERG;90;LAJEADO ENERG;721,605;475,245;457,090;393,335;379,826;428,444;445,814;1.096,932;458,216;955,691;472,654;592,828
91;SA CARVALHO;91;SA CARVALHO;53,911;53,840;53,789;53,893;53,911;53,767;53,972;53,911;53,893;53,972;53,830;53,850
94;CPFL PIRATINGA;94;CPFL PIRATINGA;42,060;219,660;219,660;295,495;295,495;295,495;186,936;186,936;186,936;207,581;207,581;207,581
96;CESC;96;CESC;55,227;63,183;55,227;55,227;56,597;55,227;55,227;55,227;55,227;55,227;55,227;55,227
97;COMERC;97;COMERC;1.154,688;909,921;1.028,800;1.029,481;1.049,281;1.051,415;1.280,240;1.408,113;1.356,192;1.195,750;1.297,810;1.317,837
97;COMERC;2274;COMERC I1;6,825;5,935;5,947;9,636;6,527;5,448;6,890;6,043;6,733;7,657;6,679;11,257
97;COMERC;2277;COMERC I5;238,064;240,529;247,249;247,885;279,958;262,282;276,666;257,769;340,680;270,964;255,919;258,821
97;COMERC;3222;COMERC I0;;;1,000;27,137;36,000;7,250;5,000;0,539;;10,077;10,067;34,600
97;COMERC;58681;COMERC CQ I5;20,056;22,118;24,030;21,397;21,153;19,820;20,584;21,112;21,352;21,400;21,688;18,544
101;VOTENER;101;VOTENER;1.568,862;1.597,284;1.670,581;1.638,986;1.640,346;1.847,162;2.040,912;2.193,807;2.081,987;2.081,226;2.036,863;2.038,646
101;VOTENER;2282;VOTENER I5;209,335;204,814;228,551;202,346;348,358;227,668;181,898;186,344;189,813;196,420;244,120;206,860
101;VOTENER;2862;VOTENER I1;3,419;6,003;4,935;4,498;4,798;3,969;4,997;4,010;3,679;4,123;4,365;3,652
101;VOTENER;3228;VOTENER I0;34,569;19,100;6,401;45,000;86,460;199,520;49,405;49,211;51,000;70,143;69,847;46,800
101;VOTENER;68688;VOTENER CQ I5;78,221;16,378;22,338;20,242;19,308;23,919;16,581;17,797;75,462;16,120;16,208;17,538
102;ALCOA;102;ALCOA;354,460;354,079;367,140;437,809;507,678;581,101;580,451;580,870;581,113;514,653;394,550;372,540
103;DMED;103;DMED;12,602;18,502;18,409;18,502;18,089;16,934;16,407;16,407;16,407;16,407;16,407;16,407
104;ICB COM;71669;ICB COM;127,351;126,154;114,698;143,124;129,961;123,775;202,513;174,055;199,079;169,335;176,374;132,782
112;ELECTRA ENERGY;112;ELECTRA ENERGY;217,985;187,348;229,210;145,722;159,197;183,315;242,705;238,103;237,101;245,479;270,432;251,430
112;ELECTRA ENERGY;2291;ELECTRA ENE I1;1,437;1,146;2,631;1,111;1,546;1,611;2,876;2,856;3,518;2,680;4,542;3,839
112;ELECTRA ENERGY;2292;ELECTRA ENE I5;110,217;109,083;131,968;134,018;146,566;158,202;147,651;136,883;157,439;136,049;153,249;136,492
112;ELECTRA ENERGY;3922;ELECTRA ENE I0;;11,000;7,000;5,547;50,200;45,019;5,500;13,000;21,000;9,810;9,651;7,000
114;FOZ DO CHOPIM;2299;FOZ DO CHOP I1;19,860;20,030;20,060;20,110;20,280;20,533;20,730;20,790;21,057;20,380;20,430;20,530
115;DELTA ENERGIA;115;DELTA ENERGIA;473,015;446,886;295,488;348,266;354,118;357,730;441,552;412,922;329,966;464,014;319,219;983,296
115;DELTA ENERGIA;2287;DELTA ENERG I5;97,617;94,594;102,700;88,748;89,513;83,090;79,125;72,677;71,735;100,205;66,246;65,598
115;DELTA ENERGIA;2354;DELTA ENERG I1;4,923;5,300;5,433;3,300;3,445;3,506;4,044;7,160;6,464;9,760;7,300;10,229
115;DELTA ENERGIA;3227;DELTA ENERG I0;80,400;7,101;43,766;4,249;4,364;6,520;7,878;7,277;6,637;13,012;24,885;11,939
115;DELTA ENERGIA;3292;DELTA ENER CQ5;;2,779;1,601;;;1,319;1,047;7,000;5,461;0,812;5,000;4,976
116;ENGIE BR COM;116;ENGIE BR COM;2.445,464;2.455,236;2.423,784;2.361,526;2.403,075;2.409,901;2.714,975;2.618,569;2.952,156;3.059,567;2.647,308;3.052,684
116;ENGIE BR COM;2262;ENGIE BR COM I1;14,100;14,600;14,600;14,600;14,600;14,600;14,600;14,600;14,600;14,600;14,600;14,600
116;ENGIE BR COM;2265;ENGIE BR COM I5;357,523;350,351;335,152;331,111;333,252;327,286;332,559;334,294;337,266;359,412;454,136;345,246
116;ENGIE BR COM;16805;ENGIE BR COM PIE I5;140,914;104,485;96,967;96,833;152,139;120,077;202,710;208,880;235,418;224,641;233,044;232,803
