Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
9029;QGER APELIOT;9930;QGER APELIOT;2,000;1,126;;;;
9030;QGER ANEMOI;9931;QGER ANEMOI;;0,430;;;;
9031;QGER ARENA;9932;QGER ARENA;3,000;;5,000;5,200;6,500;
9032;QGER ALBUQUE;9933;QGER ALBUQUE;1,072;2,146;0,474;;;
9033;QGER ACARAI;9934;QGER ACARAI;1,000;1,400;;2,000;3,500;7,000
3511;COFCO BRASIL;9943;COFCO POT I5;10,000;10,000;10,127;10,511;10,924;10,963
9049;CPFL BIOESTER;9994;CPFL BIOESTER I5;7,000;7,000;7,000;7,000;7,000;7,000
9114;TECFIL;10035;TECFIL;0,082;0,048;0,030;0,103;0,026;0,014
8649;SAO VALENTIM;10072;SAO VALENT I5;0,599;;;;;
6580;EOL IBIRAPUITA;10192;EOL IBIRAPUITA I5;7,854;6,544;7,730;8,311;8,490;9,006
9251;CINERGY COM;10212;CINERGY COM;5,000;5,000;5,000;5,000;5,000;5,000
9290;AMAGGI COMER;10273;AMAGGI COMER;5,700;18,326;13,900;11,700;16,211;19,700
9369;SIMPLE;10352;SIMPLE;334,787;200,320;289,621;229,672;282,481;263,057
9370;RIOMAR;10353;RIOMAR;0,280;0,627;0,624;0,381;0,280;0,373
4020;GUARANI;10392;GUARANI I0;1,638;1,646;1,712;1,593;1,572;
9490;CEM MANAUARA;10513;CEM MANAUARA;60,000;60,000;60,000;60,000;60,000;60,000
9491;NTC;10514;NTC;0,046;0,031;0,015;0,019;0,011;0,040
9509;ENGEPACK;10532;ENGEPACK;0,476;0,463;0,447;0,460;0,376;0,407
9629;CROMOFIX;10672;CROMOFIX;0,051;;;;;0,004
9291;PCH ILHA COMP;10692;PCH ILHA COMP I5;13,319;15,637;15,745;16,382;15,327;16,741
9033;QGER ACARAI;10712;QGER ACARAI I5;12,176;9,525;7,716;10,594;11,035;13,147
9032;QGER ALBUQUE;10713;QGER ALBUQUE I5;8,463;6,689;5,351;7,303;7,749;9,253
9030;QGER ANEMOI;10714;QGER ANEMOI I5;11,390;8,935;7,031;9,763;10,413;12,541
9029;QGER APELIOT;10715;QGER APELIOT I5;11,808;9,248;7,411;10,215;10,732;12,844
9031;QGER ARENA;10716;QGER ARENA I5;11,636;9,114;7,149;9,952;10,649;12,854
9649;SJC BIOENERGIA;10732;SJC BIOENERGIA;11,000;11,000;11,000;15,000;15,000;15,000
9289;PCH SEGREDO;10733;PCH SEGREDO I5;21,077;22,196;22,758;22,774;19,544;20,691
8120;MRS LOGISTICA;10753;C CL MRS;0,375;0,622;0,480;0,550;0,629;0,653
7504;EMBAUBA;10852;EMBAUBA I5;2,500;2,500;2,500;3,000;3,000;3,000
2496;RAIZEN CSP MB;11012;RAIZEN CSP MB I5;3,914;4,333;3,914;;;
2962;RAIZEN CS RIO BRILHANTE;11072;RAIZEN CS PASSA TEMPO I5;18,481;18,481;42,273;18,481;18,481;18,481
9692;CGH SANTA IZABEL;11092;CGH SANTA IZABEL I5;0,271;0,334;0,351;0,258;0,359;0,403
9310;CETL;11095;CETL I5;0,937;0,937;0,937;0,937;0,937;0,937
9772;ITAGUACU;11173;ITAGUACU I5;8,260;8,260;8,260;8,260;8,260;8,260
9329;ABRANJO I;11174;ABRANJO I I5;2,045;2,152;2,173;1,976;1,816;2,199
1139;HIDROMARCOS;11176;HIDROMARCOS I5;0,480;0,480;0,480;0,480;0,480;0,480
3021;SALTO DO TIMBO;11192;SALTO DO TIMBO I5;1,015;1,010;0,871;0,761;0,651;0,758
9949;ATIAIA;11272;ATIAIA;2,325;2,361;2,383;2,334;2,348;2,325
9330;CPFL BIOALVORADA;11452;CPFL BIOALVORADA I5;;;3,108;12,792;17,094;19,461
9334;CPFL BIOCOOPCANA;11453;CPFL BIOCOOPCANA I5;;;7,417;19,161;19,603;19,709
10109;MEC TRONIC;11472;MEC TRONIC;0,085;0,034;0,024;0,099;0,112;0,111
9369;SIMPLE;11573;SIMPLE I5;90,266;138,987;110,038;78,084;104,472;98,310
9369;SIMPLE;11592;SIMPLE I0;38,637;9,203;0,688;2,000;18,393;40,675
9369;SIMPLE;11593;SIMPLE I1;3,498;3,872;6,229;7,850;1,861;3,498
9290;AMAGGI COMER;11652;AMAGGI COMER I5;45,152;42,692;42,865;52,985;64,562;66,002
9290;AMAGGI COMER;11653;AMAGGI COMER I1;2,344;6,584;;;;
7860;MEGA WATT;11753;MEGA WATT I0;2,000;3,000;7,950;6,530;3,000;12,000
6878;VETORIAL;11832;VETORIAL CL;3,227;;;;;
9649;SJC BIOENERGIA;11873;SJC BIOENERGIA I5;;;;2,000;2,000;2,000
8165;STATKRAFT;11894;STATKRAFT I5;77,170;77,792;92,671;91,019;89,965;88,877
8165;STATKRAFT;11895;STATKRAFT I0;3,500;3,500;3,500;3,500;3,500;3,500
48;ELETRONORTE;11897;ELETRONORTE COARACY NUNES;46,583;48,053;46,282;44,671;41,725;41,812
26;CHESF;11912;CHESF BOA ESPERANCA;99,749;102,897;99,103;95,654;89,346;89,533
26;CHESF;11913;CHESF FUNIL;3,513;3,624;3,491;3,369;3,147;3,154
26;CHESF;11914;CHESF LUIZ GONZAGA;532,439;549,244;528,992;510,581;476,907;477,908
26;CHESF;11918;CHESF COMPLEXO PAULO AFONSO;1.214,869;1.253,213;1.207,005;1.164,995;1.088,162;1.090,446
26;CHESF;11919;CHESF PEDRA;1,274;1,314;1,266;1,222;1,141;1,144
26;CHESF;11920;CHESF XINGO;1.266,867;1.306,853;1.258,667;1.214,859;1.134,738;1.137,119
50;EMAE;11923;EMAE HENRY BORDEN;108,032;111,442;107,333;103,597;96,765;96,968
50;EMAE;11924;EMAE PORTO GOES;10,887;11,231;10,817;10,441;9,752;9,772
50;EMAE;11925;EMAE RASGAO;11,084;11,434;11,012;10,629;9,928;9,949
56;FURNAS;11926;FURNAS CORUMBA I;164,389;169,577;163,325;157,640;147,244;147,553
56;FURNAS;11927;FURNAS ESTREITO;372,365;384,117;369,954;357,078;333,528;334,228
56;FURNAS;11928;FURNAS FUNIL;76,690;79,110;76,193;73,541;68,691;68,835
56;FURNAS;11929;FURNAS FURNAS;468,077;482,851;465,047;448,861;419,258;420,138
56;FURNAS;11930;FURNAS MARIMBONDO;515,783;532,063;512,445;494,609;461,989;462,959
56;FURNAS;11931;FURNAS PORTO COLOMBIA;153,829;158,684;152,833;147,514;137,785;138,074
1901;ELETRONUCLEAR;12053;ELETRONUCLEAR ANGRA;1.531,545;1.531,545;1.531,545;1.531,545;1.531,544;1.531,544
10570;DAHL;12096;DAHL;;;10,000;10,000;12,000;12,000
10810;UTE JARAQUI;12435;UTE JARAQUI;60,000;60,000;60,000;60,000;60,000;60,000
10811;UTE TAMBAQUI;12436;UTE TAMBAQUI;60,000;60,000;60,000;60,000;60,000;60,000
8849;CAMIL MATRIZ;12454;CAMIL MATRIZ I5;;0,534;0,217;0,226;0,206;0,216
10429;NEXTCOM;12556;NEXTCOM I5;1,520;1,520;1,520;1,520;1,520;1,520
6001;ACE;12576;ACE I5;0,148;0,156;0,292;0,325;0,343;0,348
10890;USHIN;12578;USHIN;0,305;0,265;0,466;0,390;0,229;0,073
10812;UTE DELTA;12583;UTE DELTA I5 (UVG);;2,052;9,853;8,431;11,925;
2631;VALE TIJUCO;12698;VALE TIJUCO II I5;;;;22,684;25,874;29,097
1395;SUZANO CEL N;12714;SUZANO CEL N;39,032;44,355;43,087;36,021;47,328;18,039
11051;TRINITY ENERGIA;12756;TRINITY ENERGIA;616,256;798,285;543,762;912,029;769,948;837,483
11010;PCH CABIXI;12759;PCH CABIXI I5;2,811;2,825;2,862;2,855;2,430;2,197
11010;PCH CABIXI;12760;PCH CABIXI I1;1,334;2,027;2,410;2,409;1,667;1,254
11073;METALURGICA MOR CL;12818;METALURGICA MOR CL;;;;0,307;0,179;0,149
11091;CEU AZUL;12836;CEU AZUL;110,148;113,234;109,353;107,461;100,844;102,182
9930;CGH PIRAPANEMA;12880;CGH PIRAPANEMA I5;0,672;;;;;
11169;EECC;12954;EECC;137,020;137,598;135,243;130,304;125,895;125,654
10490;CEESAM GER;12955;CEESAM GER I5;6,145;6,239;9,048;6,586;6,069;9,425
1885;TESA;13034;TESA I5;;;;8,310;16,098;17,483
11153;TERMO INTERLAGOS;13035;TERMO INTERLAGOS I5;2,000;2,000;8,237;8,692;9,048;8,653
11009;RONDINHA ENERG;13082;RONDINHA ENER I5;5,480;5,442;5,480;5,480;5,479;5,479
2903;UTE AGROVALE;13156;UTE AGROVALE I5;;;;0,713;2,137;2,138
11390;MARACANA ENERG;13195;MARACANA ENERG;;;;;1,000;1,000
11390;MARACANA ENERG;13234;MARACANA ENERG I5;7,960;7,960;7,960;7,960;7,960;7,960
11450;HOTEIS SEARA;13275;HOTEIS SEARA;0,104;0,125;0,137;0,124;0,097;0,110
2015;DMEE;13334;DMEE I5;0,803;0,732;0,684;0,657;1,196;2,151
1177;PCH PESQUEIRO;13354;PCH PESQUEIRO I1;9,240;9,240;9,240;9,240;9,240;9,240
11129;RASTRO DE AUTO;13355;RASTRO DE AUTO I5;4,454;4,454;4,454;4,454;4,454;4,454
11370;HYDRO KUHLEMANN;13414;HYDRO KUHLEMANN I5;1,080;1,080;1,080;1,080;1,080;1,080
2734;BPBUNGE ITT;13436;BPBUNGE ITT I5;9,300;9,300;9,300;14,300;14,300;14,300
11051;TRINITY ENERGIA;13534;TRINITY ENERGIA I0;10,000;10,034;10,000;10,000;14,886;15,000
11051;TRINITY ENERGIA;13535;TRINITY ENERGIA I1;4,000;3,741;5,086;4,906;5,223;5,055
11051;TRINITY ENERGIA;13536;TRINITY ENERGIA I5;82,929;83,224;84,549;79,773;76,739;81,005
11349;PCH RIO BRANCO;13655;PCH RIO BRANCO I5;7,225;7,420;7,241;7,378;5,943;4,163
11689;CVER CONV;13714;CVER CONV;94,831;94,831;94,831;94,831;94,831;94,831
11729;PCH MORRINHOS;13794;PCH MORRINHOS I5;0,936;0,936;0,936;1,068;1,170;1,170
11771;C CL FRISOKAR;13816;C CE FRISOKAR;;0,022;0,016;0,011;;
11749;COOPERZEM;13834;COOPERZEM I5;2,900;2,900;2,900;2,900;2,900;2,900
2426;CORONEL ARAUJO;13882;CORONEL ARAUJO I5;3,690;3,690;3,690;3,690;3,690;3,690
4067;PASSO FERRAZ;13934;PASSO FERRAZ I5;2,100;2,100;2,100;2,100;2,100;2,100
2427;CONTESTADO;13935;CONTESTADO I5;3,070;3,070;3,070;3,070;3,070;3,070
7580;PCH TAMBAU;13936;PCH TAMBAU I5;5,670;5,670;5,670;5,670;5,670;5,670
7561;VIRAL CASTILHO;13940;VIRAL CASTILHO I5;;;;15,667;34,731;30,417
10770;CANDEEIRO;13958;CANDEEIRO I5;1,119;1,119;1,119;1,072;0,930;0,791
10831;PCH SANTA ROSA;14082;PCH SANTA ROSA I5;3,800;3,800;3,800;3,611;3,091;3,800
11994;CEPAL;14121;CEPAL;69,000;69,000;69,000;69,000;69,000;69,000
2732;BPBUNGE ITB;14130;BPBUNGE ITB I5;;;1,944;28,000;28,000;28,000
11350;CGH ANJOS;14279;CGH ANJOS I5;0,360;0,360;0,360;0,360;0,360;0,360
11997;CGH DALBA;14299;CGH DALBA I5;0,620;0,620;0,620;0,620;0,620;0,620
10629;RENOVA COM;14301;RENOVA COM I5;62,036;65,173;82,545;66,076;80,718;83,153
5839;INCENOR I5;14319;INCENOR CL;;5,500;5,500;5,500;10,305;10,103
11952;PCH CHUPINGUAIA;14340;PCH CHUPINGUAIA I5;0,048;0,055;0,050;0,058;0,041;0,025
11213;VALORGAS;14499;VALORGAS I1;3,400;3,400;3,400;3,400;3,400;3,400
12172;CGH ARROIO TRINTA;14559;CGH ARROIO TRINTA I5;0,380;0,380;0,380;0,380;0,380;0,380
3950;ELERA RE I;14560;ELERA RE I I5;14,006;17,200;13,200;13,200;13,200;13,200
3951;ELERA RE II;14561;ELERA RE II I5;12,600;12,600;15,341;12,600;12,600;13,600
3952;ELERA RE III;14562;ELERA RE III I5;13,144;11,800;13,701;11,800;11,800;12,800
3954;ELERA RE IV;14563;ELERA RE IV I5;11,200;14,200;12,823;11,200;11,200;11,200
3955;ELERA VSM;14564;ELERA VSM I5;10,900;10,900;13,858;10,900;10,900;11,900
2583;BPBUNGE TRP;14660;BPBUNGE TRP I5;18,233;17,500;19,355;21,575;19,028;18,626
3511;COFCO BRASIL;14740;COFCO CAT I5;;;1,563;3,921;7,404;7,650
12372;ENERCORE C;14779;ENERCORE C;102,000;146,000;113,500;117,500;121,000;178,000
9949;ATIAIA;14821;ATIAIA I5;3,168;3,231;3,257;3,189;3,134;3,055
1040;ENECEL;14839;ENECEL I0;13,000;13,000;26,942;13,000;27,680;17,007
1040;ENECEL;14879;ENECEL_IMBEL I5;1,786;;;;;
8409;PCH RIO INDIOS;14999;PCH RIO INDIOS I5;4,060;4,060;4,060;4,060;4,060;4,060
5349;BEP;15020;BEP PIE I1 2;0,034;0,045;6,013;0,056;0,926;1,278
12512;BOA VISTA ENERG;15039;BOA VISTA ENERG;88,765;88,765;88,765;88,765;88,765;88,765
12472;LCP ENERGIA;15259;LCP ENERGIA I5;0,420;0,420;0,420;0,420;0,420;0,420
9374;CESD;15279;PCH FAXINAL II I5;;;;;26,871;0,215
12712;ZETA ENERGIA;15339;ZETA ENERGIA;429,874;417,277;266,286;183,290;220,664;219,824
5309;BALL BCSA;15359;BALL BCSA 2;1,965;1,853;1,891;;;
1140;CEMIG GERACAO;15400;CEMIG GERA I8;;0,160;;0,160;0,160;0,160
12779;COLIBRI;15446;COLIBRI;0,743;1,205;;0,073;0,116;
12780;BRITE;15447;BRITE;2,274;3,084;0,730;1,296;;
12781;BOREAS;15448;BOREAS;;2,253;0,553;;0,131;1,655
12782;BARTOLOMEU;15449;BARTOLOMEU;2,568;2,480;0,916;2,399;1,750;1,376
12783;ARISTARCO;15450;ARISTARCO;;1,706;;;;
12784;AMONTADA;15451;AMONTADA;;0,250;;2,245;1,452;
12794;CAICARA CENTRAL EOLICA;15461;CAICARA CENTRAL EOLICA;;1,642;0,817;;;1,176
12692;CGH ENERGIA MAIA;15539;CGH ENERGIA MAIA I5;0,256;0,279;0,274;0,268;0,237;0,245
12873;GENIAL ENERGY;15563;GENIAL ENERGY;332,438;285,454;291,243;232,872;233,214;239,517
11750;EGP DOIS RIACHOS;15639;EGP DOIS RIACHOS I5;28,582;28,950;28,950;28,950;28,950;28,950
11229;UEE SALVADOR;15640;UEE SALVADOR I5;5,155;8,823;8,239;8,518;9,080;10,964
12993;FERROMAIS;15702;FERROMAIS;3,900;3,900;3,900;3,900;3,900;3,900
13012;UNIPAR CARBOCLORO;15741;UNIPAR CARBOCLORO;;;;26,659;41,253;36,506
12492;CGH SANTA BARBARA;15801;CGH SANTA BARBARA I5;1,123;0,978;0,966;0,829;0,605;0,454
11629;PEDACINHO DO CEU;15841;PEDACINHO DO CEU I5;0,570;0,590;0,610;0,550;0,510;0,460
8929;UTE RIO VERMEL;15861;UTE RIO VERMEL I5;;;;14,508;31,328;38,722
10969;MARISA;15863;MARISA SP;0,862;1,016;1,343;2,061;1,583;1,840
13112;TRUE;15941;TRUE;356,200;206,900;253,900;102,000;85,000;75,000
13092;CGH TRABUCO;15943;CGH TRABUCO I5;1,044;1,076;1,070;1,026;0,853;0,769
12712;ZETA ENERGIA;15961;ZETA ENERGIA I0;5,000;;1,762;30,729;15,000;5,000
12712;ZETA ENERGIA;15963;ZETA ENERGIA I5;14,462;23,528;32,890;37,588;49,226;64,031
13172;FERROPORT;16021;FERROPORT;8,000;8,000;8,000;8,000;8,000;8,000
13193;ALPEK;16042;ALPEK;;1,890;;;1,747;4,800
13173;CAETITE 1;16045;CAETITE 1 I5;6,764;10,151;12,499;8,662;9,442;12,616
5169;PPEE;16143;PPEE I5;14,800;14,800;14,800;14,800;14,800;14,800
5170;PSEE;16144;PSEE I5;9,100;10,536;9,100;9,100;9,100;9,100
5166;PBEE;16161;PBEE I5;8,900;8,900;8,900;8,900;8,900;8,900
1383;KLABIN PUMA;16190;KLABIN CORREIA PINTO;;;;;2,739;0,367
12873;GENIAL ENERGY;16242;GENIAL ENERGY I5;25,196;25,062;25,441;25,092;25,071;24,486
12672;PCH SANTA HELENA;16282;PCH SANTA HELENA I5;2,060;2,060;2,060;2,060;2,060;2,060
12784;AMONTADA;16381;AMONTADA I5;9,854;6,832;7,856;9,538;13,991;20,322
12783;ARISTARCO;16382;ARISTARCO I5;10,569;7,330;8,424;10,230;15,030;27,837
12782;BARTOLOMEU;16383;BARTOLOMEU I5;9,860;6,816;7,839;9,552;13,980;29,295
12781;BOREAS;16384;BOREAS I5;10,242;7,118;8,189;9,918;14,533;31,100
12780;BRITE;16385;BRITE I5;10,220;7,066;8,126;9,897;14,493;30,049
12794;CAICARA CENTRAL EOLICA;16386;CAICARA CENTRAL EOLICA I5;10,614;7,363;8,470;10,281;15,041;30,834
12779;COLIBRI;16387;COLIBRI I5;3,649;2,524;2,903;3,533;5,170;9,515
13413;ALUPAR;16403;ALUPAR;59,135;59,155;59,098;59,080;58,939;59,387
12252;ERB ARATINGA;16421;ERB ARATINGA I5;17,430;17,530;17,880;17,641;15,780;15,758
5156;EGP EMILIANA;16422;EGP EMILIANA I5;26,929;27,208;27,213;27,213;26,662;27,213
5194;EGP JOANA;16423;EGP JOANA I5;26,943;27,209;27,213;27,213;27,213;21,212
5158;EGP MODELO I;16424;EGP MODELO I I5;29,163;29,474;29,481;29,481;29,481;28,249
5191;EGP MODELOII;16425;EGP MODELOII I5;24,689;24,941;24,945;24,945;24,945;24,489
5150;EGP GERONIMO;16426;EGP GERONIMO I5;29,111;29,475;29,481;29,481;29,481;29,481
5149;EGP PAUFERRO;16427;EGP PAUFERRO I5;29,145;29,475;29,481;29,481;29,481;29,481
5153;EGP TACAICO;16428;EGP TACAICO I5;9,968;10,385;9,476;10,711;10,480;11,522
13462;SANTA HELENA;16451;SANTA HELENA;11,000;11,000;15,287;13,050;13,360;13,515
5192;PCH SANTANA;16482;PCH SANTANA I5;8,046;8,467;8,549;7,771;7,142;8,352
1616;PRIMAVERA;16483;PRIMAVERA I5;11,135;12,452;13,132;14,033;12,367;10,918
1684;ECOGEN RIO;16682;ECOGEN RIO CQ5;0,346;0,079;0,047;0,210;0,371;0,407
13633;IBITU COM;16723;IBITU COM;92,686;81,087;70,097;77,586;77,712;111,565
13636;FEEVALE;16726;FEEVALE;;0,034;;0,074;0,117;0,191
13653;MATRIX COM;16763;MATRIX COM;777,202;722,996;754,340;722,852;812,764;985,037
6161;ENERGIA LIMP;16785;ENERGIA LIMP I5;1,659;1,673;1,912;1,603;1,781;1,711
116;ENGIE BR COM;16805;ENGIE BR COM PIE I5;148,542;160,209;160,281;137,926;138,538;150,423
12313;GRAO MOGOL ENERGIA;16825;GRAO MOGOL ENERGIA I5;1,000;1,000;1,000;1,000;1,000;1,000
13674;CGH INGA;16865;CGH INGA I5;0,868;0,978;0,882;0,767;0,750;0,639
5152;UTE IACO;16908;UTE IACO I5;4,475;4,721;6,747;8,007;8,362;8,372
13714;CES;16910;CES;227,688;230,973;225,160;219,654;210,007;208,613
13052;UTEFURLANAVARE M;16930;UTEFURLANAVARE M I5;;;;;5,600;5,600
13633;IBITU COM;16951;IBITU COM I5;58,640;23,574;35,874;35,002;38,312;43,071
13653;MATRIX COM;16969;MATRIX COM I5;350,828;399,221;432,306;380,120;447,548;524,920
13653;MATRIX COM;16970;MATRIX COM I1;17,387;16,027;18,723;13,477;17,560;18,019
13653;MATRIX COM;16971;MATRIX COM I0;7,527;7,492;7,095;6,642;6,852;6,698
4024;NOVA ASA B I;17010;NOVA ASA B I I5;13,200;13,200;13,200;13,200;13,200;13,200
4026;NOVA ASA B II;17029;NOVA ASA B II I5;12,800;12,800;12,800;12,800;12,800;12,800
4027;NOVA ASA B III;17030;NOVA ASA B III I5;12,500;12,500;12,500;12,500;12,500;12,500
4033;VENTO FORMOSO;17031;VENTO FORMOSO I5;13,500;13,500;16,000;17,000;13,500;13,500
4028;MORRO CHAPEU;17032;MORRO CHAPEU I5;13,100;13,100;15,600;16,600;13,100;13,100
4031;TIANGUA;17034;TIANGUA I5;13,100;13,100;20,810;13,100;13,100;13,100
4032;TIANGUA NORTE;17035;TIANGUA NORTE I5;14,100;14,100;14,100;17,100;22,115;14,100
4029;PARAZINHO;17036;PARAZINHO I5;14,000;14,000;14,000;14,000;14,000;14,000
4030;NOVA EURUS IV;17094;NOVA EURUS IV I5;13,700;13,700;13,700;13,700;13,700;13,700
1621;ALVORADA;17123;ALVORADA I5;3,459;3,530;3,530;3,530;3,530;3,530
1620;APIACAS;17124;APIACAS I5;6,323;7,484;9,003;10,163;7,549;6,079
13836;SAVEGNAGO;17155;SAVEGNAGO;6,086;6,394;6,435;5,971;5,560;5,254
57;ENGIE BR GER;17254;ENGIE BR GER I8;0,221;0,280;0,341;0,332;0,289;0,257
2579;KROMA;17294;KROMA I8;;;;1,047;3,887;
6495;UEE AMETISTA;17334;UEE AMETISTA I5;13,900;13,900;13,900;13,900;13,900;13,900
6496;UEE BORGO;17335;UEE BORGO I5;9,700;9,700;9,700;9,700;9,700;9,700
6500;UEE CAETITE;17336;UEE CAETITE I5;14,300;14,300;14,300;14,300;14,300;14,300
6493;UEE DOURADOS;17337;UEE DOURADOS I5;13,200;13,200;13,200;13,200;13,200;13,200
6501;UEE ESPIGAO;17338;UEE ESPIGAO I5;4,900;4,900;4,900;4,900;4,900;4,900
6494;UEE MARON;17339;UEE MARON I5;13,800;13,800;13,800;13,800;13,800;13,800
6499;UEE PELOURINHO;17340;UEE PELOURINHO I5;11,800;11,800;11,800;11,800;11,800;11,800
6498;UEE PILOES;17341;UEE PILOES I5;13,100;13,100;13,100;13,100;13,100;13,100
6497;UEE SERRA ESP;17342;UEE SERRA ESP I5;8,900;8,900;8,900;8,900;8,900;8,900
3710;UTE ANGELICA PIE;17354;UTE ANGELICA PIE I5;;;;0,917;;
13936;USIPAR IND;17375;USIPAR IND I5;;0,012;0,205;0,357;0,183;0,038
13975;SAO MANOEL;17394;SAO MANOEL;374,201;376,513;370,948;364,094;353,111;469,654
6372;CGE SA;17454;CGE SA I5;6,400;6,400;6,400;6,400;6,400;6,400
6370;CGE SC;17455;CGE SC I5;12,900;12,900;12,900;12,900;12,900;12,900
6371;CGE SJ;17456;CGE SJ I5;12,100;12,100;12,100;12,100;12,100;12,100
13532;GESM;17474;GESM I1;2,641;2,631;2,645;2,646;2,581;2,676
13532;GESM;17475;GESM I5;1,160;1,066;1,070;1,070;1,070;1,070
14016;PECEM ENERG;17495;PECEM ENERG;58,000;58,000;58,000;58,000;58,000;58,000
14017;CAMACARI MURICY II;17496;CAMACARI MURICY II;58,000;58,000;58,000;58,000;58,000;58,000
9609;MORLAN;17630;MORLAN CL;0,823;0,850;0,850;0,850;0,850;0,850
2015;DMEE;17634;DMEE ANTAS 1;4,831;4,983;4,799;4,632;4,327;4,336
14136;BIO MARACAI;17715;BIO MARACAI;21,505;;;;;
14138;BIO CAARAPO;17717;BIO CAARAPO;15,300;15,300;15,300;15,300;15,300;15,300
14140;BIO BARRA;17719;BIO BARRA;1.209,987;265,686;104,186;260,058;359,681;315,308
14137;BIO RAFARD;17755;BIO RAFARD I0;48,387;;;;0,660;
14136;BIO MARACAI;17757;BIO MARACAI I5;9,801;10,851;9,801;;;
14136;BIO MARACAI;17758;BIO MARACAI APE I5;15,306;15,768;13,952;;;
14216;SDV II;17895;SDV II;;0,074;;;;
14217;SDV III;17896;SDV III;;;0,497;;;
14233;VENTOS POVO;17913;VENTOS POVO;0,000;0,000;0,000;0,000;0,000;
14234;VENTOS VERA;17914;VENTOS VERA;0,000;0,000;0,000;0,000;0,000;
1876;SCP;17974;SCP I5;22,284;23,065;22,080;20,994;19,463;19,509
14279;CESMC;18014;CESMC I5;10,753;11,905;4,032;;;
14337;GV DO BRASIL;18096;GV DO BRASIL;16,435;24,285;22,191;20,537;20,437;12,160
13561;GUATAPARA;18134;GUATAPARA I1;4,400;4,400;4,400;4,400;4,400;4,400
14415;SPP I;18194;SPP I;2,354;2,354;2,354;2,354;2,354;2,354
14015;CGH RIO DO MATO;18195;CGH RIO DO MATO I5;0,660;0,660;0,660;0,660;0,660;0,660
14395;BME ENERGIA;18214;BME ENERGIA I5;19,603;19,718;19,716;19,711;19,716;19,711
14140;BIO BARRA;18314;BIO BARRA I5;8,317;1,164;1,302;20,145;20,187;20,154
14141;BIO GASA;18334;BIO GASA I5;;99,661;45,008;;;
14495;DEMEI-GERACAO;18335;DEMEI-GERACAO;1,826;1,883;1,814;1,751;1,635;1,639
13998;PCH RENIC;18354;PCH RENIC I5;6,022;6,238;6,299;5,908;5,659;6,225
13997;PCH TAMBORIL;18374;PCH TAMBORIL I5;12,538;12,729;12,432;12,484;11,498;12,140
14155;PCH NOVA MUTUM;18434;PCH NOVA MUTUM I5;7,142;7,270;7,270;7,270;7,270;7,270
14535;PCH MORRO GRANDE;18435;PCH MORRO GRANDE I5;5,939;6,250;6,311;5,736;5,272;4,864
14536;PCH JARDIM;18436;PCH JARDIM I5;5,376;5,714;5,770;5,245;4,820;4,447
69;TRADENER;18475;TRADENER I0;;;0,180;;;
13915;TREZE DE MAIO;18674;TREZE DE MAIO I5;0,613;0,613;0,613;0,590;0,510;0,434
1833;TV GLOBO CL;18695;TV GLOBO CL;1,345;1,349;1,364;2,845;2,216;2,957
1395;SUZANO CEL N;18714;SUZANO MUCURI I5;6,650;3,978;5,650;3,350;6,648;8,650
14140;BIO BARRA;18775;BIO BARRA I0;193,102;21,828;1,630;6,620;6,620;6,620
14138;BIO CAARAPO;18776;BIO CAARAPO I0;;;;;1,194;
14139;BIO COSTA PINTO;18777;BIO COSTA PINTO I5;49,481;63,796;63,997;19,000;19,000;19,000
14139;BIO COSTA PINTO;18778;BIO COSTA PINTO I0;43,683;;;;0,804;
14141;BIO GASA;18779;BIO GASA I0;;27,196;;;;
14136;BIO MARACAI;18780;BIO MARACAI I0;;;;;7,091;
14137;BIO RAFARD;18781;BIO RAFARD I5;14,608;47,756;47,757;12,000;12,000;12,000
13654;ACNP;18795;ACNP;0,100;0,109;0,040;0,069;0,027;0,042
14219;ITAREMA I;18814;ITAREMA I I5;13,500;13,500;13,500;13,500;13,551;13,500
2981;RIO VERMELHO;18836;RIO VERMELHO I5;1,943;1,964;1,704;1,501;1,980;1,474
14755;ALIANCA GERACAO;18854;ALIANCA GERACAO;624,846;625,480;622,878;592,594;568,505;567,526
14561;PDEE;18894;PDEE I5;16,059;19,316;15,388;15,586;15,628;16,219
14562;SIGMA;18895;SIGMA I5;12,929;13,226;12,809;12,593;11,942;12,066
14543;PGE;18937;PGE I5;2,506;2,561;2,481;2,457;2,198;2,099
14836;GRUPO BC;18955;GRUPO BC;326,984;317,408;300,885;312,108;290,068;292,618
12933;USANGELO;18977;USANGELO I5;22,972;19,640;19,495;25,744;24,954;25,311
14855;PARDO TERMOELETRICA;19054;PARDO TERMOELETRICA I5;9,400;9,400;9,400;9,400;9,400;10,789
14228;SANTAJOANA I;19056;SANTAJOANA I I5;14,700;14,700;14,700;14,700;17,603;14,700
14230;SANTAJOANA IV;19057;SANTAJOANA IV I5;14,200;14,200;14,200;14,200;14,200;14,200
14231;SANTAJOANA V;19058;SANTAJOANA V I5;14,100;14,100;14,100;14,100;14,100;14,100
14232;SANTAJOANA VII;19059;SANTAJOANA VII I5;14,800;14,800;14,800;14,800;15,415;14,800
7988;CARCARA II;19075;CARCARA II I5;13,975;13,946;13,973;14,035;13,981;14,267
