Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
3;RGE SUL;3;RGE SUL;1,493;1,493;1,493;1,331;1,331;1,331
5;BANDEIRANTE;5;BANDEIRANTE;58,829;58,829;147,829;150,940;152,940;57,940
8;ENERGISA MR;8;ENERGISA MR;6,583;6,583;6,583;6,583;6,583;6,583
10;CEAL;10;CEAL;5,708;5,708;5,708;5,708;5,708;5,708
15;CELG;15;CELG;88,292;88,292;88,292;88,292;88,292;88,292
16;CELPA;16;CELPA;10,953;10,953;10,953;10,953;10,953;10,953
17;CELPE;17;CELPE;39,447;39,447;39,447;39,118;39,118;39,118
18;ENERGISA TO;18;ENERGISA TO;2,049;2,049;2,049;2,049;2,049;2,049
19;CEMAR;19;CEMAR;11,655;11,655;11,655;11,655;11,655;11,655
20;ENERGISA MT;20;ENERGISA MT;39,768;39,768;39,768;39,768;39,768;39,768
22;CEPISA;22;CEPISA;9,001;9,001;9,001;9,001;9,001;9,001
23;CESP;23;CESP;859,682;896,490;902,971;824,199;797,498;836,631
24;AMPLA;24;AMPLA;76,974;76,974;76,974;40,747;40,746;40,747
26;CHESF;26;CHESF;849,140;834,172;846,410;791,512;841,251;861,063
30;COELBA;30;COELBA;0,574;0,574;0,574;0,574;0,574;0,574
31;COELCE;31;COELCE;36,682;36,682;36,682;35,872;35,872;35,872
33;COSERN;33;COSERN;22,007;22,007;22,007;22,007;22,007;22,007
34;CPFL PAULISTA;34;CPFL PAULISTA;12,230;12,297;12,204;11,791;11,831;11,667
35;CPFL GERACAO;35;CPFL GERACAO;98,040;98,040;98,040;98,040;98,040;98,040
37;CSN ENERGIA;37;CSN ENERGIA;84,636;118,669;124,831;87,000;87,000;77,683
39;CVRD;39;CVRD;38,165;38,114;37,775;38,114;38,114;38,114
40;DFESA;40;DFESA;65,940;65,940;65,940;65,940;65,940;65,940
41;RIO PARANAPAN;41;RIO PARANAPAN;983,466;985,593;983,640;856,104;880,986;794,569
46;ELEKTRO;46;ELEKTRO;37,458;37,484;37,516;37,523;37,515;37,488
48;ELETRONORTE;48;ELETRONORTE;2.437,652;2.440,031;2.437,797;2.434,756;2.434,341;2.534,625
49;ELETROPAULO;49;ELETROPAULO;62,128;62,128;62,128;58,851;58,851;58,851
51;ENERGISA SE;51;ENERGISA SE;6,139;6,139;6,139;6,139;6,139;6,139
52;ENERGISA MS;52;ENERGISA MS;0,922;0,922;0,922;0,922;0,922;0,922
53;EDP C;53;EDP C;1.326,342;1.551,803;1.650,771;1.510,021;1.796,867;2.249,668
55;ESCELSA;55;ESCELSA;53,727;53,727;68,727;123,498;88,498;53,498
56;FURNAS;56;FURNAS;2.089,637;2.138,479;2.179,614;1.959,393;1.822,179;1.998,894
57;ENGIE BR GER;57;ENGIE BR GER;2.738,351;3.144,988;3.550,712;3.336,830;3.240,093;3.191,820
58;NC ENERGIA;58;NC ENERGIA;454,431;480,820;898,281;687,217;351,057;354,711
61;ITASA;61;ITASA;392,016;392,016;392,016;392,016;392,016;392,016
62;ITAMBE;62;ITAMBE;17,514;19,571;17,307;16,579;18,772;20,118
64;LIGHT;64;LIGHT;2,584;2,584;2,584;2,195;2,195;2,195
67;ROSAL;67;ROSAL;23,307;19,124;26,323;23,651;25,337;27,081
69;TRADENER;69;TRADENER;344,140;356,683;340,563;278,441;294,384;277,278
71;CDSA;71;CDSA;395,000;710,000;710,000;710,000;710,000;395,000
77;ITIQUIRA;77;ITIQUIRA;260,439;145,812;;;;
80;CEB LAJEADO;80;CEB LAJEADO;92,274;102,161;92,274;95,350;92,274;95,350
81;COPEL DISTRIB;81;COPEL DISTRIB;22,208;22,208;22,208;22,208;22,208;22,208
82;COPEL GET;82;COPEL GET;1.076,284;1.105,124;1.122,950;961,496;801,347;742,033
87;INVESTCO;87;INVESTCO;3,719;3,560;3,523;3,759;3,523;3,535
89;CPFL LAJEADO;89;CPFL LAJEADO;1,095;1,099;1,079;0,998;0,968;0,932
90;LAJEADO ENERG;90;LAJEADO ENERG;332,382;333,051;371,618;323,617;335,516;342,257
91;SA CARVALHO;91;SA CARVALHO;53,911;53,852;53,972;53,704;53,911;53,893
94;CPFL PIRATINGA;94;CPFL PIRATINGA;54,140;54,194;54,141;53,621;53,600;53,616
96;CESC;96;CESC;31,565;27,357;23,156;24,353;23,004;22,006
97;COMERC;97;COMERC;1.840,043;1.630,514;1.612,878;1.581,918;1.629,855;1.619,136
101;AUREN;101;AUREN;2.217,812;2.402,202;2.308,368;2.202,186;2.083,860;2.263,025
102;ALCOA;102;ALCOA;536,195;494,799;476,937;456,889;502,868;451,825
103;DMED;103;DMED;12,559;12,559;12,447;12,559;12,559;12,559
112;ELECTRA ENERGY;112;ELECTRA ENERGY;707,581;648,585;556,326;485,006;348,717;590,435
115;DELTA ENERGIA;115;DELTA ENERGIA;261,455;333,498;161,226;154,353;150,357;148,055
116;ENGIE BR COM;116;ENGIE BR COM;1.602,333;2.252,215;2.062,521;2.061,479;1.925,939;2.021,363
117;ELERAC;117;ELERAC;76,452;90,928;72,160;76,835;77,800;92,806
118;CPFL BRASIL;118;CPFL BRASIL;826,095;737,854;740,174;672,734;677,687;703,763
119;ITAPEBI;119;ITAPEBI;160,404;165,104;210,354;207,704;136,154;136,154
120;VALE ENERGIA;120;VALE ENERGIA;120,000;120,000;120,000;120,000;120,000;120,000
121;ELERA;121;ELERA;283,200;429,769;442,044;400,768;215,458;197,370
125;RIMA;125;RIMA;70,000;70,000;70,001;73,753;70,000;70,000
127;CINCO ESTRELAS;127;CINCO ESTRELAS;4,500;6,908;6,694;6,085;5,592;6,489
128;QGE;128;QGE;69,279;76,295;80,393;79,794;67,869;61,596
130;TANGARA;130;TANGARA;50,458;58,769;50,458;59,956;50,458;56,394
134;NORTE FLU;134;NORTE FLU;725,000;725,000;725,000;725,000;725,000;725,000
135;PETROBRAS PIE;135;PETROBRAS PIE;1.446,430;1.445,440;1.508,491;1.556,970;1.112,390;1.103,303
137;TERMOPE;137;TERMOPE;535,000;555,000;955,000;455,000;455,000;455,000
140;CGTF;140;CGTF;498,938;498,938;498,938;498,938;498,938;498,938
143;ECOM;143;ECOM;223,064;195,937;268,813;191,104;156,090;233,791
152;CEC;152;CEC;68,448;67,960;62,796;68,445;68,445;57,461
202;CERAN;202;CERAN;111,570;111,969;114,076;136,387;134,930;134,821
1036;CIPLAN;1036;CIPLAN;5,486;0,878;0,693;0,000;1,480;2,444
1037;PIE - RP;1037;PIE - RP;48,469;51,232;42,211;48,563;51,728;52,081
1040;ENECEL;1040;ENECEL;44,200;39,700;31,200;35,000;24,700;34,833
1052;APERAM;1052;APERAM;16,204;17,400;17,370;17,291;17,549;16,858
1066;INTERCAST;1066;INTERCAST;5,170;6,725;6,075;5,376;5,888;6,221
1080;TUPI;1080;TUPI;;5,285;2,614;8,943;1,289;9,356
1086;WHITE MARTINS;1086;WHITE MARTINS;143,374;136,525;128,249;;;
1090;ECLSA;1090;ECLSA;;;;;8,700;
1091;NEMAK;1091;NEMAK;0,535;;;;;
1106;MINASLIGAS;1106;MINASLIGAS;4,100;2,350;2,000;2,000;2,192;6,900
1112;IBG;1112;IBG;0,259;;;0,250;;
1124;CARAMURU PIE I;1124;CARAMURU;;;0,253;0,754;0,851;1,329
1125;ELEJOR;1125;ELEJOR;55,000;55,148;55,269;55,260;55,180;55,205
1140;CEMIG GERACAO;1140;CEMIG GERACAO;1.535,588;1.478,786;1.744,974;1.432,853;1.508,352;1.451,561
1141;CEMIG DISTRIB;1141;CEMIG DISTRIB;88,843;88,843;88,843;88,843;88,843;88,843
1155;CEMIG TRADING;1155;CEMIG TRADING;5,000;5,000;5,000;5,000;5,000;5,000
1162;TRAMONTINA CL;1162;TRAMONTINA CL;;;;;;0,476
1181;PETROLINA;1181;PETROLINA;;;;;;9,600
1189;PILKINGTON;1189;PILKINGTON;0,725;1,706;1,053;0,177;0,526;0,179
1204;NITROQUIMICA;1204;NITROQUIMICA;;;;;0,659;0,417
1207;NADIR FIGUEIREDO;1207;NADIR FIGUEIREDO;0,842;1,525;0,721;;0,691;1,270
1212;PLASTIPAK PAULINIA;1212;PLASTIPAK PAULINIA;0,015;;;;0,155;0,086
1213;UNIMINAS AGRO;1213;UNIMINAS AGRO;0,362;0,479;0,308;0,590;0,429;0,351
1217;PLASCAR;1217;PLASCAR;0,685;;;;;
1219;PETROM;1219;PETROM;0,372;;;;1,212;
1225;CSN SIDERURGIC;1225;CSN SIDERURGIC;25,000;25,000;25,000;25,000;25,000;25,000
1232;TEKNO;1232;TEKNO;0,264;;;;;
1240;FURUKAWA CUR D;1240;FURUKAWA CUR D;;;;;0,204;0,261
1242;VOLVO;1242;VOLVO;0,296;;;;;
1245;AJINOMOTO 1;1245;AJINOMOTO 1;0,614;0,435;1,021;0,711;;
1252;PRYSMIAN SORO;1252;PRYSMIAN SORO;0,060;;;0,130;0,237;0,115
1253;PPE FIOS;1253;PPE FIOS;0,100;0,086;0,092;;1,880;0,227
1255;VOLKSWAGEN;1255;VOLKSWAGEN;1,290;2,530;0,659;6,611;0,249;4,076
1261;IPAPER;1261;IPAPER;0,633;;;;;
1264;YPE-QUIMICA;1264;YPE-QUIMICA;1,909;;;;;
1265;IBS-ENERGY;1265;IBS-ENERGY;44,000;44,000;44,000;44,028;44,000;44,000
1291;ALCAN ALUMINA;1291;ALCAN ALUMINA;;;0,033;;;
1298;KS PISTOES;1298;KS PISTOES;0,210;;;0,233;;
1300;DOHLER;1300;DOHLER;3,071;0,171;0,191;1,581;0,188;0,417
1318;MELHORAMENTOS;1318;MELHORAMENTOS;0,730;0,372;0,887;;1,661;2,878
1322;NITRIFLEX;1322;NITRIFLEX;;;;0,153;;
1324;SILICON;1324;SILICON;;;;;0,214;
1332;ARAUCO PAINEIS;1332;ARAUCO PAINEIS;;;1,654;1,049;0,718;
1363;SCHULZ;1363;SCHULZ;;;;;3,956;5,000
1364;SANTHER MATRIZ;1364;SANTHER MATRIZ;2,436;0,331;0,319;0,352;0,365;0,378
1365;PARAMOUNT STA;1365;PARAMOUNT STA;0,013;;;;;
1380;PARAMOUNT SUL;1380;PARAMOUNT SUL;0,120;;;;;
1382;INDUPA;1382;INDUPA;;;;;22,378;
1383;KLABIN PUMA;1383;KLABIN;0,590;0,978;0,740;0,645;0,317;0,876
1384;KIMBERLY CLARK;1384;KIMBERLY CLARK;2,091;11,985;14,176;12,412;12,512;11,200
1389;MMCOFAP;1389;MMCOFAP;0,572;0,763;0,689;0,713;;
1409;EATON;1409;EATON;;0,801;;1,196;2,531;2,474
1417;WHEATON MATRIZ;1417;WHEATON MATRIZ;0,272;0,030;0,034;0,034;0,044;0,051
1423;KODAK;1423;KODAK;;0,008;;0,042;0,021;
1426;FERBASA;1426;FERBASA;5,700;5,800;23,000;5,200;;3,500
1442;CBD;1442;CBD;;;;;;6,944
1443;COAMO;1443;COAMO;;;;2,531;3,414;
1446;ARMCO;1446;ARMCO;0,223;0,491;0,497;0,347;0,430;0,444
1458;NORFIL;1458;NORFIL;1,006;0,289;0,600;0,615;0,804;0,613
1485;ELIANE;1485;ELIANE;4,193;4,923;6,039;6,480;;
1488;BAESA;1488;BAESA;326,216;326,316;326,316;327,861;332,061;332,061
1492;MEXICHEM SP;1492;MEXICHEM SP;0,213;;;;;
1495;TRAMONTINA MULTI CL;1495;TRAMONTINA MULTI CL;;;;;;0,199
1512;VERACEL;1512;VERACEL;30,000;30,000;20,323;30,000;30,000;30,000
1520;NEOVIA MG;1520;NEOVIA MG;0,138;0,433;0,142;0,336;0,176;0,406
1522;CORUMBA IV;1522;CORUMBA IV;76,000;76,000;76,000;76,000;76,000;76,000
1539;BIRLA CARBON;1539;BIRLA CARBON;7,218;3,765;6,109;6,139;5,477;4,181
1551;ENERGEST;1551;ENERGEST;119,711;120,443;119,435;118,098;96,522;96,658
1564;AMSTED MATRIZ;1564;AMSTED MATRIZ;2,881;0,752;0,728;2,441;5,077;4,382
1569;CEB PAR;1569;CEB PAR;9,824;9,856;9,682;8,965;8,705;8,382
1571;CEB DISTRIBUIC;1571;CEB DISTRIBUIC;36,532;36,532;36,532;36,094;36,094;36,094
1578;ENERPEIXE;1578;ENERPEIXE;257,000;265,000;267,000;217,000;256,000;267,000
1580;LEF PISOS;1580;LEF PISOS;;0,112;0,148;0,139;0,134;0,140
1583;ENERCAN;1583;ENERCAN;355,703;355,703;355,703;355,703;355,703;355,703
1600;DIFERENCIAL;1600;DIFERENCIAL;342,035;301,936;293,330;285,983;269,134;244,463
1608;LIGHT ENERGIA;1608;LIGHT ENERGIA;403,726;403,726;403,726;368,873;368,873;368,873
1622;SIEMENS CE;1622;SIEMENS LTDA;0,157;0,082;;0,079;;0,122
1646;EKA CHEMICALS;1646;EKA CHEMICALS;;2,600;2,700;;;1,000
1649;TIMACAGRO RG;1649;TIMACAGRO RG;;;;0,359;;1,043
1653;TBM UNIDADE 1;1653;TBM UNIDADE 1;;;0,160;0,129;0,266;0,220
1668;PITANGUEIRAS;1668;PITANGUEIRAS;;;;;15,000;15,000
1671;IBAR LTDA;1671;IBAR LTDA;1,688;2,184;1,543;2,926;2,715;2,672
1678;COTEMINAS SA;1678;COTEMINAS SA;30,800;30,800;40,800;40,800;40,800;44,800
1383;KLABIN PUMA;1704;KLABIN GOIANA;0,744;1,357;1,850;1,493;0,267;0,383
1717;VITOPEL;1717;VITOPEL;;;;;2,201;
47;ELETROBRAS;1718;ACEP;1.259,918;1.228,776;1.180,427;1.186,988;1.231,921;
1724;ITABIRA;1724;ITABIRA;;2,423;2,156;;4,269;2,553
1730;SELMI;1730;SELMI;;;;0,176;0,172;
1739;BAGUARI;1739;BAGUARI;41,487;42,046;40,915;38,365;36,513;36,516
1743;REGALI;1743;REGALI;;0,112;;0,075;0,077;0,080
1751;WHIRLPOOL MAT;1751;WHIRLPOOL MAT;0,545;0,377;0,437;0,900;0,878;0,990
1756;RIO CLARO;1756;RIO CLARO;41,291;41,757;40,643;38,213;36,609;36,486
1762;IJUI;1762;IJUI;31,762;32,121;31,264;29,394;28,160;28,066
1765;MALWEE;1765;MALWEE;0,167;0,207;0,218;0,391;0,249;0,198
1776;BUAIZ S/A;1776;BUAIZ S/A;;;;0,019;0,025;0,019
1784;ENERGISA COM;1784;ENERGISA COM;266,150;302,598;277,142;213,913;202,467;220,903
1785;AFLUENTE;1785;AFLUENTE;17,000;18,767;18,767;17,000;20,250;17,000
1797;GKN;1797;GKN;0,345;0,638;0,731;;0,768;1,185
1799;WETZEL;1799;WETZEL;;;;;;0,391
1810;UNIVERSAL;1810;UNIVERSAL;1,838;1,500;0,656;0,736;0,949;0,547
1812;BRIDGESTONE SANTO ANDRE;1812;BRIDGESTONE SANTO ANDRE;;0,545;0,739;0,313;0,363;0,250
1816;SOLAE;1816;SOLAE;0,701;0,759;3,091;;;
1751;WHIRLPOOL MAT;1817;WHIRLPOOL M SE;1,601;1,600;1,289;1,983;1,600;2,260
39;CVRD;1834;CVRD PIE;157,859;166,124;167,732;152,469;172,127;181,649
1851;MARACA;1851;MARACA;;;;12,047;;
1056;ARCELOR JF COM;1857;BMP JF GUILMAN;31,960;31,960;32,569;33,497;31,501;25,498
1149;SAMARCO ES;1858;SAMARCOGUILMAN;28,869;30,707;30,738;27,978;26,921;30,738
1869;EEPP;1869;EEPP;19,000;24,000;24,000;;;
1876;SCP;1876;SCP;;;2,767;;4,167;
1881;PERTECH;1881;PERTECH;0,762;0,572;0,472;;0,627;0,792
1909;USVERTENTE;1909;USVERTENTE;;;;;;19,063
1922;KARINA;1922;KARINA;;;;0,649;0,495;0,721
1924;CELESC GERA;1924;CELESC GERA;32,195;33,155;33,223;32,687;28,429;28,027
1930;ASTRA SA;1930;ASTRA SA;0,484;;0,202;;;0,204
1936;CELESC DIST;1936;CELESC DIST;274,653;274,393;274,438;267,724;267,716;267,650
1946;CENU;1946;CENU;2,945;3,088;3,175;2,895;2,873;
1970;CEEE DISTRIB;1970;CEEE DISTRIB;39,678;39,678;39,678;39,678;39,678;39,678
1974;VCNNE;1974;VCNNE;149,272;129,970;133,854;131,943;116,684;105,414
1983;BOULEVARD RIO;1983;BOULEVARD RIO;0,070;0,027;0,027;0,167;0,274;0,343
1985;BPBUNGE MOE;1985;BPBUNGE MOE;10,000;10,000;10,000;;;
2015;DMEE;2015;DMEE;38,594;38,649;38,258;38,019;37,508;37,748
2019;UTE QUATA CONV;2019;UTE SAO JOSE 2;20,600;20,600;20,600;21,220;23,869;24,400
2020;SAUDADES;2020;SAUDADES;1,224;1,224;1,207;1,132;1,109;1,057
2029;ZONA DA MATA;2029;ZONA DA MATA;11,443;9,631;11,443;11,217;11,103;9,630
2034;ADVANCE;2034;ADVANCE;0,229;;;0,833;0,118;0,364
2036;ENERGISA SS;2036;ENERGISA SS;1,549;1,549;1,549;1,521;2,446;2,486
2053;SMT;2053;SMT;2,050;2,122;2,147;2,043;1,897;1,826
2060;CPR;2060;CPR;0,712;;;;;
2072;KOSTAL;2072;KOSTAL;0,263;0,427;0,273;0,320;0,272;0,275
1320;DANA GRAVATAI;2076;DANA GRAVATAI SUL;0,241;;;0,103;0,088;0,141
2085;EAPSA;2085;EAPSA;154,824;155,942;152,718;144,564;138,134;136,419
2098;SANTACONSM;2098;SANTACONSM;0,050;;0,017;;;
2101;STEPAN;2101;STEPAN;;;;;;0,063
2111;CIBRASA;2111;CIBRASA;4,368;3,060;3,542;4,140;4,456;4,581
2132;TRAMONTINA FRP;2132;TRAMONTINA FRP;;;;0,090;;
2138;INDORAMA;2138;INDORAMA;4,362;;;;;
2141;PIFPAFMATRIZ;2141;PIFPAFMATRIZ;0,037;0,053;0,056;0,064;0,077;0,080
2150;MM HORTOLANDIA;2150;MM HORTOLANDIA;;;;4,192;;
2165;GOIAS SUL;2165;GOIAS SUL;;5,017;5,017;;1,767;
2168;PAMPEANA;2168;PAMPEANA;21,238;21,509;20,870;20,175;19,569;19,304
2209;IP LUIZANTONIO;2209;IP LUIZANTONIO;0,711;;;;;
2212;SAO DOMINGOS I5;2212;SAO DOMINGOS I5;;;;14,493;22,876;23,629
2231;RVESA;2231;RVESA;61,004;61,003;61,004;61,101;60,910;61,003
1122;FERRO LIGAS;2233;FERRO LIGAS I5;2,940;2,940;2,940;2,928;2,940;2,940
2235;C CE TILIBRA;2235;C CE TILIBRA;;0,016;;;0,019;0,049
2236;FOZ DO CHAPECO;2236;FOZ DO CHAPECO;446,315;449,432;443,343;429,399;419,935;415,581
1668;PITANGUEIRAS;2241;PITANGUEIRA I1;14,700;14,700;14,700;25,563;29,785;29,785
143;ECOM;2244;ECOM I5;81,486;81,628;167,223;150,942;81,163;153,709
1573;PLURAL;2246;PLURAL I5;0,517;0,523;0,523;0,530;0,542;0,518
2251;RBE;2251;RBE;38,387;38,633;37,761;35,558;34,372;32,968
1288;SALTO DO LOBO;2257;SALTO LOBO I1;0,715;0,715;0,715;0,715;0,715;0,715
121;ELERA;2258;ELERA I1;116,170;77,472;80,413;79,196;78,599;76,923
121;ELERA;2260;ELERA I5;211,225;219,121;170,260;183,471;164,066;164,194
116;ENGIE BR COM;2262;ENGIE BR COM I1;24,736;14,049;17,094;21,168;18,747;53,240
1784;ENERGISA COM;2263;ENERGISA C I1;4,280;5,000;5,414;4,897;5,529;5,535
1784;ENERGISA COM;2264;ENERGISA C I5;101,380;104,573;104,266;127,102;103,140;103,483
116;ENGIE BR COM;2265;ENGIE BR COM I5;710,111;743,163;776,712;683,050;679,727;667,784
69;TRADENER;2267;TRADENER I1;0,231;0,232;0,217;0,400;0,211;0,202
69;TRADENER;2269;TRADENER I5;246,165;279,158;293,673;267,286;274,159;286,219
1758;CEMIG PCH;2270;CEMIG PCH I1;13,851;13,854;13,873;13,836;13,817;13,784
97;COMERC;2274;COMERC I1;8,029;6,914;7,568;10,022;7,823;7,820
97;COMERC;2277;COMERC I5;429,192;416,366;479,589;470,033;463,873;387,916
1985;BPBUNGE MOE;2279;BPBUNGE MOE I5;;14,811;4,949;25,000;25,000;25,000
1909;USVERTENTE;2281;USVERTENTE I5;;;;11,800;15,100;
101;AUREN;2282;AUREN I5;434,982;486,774;527,096;525,101;561,062;515,178
118;CPFL BRASIL;2283;CPFL BRASIL I1;1,343;1,530;1,475;1,436;1,498;1,591
118;CPFL BRASIL;2284;CPFL BRASIL I5;542,197;622,206;659,458;582,892;565,107;532,421
1670;CPFL SUL CENTRAIS;2285;CPFL SUL CENTRAIS I5;;7,068;3,590;3,580;3,590;3,580
115;DELTA ENERGIA;2287;DELTA ENERG I5;44,892;44,339;43,526;55,088;71,794;72,074
143;ECOM;2288;ECOM I1;10,653;10,212;14,271;11,738;20,948;20,691
112;ELECTRA ENERGY;2291;ELECTRA ENE I1;;;;;0,065;
112;ELECTRA ENERGY;2292;ELECTRA ENE I5;8,500;8,500;8,500;8,500;8,500;8,500
53;EDP C;2297;EDP C I1;15,634;14,420;13,532;21,281;25,522;17,028
53;EDP C;2298;EDP C I5;430,740;430,379;428,710;486,591;422,506;477,320
114;FOZ DO CHOPIM;2299;FOZ DO CHOP I1;20,444;20,350;20,390;20,390;20,390;20,390
153;HGE;2309;HGE I1;1,478;1,478;1,478;1,478;1,478;1,478
153;HGE;2310;HGE I5;1,698;1,698;1,698;1,698;1,698;1,698
132;HORIZONTES;2317;HORIZONTES I1;8,930;8,930;8,930;8,930;;8,930
132;HORIZONTES;2319;HORIZONTES I5;1,130;1,130;1,130;1,130;1,130;1,130
1265;IBS-ENERGY;2324;IBS-ENERGY I1;0,339;0,363;0,335;0,252;0,253;0,224
1265;IBS-ENERGY;2325;IBS-ENERGY I5;31,770;35,491;36,354;33,442;33,325;33,762
1997;CPFL LUDESA;2334;CPFL LUDESA I5;4,150;4,150;4,150;4,150;4,150;4,150
115;DELTA ENERGIA;2354;DELTA ENERG I1;5,537;4,548;4,863;4,732;6,798;9,431
2358;CEESAM;2358;CEESAM;7,675;8,076;8,154;7,413;6,813;7,965
2366;CEE;2366;CEE;272,218;275,318;269,284;254,155;246,187;241,879
1125;ELEJOR;2372;ELEJOR I5;4,900;4,900;4,900;4,900;5,000;5,500
2377;ACUM MOURA;2377;ACUM MOURA;2,433;0,411;1,095;1,590;0,837;0,467
58;NC ENERGIA;2395;NC ENERGIA I5;649,678;607,856;618,045;557,525;554,793;471,933
1276;CIA EP;2396;CIA EP I5;0,672;0,744;0,672;0,861;0,941;0,625
1947;SAO PEDRO;2397;SAO PEDRO I5;0,672;0,744;0,672;0,694;;
192;UTE COCAL;2414;UTE COCAL 1LD;6,181;6,372;5,753;4,900;4,424;4,140
135;PETROBRAS PIE;2416;PETROB PIE 1LD;352,000;352,000;489,803;540,233;443,118;514,612
2390;UTXA;2417;UTXA 1LD;1,000;1,000;1,000;1,000;1,000;1,000
2422;SUCUPIRA;2422;SUCUPIRA;2,500;2,500;2,500;3,000;3,000;3,000
2423;PEQUI I5;2423;PEQUI I5;3,250;3,250;3,250;4,000;4,000;4,000
2425;OURO;2425;OURO;8,433;8,416;8,453;8,287;8,226;8,165
2430;ENEVA COM;2430;ENEVA COM;993,016;1.216,302;1.204,968;1.470,050;1.173,975;1.164,913
2437;GRACA I5;2437;GRACA I5;16,495;16,620;16,711;16,488;16,310;16,214
2130;ARBEIT;2442;ARBEIT I5;1,344;1,488;1,344;1,556;0,941;0,625
2446;RAHCROL;2446;RAHCROL;20,000;25,300;20,242;23,300;23,300;23,300
1867;SJE AMBIENTAL;2462;SJE AMBIENT I1;4,500;4,500;4,500;4,500;4,500;4,500
2470;ALCON I5;2470;ALCON I5;7,700;7,700;7,700;7,700;13,329;13,328
2471;GERACAO CIII;2471;GERACAO CIII;30,540;30,540;30,540;30,540;30,540;30,540
2473;SAFIRA COM;2473;SAFIRA COM;589,388;745,229;565,871;404,100;524,735;563,522
37;CSN ENERGIA;2474;CSN ENERGIA I5;31,921;27,364;27,537;26,445;26,593;26,609
2479;CELAN;2479;CELAN;11,370;11,370;11,370;11,370;11,370;11,370
58;NC ENERGIA;2480;NC ENERGIA I1;1,794;1,844;1,932;1,828;5,258;5,240
2365;CERPA;2483;CERPA I5;1,613;1,786;1,613;6,944;13,441;13,889
1600;DIFERENCIAL;2485;DIFERENCIAL I5;81,355;33,622;13,225;12,596;48,220;33,360
1600;DIFERENCIAL;2486;DIFERENCIAL I1;2,076;0,314;0,348;0,504;0,105;1,658
2495;RAIZEN CSP VALE DO ROSARIO;2495;RAIZEN CSP VALE DO ROSARIO;5,200;5,200;5,200;5,200;5,200;5,200
2496;RAIZEN CSP MB;2496;RAIZEN CSP MB;14,785;;;0,400;0,900;1,000
1140;CEMIG GERACAO;2497;CEMIG GERA I5;699,113;775,560;833,532;787,577;798,988;751,952
1140;CEMIG GERACAO;2498;CEMIG GERA I1;17,917;22,273;21,497;30,651;40,914;45,715
1630;QUANTA GERACAO;2499;QUANTA GERA I5;33,802;36,768;38,970;36,576;36,821;29,139
2502;MM CONTAGEM;2502;MM CONTAGEM;;;;2,113;;
2503;UTE PIRAPAMA I5;2503;UTE PIRAPAMA I5;9,812;10,863;9,812;;;
2506;FOCUS;2506;FOCUS;585,627;588,669;612,728;560,475;509,243;555,631
2473;SAFIRA COM;2509;SAFIRA COM I1;13,301;8,438;6,119;6,017;11,812;9,322
2473;SAFIRA COM;2510;SAFIRA COM I5;73,448;84,298;70,496;47,315;71,935;92,029
1869;EEPP;2514;EEPP I5;41,096;36,131;23,792;21,188;20,655;19,569
2532;BIANCOGRES;2532;BIANCOGRES;1,853;2,818;1,208;0,991;;
2533;PCH CACHOEIRAO;2533;PCH CACHOEIRAO;16,290;16,290;16,290;16,290;16,290;16,290
2544;GESA;2544;GESA;0,720;0,720;0,720;0,720;0,720;0,720
2553;ESBR;2553;ESBR;2.097,992;2.149,853;2.090,223;2.030,632;1.920,038;1.932,648
2556;ENERGISA RO;2556;ENERGISA RO;14,586;14,586;14,586;14,586;14,586;14,586
2562;AMAZONAS ENERG;2562;AMAZONAS ENERG;75,996;75,996;75,996;75,155;75,155;75,155
4605;RIALMA V;2565;RIALMA III I5;7,855;7,500;8,700;8,700;8,440;6,990
2576;ENERGISA AC;2576;ENERGISA AC;5,908;5,908;5,908;5,777;5,777;5,777
2579;KROMA;2579;KROMA;509,038;504,002;488,537;495,284;520,114;626,000
2582;CITROSUCO AGRO APE;2582;CITROSUCO MATAO MATRIZ;;;;;;3,296
2583;BPBUNGE TRP;2583;BPBUNGE TRP;;;6,000;;;0,438
2591;M&G BRASIL;2591;M&G BRASIL;;;2,159;0,370;;
37;CSN ENERGIA;2600;CSN ENERGIA I1;0,487;0,490;0,493;0,436;0,484;0,446
2608;DA MATA I5;2608;DA MATA I5;;;;17,203;17,203;17,203
2612;COSTA RICA I5;2612;COSTA RICA I5;12,200;12,190;12,190;12,190;12,190;12,268
2621;BEVAP;2621;BEVAP;5,000;5,000;5,000;50,000;50,000;50,000
2506;FOCUS;2623;FOCUS I1;36,673;21,815;42,485;24,990;35,586;59,803
2506;FOCUS;2624;FOCUS I5;100,573;101,621;108,301;99,543;87,859;87,307
2579;KROMA;2630;KROMA I5;22,033;23,031;24,360;24,555;27,351;26,125
135;PETROBRAS PIE;2652;PETROB PIE 1LN;887,000;887,000;946,441;983,156;1.327,957;1.737,169
1786;BRENTECH;2655;BRENTECH 1LN;65,000;65,000;65,000;65,000;65,000;65,000
1181;PETROLINA;2657;PETROLINA 2LN;84,000;84,000;84,000;84,000;84,000;84,000
1867;SJE AMBIENTAL;2659;SJE AMBIEN 2LN;12,000;12,000;12,000;12,000;12,000;12,000
1868;UTE COLORADO;2660;UTE COLOR 2LN;9,000;9,000;9,000;9,000;10,920;11,454
