Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/20;fev/20;mar/20;abr/20;mai/20;jun/20;jul/20;ago/20;set/20;out/20;nov/20;dez/20
12;CEEE-GT;11905;CEEE-GT HERVAL;0,268;0,270;0,270;0,263;0,253;0,249;0,246;0,252;0,261;0,267;0,268;0,266
12;CEEE-GT;11906;CEEE-GT IJUIZINHO;0,646;0,651;0,652;0,635;0,611;0,601;0,593;0,609;0,631;0,645;0,647;0,642
12;CEEE-GT;11907;CEEE-GT JACUI;107,908;108,665;108,827;105,964;102,057;100,309;99,064;101,649;105,376;107,683;108,068;107,135
12;CEEE-GT;11908;CEEE-GT PASSO DO INFERNO;0,480;0,483;0,484;0,471;0,454;0,446;0,441;0,452;0,469;0,479;0,481;0,477
12;CEEE-GT;11909;CEEE-GT PASSO REAL;61,108;61,537;61,628;60,007;57,795;56,805;56,100;57,564;59,674;60,980;61,199;60,670
12;CEEE-GT;11910;CEEE-GT SANTA ROSA;0,812;0,819;0,819;0,798;0,768;0,755;0,746;0,766;0,793;0,810;0,813;0,806
13;ENERGISA BO;13;ENERGISA BO;3,887;3,887;3,887;3,887;3,887;3,887;3,887;3,887;3,887;4,432;4,432;4,432
15;CELG;15;CELG;80,297;80,297;80,297;32,297;32,297;32,297;32,297;32,297;32,297;56,949;56,949;56,949
17;CELPE;17;CELPE;164,937;164,937;164,937;164,937;164,937;164,937;164,937;164,937;164,937;230,318;230,318;230,318
18;ENERGISA TO;18;ENERGISA TO;;;;;;;;;;0,210;0,210;0,210
19;CEMAR;19;CEMAR;;;;;;;;;;0,232;0,232;0,232
20;ENERGISA MT;20;ENERGISA MT;32,376;32,376;32,376;32,376;32,376;32,376;32,376;32,376;32,376;42,335;42,335;42,335
22;CEPISA;22;CEPISA;6,767;6,767;6,767;6,767;6,767;6,767;6,767;6,767;6,767;17,196;17,196;17,196
23;CESP;23;CESP;946,251;999,535;1.006,068;951,380;992,130;962,066;879,128;720,286;746,571;799,346;761,972;853,215
23;CESP;96469;CESP JAGUARI;;;;;4,164;11,538;11,366;11,693;12,131;12,387;12,436;12,327
24;AMPLA;24;AMPLA;4,786;4,786;4,786;4,786;4,786;4,786;4,786;4,786;4,786;22,712;22,712;22,712
25;CGTESUL;25;CGTEE;;;;;;;;90,867;93,485;;;
25;CGTESUL;2927;CGTEE 1LN10;274,000;274,000;274,000;271,000;273,000;272,000;272,000;267,000;267,000;267,000;267,000;267,000
25;CGTESUL;97043;CGTESUL_I8;;;;;;;;0,005;0,005;0,006;0,007;0,007
25;CGTESUL;97080;CGTESUL;;;;;;;;221,066;221,977;335,720;335,167;328,137
25;CGTESUL;97117;CGTESUL_I5;;;;;;;;145,588;141,388;149,220;144,227;164,918
26;CHESF;26;CHESF;562,408;554,414;523,489;499,324;460,426;488,941;477,930;430,939;500,151;506,744;504,668;502,594
26;CHESF;11912;CHESF BOA ESPERANCA;122,675;123,535;123,719;120,465;116,023;114,036;112,621;115,559;119,796;122,419;122,857;121,796
26;CHESF;11913;CHESF FUNIL;9,843;9,912;9,927;9,666;9,309;9,150;9,036;9,272;9,612;9,822;9,857;9,772
26;CHESF;11914;CHESF LUIZ GONZAGA;822,439;828,208;829,443;807,625;777,845;764,521;755,034;774,735;803,139;820,723;823,659;816,549
26;CHESF;11918;CHESF COMPLEXO PAULO AFONSO;1.908,101;1.921,486;1.924,352;1.873,732;1.804,642;1.773,728;1.751,719;1.797,427;1.863,326;1.904,119;1.910,933;1.894,437
26;CHESF;11919;CHESF PEDRA;3,376;3,399;3,404;3,315;3,193;3,138;3,099;3,180;3,296;3,369;3,381;3,352
26;CHESF;11920;CHESF XINGO;1.843,649;1.856,582;1.859,351;1.810,440;1.743,684;1.713,815;1.692,550;1.736,713;1.800,386;1.839,802;1.846,385;1.830,446
26;CHESF;59955;CHESF I5;15,859;16,311;16,849;17,412;18,213;18,920;18,963;18,408;16,736;16,262;15,655;2,952
26;CHESF;99102;CHESF I5-A;;;;;;;;;;;;12,600
30;COELBA;30;COELBA;;;;;;;;;;21,199;21,199;21,199
31;COELCE;31;COELCE;56,140;56,140;56,140;26,140;26,140;26,140;26,140;26,140;26,140;48,193;48,193;48,193
33;COSERN;33;COSERN;33,576;33,576;33,576;33,576;33,576;33,576;37,576;37,576;37,576;133,133;133,133;133,133
34;CPFL PAULISTA;34;CPFL PAULISTA;38,264;38,264;38,264;38,264;38,264;38,264;38,264;38,264;38,264;75,790;75,790;75,790
35;CPFL GERACAO;35;CPFL GERACAO;93,222;93,222;93,222;93,222;93,222;93,222;93,222;93,222;93,222;;;
35;CPFL GERACAO;59331;CPFL GER MACACO BRANCO;1,532;1,543;1,545;1,505;1,449;1,424;1,407;1,443;1,496;;;
35;CPFL GERACAO;59332;CPFL GERA RIO DO PEIXE;5,345;5,382;5,390;5,248;5,055;4,968;4,907;5,035;5,219;;;
36;VMZ;72607;VMZ JUIZ DE FORA;;;;;;5,697;;;;;;
37;CSN ENERGIA;37;CSN ENERGIA;40,116;39,995;39,997;39,994;39,997;39,999;40,000;39,995;39,999;39,991;39,992;39,992
37;CSN ENERGIA;2474;CSN ENERGIA I5;3,413;3,450;3,495;3,494;3,494;3,499;3,495;3,494;3,500;3,495;3,492;3,492
39;CVRD;1834;CVRD PIE;1.132,310;961,030;726,170;712,950;967,902;852,993;922,176;1.090,122;1.145,854;1.203,490;1.188,328;985,877
39;CVRD;5044;CVRD PIE I5;23,404;23,393;23,760;23,760;23,760;58,760;23,760;23,760;23,760;23,760;23,760;23,760
39;CVRD;5558;CVRD APE I5;34,839;40,833;27,109;27,873;26,571;20,341;18,266;19,969;21,193;20,827;20,749;26,432
40;DFESA;40;DFESA;69,820;69,820;69,820;69,820;69,820;69,820;69,820;69,820;69,820;69,820;69,820;69,820
41;RIO PARANAPAN;41;RIO PARANAPAN;1.109,023;1.101,410;1.117,624;904,585;834,667;906,023;1.062,830;893,355;895,808;875,045;899,588;1.045,536
42;CTG TRADING;92504;CTG TRADING;;;;;;;;;;;30,000;52,000
46;ELEKTRO;46;ELEKTRO;99,171;99,171;99,171;99,171;99,171;99,171;99,171;99,171;99,171;141,238;141,238;141,238
46;ELEKTRO;3308;ELEKTRO CL;;;;0,021;0,043;0,036;0,058;0,041;;;;
47;ELETROBRAS;1718;ACEP;1.202,641;1.141,923;1.142,191;1.161,230;1.231,149;1.230,400;1.228,029;1.336,221;1.402,530;1.417,176;1.470,701;1.335,965
47;ELETROBRAS;1719;ACEI;6.424,340;6.403,169;6.396,714;6.396,570;6.402,151;6.433,965;6.453,796;6.459,092;6.468,656;6.458,901;6.449,590;6.443,565
47;ELETROBRAS;59764;ACEP AGUA LIMPA;12,738;11,760;13,702;13,702;13,702;10,383;10,168;10,106;10,682;11,464;12,718;13,702
47;ELETROBRAS;59827;ACEP ALTO IRANI;13,489;13,489;13,489;13,489;13,489;13,489;13,489;13,489;13,489;13,489;13,489;13,489
47;ELETROBRAS;59828;ACEP ALTO SUCURIU;23,210;24,395;24,211;22,990;20,275;18,291;16,511;15,441;14,806;15,771;18,781;21,848
47;ELETROBRAS;59829;ACEP AQUARIUS;4,000;3,862;4,000;4,000;4,000;2,652;2,652;3,300;3,300;3,300;4,000;4,000
47;ELETROBRAS;59830;ACEP AREIA;8,856;8,420;11,109;11,109;11,109;7,746;7,614;7,576;7,929;8,349;8,694;9,671
47;ELETROBRAS;59831;ACEP AREIA BRANCA;18,415;17,806;18,415;18,415;16,135;6,704;1,862;1,862;1,924;3,723;6,668;12,411
47;ELETROBRAS;59832;ACEP BONFANTE;13,194;13,194;13,194;13,194;13,194;13,194;13,194;13,194;13,194;13,194;13,194;13,194
47;ELETROBRAS;59833;ACEP BURITI;27,823;26,293;28,360;27,222;27,957;27,222;25,000;22,177;18,056;18,817;24,722;26,940
47;ELETROBRAS;59834;ACEP CACADOR;22,436;22,436;22,436;22,436;22,436;11,103;1,349;1,349;1,349;1,349;11,103;22,436
47;ELETROBRAS;59835;ACEP CACHOEIRA DA LIXA;6,519;4,576;6,834;7,344;7,992;8,271;8,574;8,178;5,982;6,152;8,774;9,679
47;ELETROBRAS;59836;ACEP CALHEIROS;10,705;10,705;10,705;10,705;10,705;10,705;10,705;10,705;10,705;10,705;10,705;10,705
47;ELETROBRAS;59837;ACEP CARANGOLA;9,501;9,501;9,501;9,501;9,501;9,501;9,501;9,501;9,501;9,501;9,501;9,501
47;ELETROBRAS;59838;ACEP CARLOS GONZATTO;4,435;4,310;4,032;4,583;5,242;5,556;5,376;5,376;5,556;5,242;5,086;4,435
47;ELETROBRAS;59839;ACEP CIDEZAL;16,263;16,020;16,532;13,597;12,876;12,500;11,425;11,290;10,972;11,009;11,806;15,726
47;ELETROBRAS;59840;ACEP COCAIS GRANDE;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000
47;ELETROBRAS;59841;ACEP COLINO 1;6,205;4,289;5,865;7,272;7,414;7,202;7,281;7,041;4,883;4,509;8,712;8,337
47;ELETROBRAS;59842;ACEP COLINO 2;4,065;2,859;4,627;5,264;5,251;5,310;5,075;4,644;3,710;3,708;5,739;5,799
47;ELETROBRAS;59843;ACEP COTIPORA;19,445;19,445;19,445;19,445;19,445;16,171;1,280;1,280;1,280;1,280;16,171;19,445
47;ELETROBRAS;59844;ACEP ESMERALDA;11,837;12,653;11,837;12,231;11,837;12,231;11,837;11,837;12,231;11,837;12,231;11,837
47;ELETROBRAS;59845;ACEP FIGUEIROPOLIS;12,509;12,509;12,509;12,509;12,509;12,509;12,509;12,509;12,509;12,509;12,509;12,509
47;ELETROBRAS;59846;ACEP FLOR DO SERTAO;7,179;6,556;6,557;7,191;8,460;9,729;10,152;10,152;9,898;8,883;8,460;7,952
47;ELETROBRAS;59847;ACEP FUMACA IV;2,535;2,535;2,535;2,535;2,535;2,535;2,535;2,535;2,535;2,535;2,535;2,535
47;ELETROBRAS;59848;ACEP FUNIL;14,187;14,187;14,187;14,187;14,187;14,187;14,187;14,187;14,187;14,187;14,187;14,187
47;ELETROBRAS;59849;ACEP ILHA;17,541;13,481;14,356;14,778;17,208;20,141;23,569;21,262;21,607;23,541;20,438;17,284
47;ELETROBRAS;59850;ACEP IRARA;17,803;17,803;17,803;17,803;17,803;17,803;17,803;17,803;17,803;17,803;17,803;17,803
47;ELETROBRAS;59851;ACEP JARARACA;18,189;13,566;15,148;16,169;16,860;20,731;24,814;22,818;22,719;25,132;21,638;17,824
47;ELETROBRAS;59852;ACEP JATAI;19,855;19,855;19,855;19,855;19,855;19,855;19,855;19,855;19,855;19,855;19,855;19,855
47;ELETROBRAS;59853;ACEP LINHA EMILIA;19,445;19,445;19,445;19,445;19,445;18,228;1,315;1,315;1,315;1,315;18,228;19,445
47;ELETROBRAS;59854;ACEP LUDESA;16,658;16,658;16,658;16,658;16,658;16,658;16,658;16,658;16,658;16,658;16,658;16,658
47;ELETROBRAS;59855;ACEP MAMBAI II;12,000;12,000;12,000;12,000;10,653;8,615;7,874;7,179;6,940;8,337;12,000;12,000
47;ELETROBRAS;59856;ACEP MONTE SERRAT;17,784;17,784;17,784;17,784;17,784;17,784;17,784;17,784;17,784;17,784;17,784;17,784
47;ELETROBRAS;59857;ACEP MOSQUITAO;28,183;27,881;28,400;28,909;24,483;14,486;10,490;8,060;7,133;11,767;20,197;24,747
47;ELETROBRAS;59858;ACEP PARECIS;15,363;15,374;15,376;15,375;12,097;12,778;11,075;10,941;10,764;10,995;11,740;15,349
47;ELETROBRAS;59859;ACEP PIRANHAS;17,944;17,944;17,944;17,944;17,944;8,680;1,076;1,076;1,076;1,076;8,680;17,944
47;ELETROBRAS;59860;ACEP PLANO ALTO;10,176;10,176;10,176;10,176;10,176;10,176;10,176;10,176;10,176;10,176;10,176;10,176
47;ELETROBRAS;59861;ACEP RETIRO VELHO;12,902;12,951;12,902;12,951;12,902;12,951;12,902;12,902;12,951;12,902;12,951;12,902
47;ELETROBRAS;59862;ACEP RONDON;12,930;12,888;12,944;11,250;10,215;9,803;9,341;9,435;9,333;9,059;9,583;12,903
47;ELETROBRAS;59863;ACEP SALTO DAS FLORES;3,684;3,938;3,684;3,807;3,684;3,807;3,684;3,684;3,807;3,684;3,807;3,684
47;ELETROBRAS;59864;ACEP SANTA FE;25,649;25,649;25,649;25,649;25,649;25,649;25,649;25,649;25,649;25,649;25,649;25,649
47;ELETROBRAS;59865;ACEP SANTA LAURA;7,800;8,338;7,800;8,060;7,800;8,060;7,800;7,800;8,060;7,800;8,060;7,800
47;ELETROBRAS;59866;ACEP SANTA ROSA II;16,581;17,725;16,581;17,134;16,581;17,134;16,581;16,581;17,134;16,581;17,134;16,581
47;ELETROBRAS;59867;ACEP SAO BERNARDO;6,608;5,968;5,382;4,951;7,310;8,696;10,114;9,488;9,606;10,778;8,885;7,204
47;ELETROBRAS;59868;ACEP SAO JOAQUIM;13,163;13,163;13,163;13,163;13,163;13,163;13,163;13,163;13,163;13,163;13,163;13,163
47;ELETROBRAS;59869;ACEP SAO LOURENCO;25,265;28,110;29,100;26,407;19,174;16,356;13,812;12,265;11,854;12,813;16,073;20,490
47;ELETROBRAS;59870;ACEP SAO PEDRO;18,195;18,195;18,195;18,195;18,195;18,195;18,195;18,195;18,195;18,195;18,195;18,195
47;ELETROBRAS;59871;ACEP SAO SIMAO;14,995;14,995;14,995;14,995;14,995;14,995;14,995;14,995;14,995;14,995;14,995;14,995
47;ELETROBRAS;59872;ACEP SAPEZAL;13,983;14,084;14,698;14,743;14,130;13,645;12,958;12,177;12,333;12,509;12,876;13,647
47;ELETROBRAS;59873;ACEP SETE QUEDAS;10,930;11,071;11,080;10,535;9,402;7,017;5,856;5,115;5,173;8,578;12,643;11,113
47;ELETROBRAS;59874;ACEP TELEGRAFICA;23,522;28,736;28,696;27,778;26,075;25,417;23,978;23,320;23,333;23,320;24,119;28,226
47;ELETROBRAS;59875;ACEP TUDELANDIA;2,480;1,613;2,418;2,435;2,273;1,751;1,261;0,971;0,833;1,219;1,388;2,273
48;ELETRONORTE;48;ELETRONORTE;3.456,847;2.779,405;2.017,927;2.245,708;1.984,482;2.379,219;2.988,141;3.683,969;3.622,563;4.043,342;3.819,790;3.112,007
48;ELETRONORTE;11897;ELETRONORTE COARACY NUNES;57,785;58,190;58,277;56,744;54,652;53,715;53,049;54,433;56,429;57,664;57,871;57,371
48;ELETRONORTE;86024;ELETRONORTE SAMUEL;19,000;19,000;19,000;19,000;19,000;19,000;2,000;2,000;2,000;2,000;2,000;2,000
49;ELETROPAULO;49;ELETROPAULO;;;;;;;;;;54,229;54,229;54,229
50;EMAE;11923;EMAE HENRY BORDEN;112,062;112,848;113,016;110,043;105,986;104,170;102,878;105,562;109,432;111,828;112,228;111,259
50;EMAE;11924;EMAE PORTO GOES;10,735;10,811;10,827;10,542;10,153;9,979;9,856;10,113;10,484;10,713;10,751;10,659
50;EMAE;11925;EMAE RASGAO;10,929;11,006;11,022;10,732;10,337;10,160;10,034;10,295;10,673;10,906;10,945;10,851
51;ENERGISA SE;51;ENERGISA SE;;;;;;;;;;2,964;2,964;2,964
52;ENERGISA MS;52;ENERGISA MS;;;;;;;;;;0,080;0,080;0,080
53;EDP C;53;EDP C;1.959,122;1.991,276;1.398,273;1.511,117;1.803,145;1.823,431;2.275,874;2.633,554;1.503,284;2.030,530;2.344,783;2.526,566
53;EDP C;2297;EDP C I1;2,109;1,392;0,989;2,394;2,568;1,676;1,404;2,328;1,929;2,197;1,096;0,913
53;EDP C;2298;EDP C I5;190,920;197,097;181,408;151,510;152,041;252,226;171,883;185,093;186,155;185,745;209,371;222,782
53;EDP C;3229;EDP C I0;20,000;20,000;20,000;;;;;;;;5,000;5,000
53;EDP C;4061;EDP C CQ5;7,000;0,178;5,650;;3,960;;5,853;1,344;4,982;10,520;7,000;9,000
55;ESCELSA;55;ESCELSA;25,768;17,472;16,359;7,739;6,152;13,294;12,873;12,873;15,377;30,189;21,001;22,125
56;FURNAS;56;FURNAS;2.271,621;2.252,497;2.248,868;1.916,647;1.901,155;1.840,089;1.775,970;1.783,110;1.793,645;1.824,933;1.825,073;2.094,563
56;FURNAS;4544;FURNAS 5LN12;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700;245,700
56;FURNAS;11926;FURNAS CORUMBA I;200,678;202,085;202,387;197,063;189,797;186,545;184,231;189,038;195,969;200,259;200,975;199,241
56;FURNAS;11927;FURNAS ESTREITO;457,294;460,502;461,189;449,057;432,499;425,090;419,816;430,770;446,563;456,340;457,973;454,019
56;FURNAS;11928;FURNAS FUNIL;106,154;106,899;107,058;104,242;100,398;98,679;97,454;99,997;103,663;105,933;106,312;105,394
56;FURNAS;11929;FURNAS FURNAS;537,233;541,001;541,808;527,556;508,103;499,400;493,203;506,072;524,626;536,112;538,030;533,386
56;FURNAS;11930;FURNAS MARIMBONDO;636,648;641,114;642,071;625,181;602,129;591,814;584,471;599,722;621,709;635,320;637,593;632,089
56;FURNAS;11931;FURNAS PORTO COLOMBIA;171,693;172,897;173,155;168,600;162,384;159,602;157,622;161,734;167,664;171,335;171,948;170,463
57;ENGIE BR GER;57;ENGIE BR GER;2.843,760;3.419,517;2.933,270;2.583,898;3.484,234;2.826,176;2.958,028;2.794,289;3.250,762;2.931,064;2.915,384;3.061,696
57;ENGIE BR GER;17254;ENGIE BR GER I8;0,183;0,347;0,459;0,412;0,357;0,237;0,232;0,279;0,271;0,372;0,367;0,347
57;ENGIE BR GER;20914;ENGIE BR GER I5;20,894;24,989;30,887;29,462;29,659;31,619;28,330;27,720;26,112;22,333;22,353;20,664
58;NC ENERGIA;58;NC ENERGIA;520,995;547,915;586,226;609,272;704,500;536,072;507,607;528,270;501,050;564,043;588,120;573,187
58;NC ENERGIA;2395;NC ENERGIA I5;153,944;154,325;160,255;174,293;140,041;126,713;152,595;157,753;163,012;176,632;176,538;173,711
58;NC ENERGIA;2480;NC ENERGIA I1;3,681;3,876;4,043;4,695;5,876;7,081;6,242;6,965;8,800;8,794;7,605;7,358
58;NC ENERGIA;3678;NC ENERGIA I0;1,131;1,100;1,066;0,984;0,914;1,000;0,885;0,888;0,988;1,072;1,568;1,146
61;ITASA;61;ITASA;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016;392,016
62;ITAMBE;62;ITAMBE;13,965;10,053;8,383;8,316;9,895;8,863;9,375;11,252;11,340;8,316;11,611;13,439
62;ITAMBE;90744;ITAMBE INCENTIVADA;0,264;0,424;0,356;0,164;0,405;0,448;0,399;0,496;0,464;0,456;0,390;0,551
63;CPFL JAGUARI;63;CPFL JAGUARI;2,449;2,449;2,449;2,449;2,449;2,449;2,449;2,449;2,449;2,744;2,744;2,744
63;CPFL JAGUARI;73121;CPFL SANTA CRUZ;0,282;0,282;0,282;0,282;0,282;0,282;0,282;0,282;0,282;1,937;1,938;1,937
63;CPFL JAGUARI;73122;CPFL MOCOCA SE;0,072;0,072;0,072;0,072;0,072;0,072;0,072;0,072;0,072;0,124;0,124;0,124
63;CPFL JAGUARI;73123;CPFL LESTE PAULISTA;0,317;0,317;0,317;0,317;0,317;0,317;0,317;0,317;0,317;0,419;0,419;0,419
63;CPFL JAGUARI;73124;CPFL SUL PAULISTA;0,575;0,575;0,575;0,575;0,575;0,575;0,575;0,575;0,575;0,770;0,770;0,770
64;LIGHT;64;LIGHT;;;;124,709;126,000;126,000;;;;14,135;14,135;14,135
67;ROSAL;67;ROSAL;22,772;22,772;40,772;22,772;22,772;22,772;30,809;30,809;30,809;30,809;30,809;30,549
69;TRADENER;69;TRADENER;415,068;459,862;401,813;290,379;321,750;363,039;474,290;398,411;357,595;404,269;362,037;496,231
69;TRADENER;2267;TRADENER I1;2,100;1,900;1,765;1,900;1,900;1,900;1,900;1,900;1,900;2,100;2,100;2,100
69;TRADENER;2269;TRADENER I5;138,699;146,369;137,543;133,057;128,089;127,294;137,520;144,222;156,374;153,163;154,602;141,523
69;TRADENER;18475;TRADENER I0;42,500;45,000;43,000;15,000;13,600;11,000;10,000;7,000;10,000;10,000;10,219;9,500
71;CDSA;71;CDSA;486,108;550,285;634,353;423,312;454,828;414,827;375,453;589,783;427,681;483,039;614,978;613,328
71;CDSA;2573;CDSA I5;441,980;478,775;466,453;422,569;447,152;474,735;580,465;752,661;771,567;741,477;898,934;883,020
71;CDSA;12976;CDSA I1;1,200;1,200;1,200;1,200;1,200;1,200;1,200;1,126;1,200;1,200;;
71;CDSA;13314;CDSA I0;0,881;;;;;;;;;;;
72;CBA;72;CBA;112,711;73,200;73,200;108,051;73,200;92,182;73,200;86,200;73,200;73,200;79,890;73,200
72;CBA;4353;CBA I0;;;;;;;67,204;;;;;
72;CBA;66418;CBA OURINHOS I5;;;;;;;;67,204;;;;
72;CBA;81904;CBA CQ5;;;;;;;;5,650;;;;
72;CBA;86438;CBA FABRICA;270,000;557,239;584,146;212,239;206,949;178,877;158,906;153,056;153,005;153,514;175,220;199,477
77;ITIQUIRA;77;ITIQUIRA;104,800;104,811;78,970;96,154;104,800;104,800;104,800;104,800;104,134;104,800;104,789;104,798
77;ITIQUIRA;58706;ITIQUIRA I0;10,000;10,000;34,833;20,900;20,900;20,900;10,000;10,000;10,000;10,000;10,000;10,000
80;CEB LAJEADO;80;CEB LAJEADO;92,274;98,638;92,274;95,350;92,274;95,350;92,274;92,274;95,350;92,274;95,350;92,274
81;COPEL DISTRIB;81;COPEL DISTRIB;128,820;128,820;128,820;128,820;128,820;128,820;128,820;128,820;128,820;555,007;535,007;535,007
82;COPEL GET;82;COPEL GET;1.599,714;1.674,549;1.168,080;1.369,601;1.049,435;1.092,270;1.200,092;1.228,780;1.237,641;1.235,537;1.182,658;1.148,540
82;COPEL GET;2815;COP GET PIE I5;61,934;36,959;36,902;35,240;36,351;37,346;42,264;42,601;42,876;43,417;43,112;50,054
82;COPEL GET;58530;COPEL GET GOV PARIGOT;70,431;70,925;71,031;69,162;66,612;65,471;64,659;66,346;68,778;70,284;70,536;69,927
82;COPEL GET;83010;COPEL GET SE;127,249;127,896;130,943;126,480;119,322;117,484;119,549;123,791;125,217;130,103;127,043;124,987
82;COPEL GET;94052;COP GET PIE GUARICANA;;;;;;;13,000;13,000;13,000;13,000;13,000;13,800
87;INVESTCO;87;INVESTCO;3,527;4,000;9,627;3,729;3,938;3,808;4,342;4,387;4,398;4,387;3,937;3,573
89;CPFL LAJEADO;89;CPFL LAJEADO;31,659;31,135;31,390;20,779;19,678;20,513;25,117;28,486;33,961;30,443;28,064;25,645
90;LAJEADO ENERG;90;LAJEADO ENERG;345,879;383,838;372,707;416,656;331,521;336,601;422,325;418,822;427,438;404,093;383,360;505,918
91;SA CARVALHO;91;SA CARVALHO;53,911;53,808;66,911;53,830;53,789;53,956;53,972;53,850;53,893;53,850;53,830;53,911
94;CPFL PIRATINGA;94;CPFL PIRATINGA;50,742;50,742;50,742;50,742;50,742;50,742;50,742;50,742;50,742;67,220;67,220;67,220
96;CESC;96;CESC;22,628;24,828;28,538;21,438;22,628;25,010;26,201;26,201;26,201;26,163;23,819;22,238
97;COMERC;97;COMERC;1.196,411;1.210,572;1.085,117;935,680;999,226;945,273;976,612;1.027,961;1.019,730;1.018,325;1.125,873;1.119,406
97;COMERC;2274;COMERC I1;13,915;14,963;13,650;13,001;13,026;18,565;15,051;15,104;14,574;10,541;12,369;14,233
97;COMERC;2277;COMERC I5;205,058;220,427;222,360;198,069;247,039;245,314;261,381;236,195;239,072;323,435;356,710;308,910
97;COMERC;3222;COMERC I0;29,287;56,532;39,728;26,605;23,000;23,000;43,336;43,000;33,333;43,930;23,000;25,837
97;COMERC;58681;COMERC CQ I5;7,228;7,748;6,954;;;11,317;22,434;2,390;1,050;1,050;1,050;15,000
101;VOTENER;101;VOTENER;1.628,401;1.842,726;2.112,159;1.402,309;1.594,033;1.486,785;1.437,433;1.903,605;1.940,605;1.954,750;2.144,640;1.981,813
101;VOTENER;2282;VOTENER I5;216,251;230,666;223,098;191,171;206,982;211,518;303,030;236,943;238,928;233,028;232,605;222,805
101;VOTENER;2862;VOTENER I1;7,043;7,982;3,499;8,088;7,158;9,045;4,060;9,402;2,938;9,065;4,976;5,037
101;VOTENER;3228;VOTENER I0;0,800;;30,000;;40,000;63,388;;115,914;4,595;6,006;29,474;43,966
101;VOTENER;68688;VOTENER CQ I5;6,900;1,694;1,589;1,196;1,097;1,209;6,906;1,256;1,421;1,461;1,436;1,544
102;ALCOA;102;ALCOA;478,060;444,870;405,830;403,936;483,210;504,523;320,170;319,260;330,600;413,480;378,905;436,964
103;DMED;103;DMED;20,989;20,989;20,866;15,318;15,389;15,389;19,389;19,389;19,389;30,589;27,589;27,589
104;ICB COM;71669;ICB COM;153,170;161,373;124,204;118,151;124,788;155,798;162,028;155,955;156,725;168,030;176,019;179,100
104;ICB COM;84489;ICB COM I1;0,261;0,332;0,267;0,293;0,309;0,358;;;;;;
104;ICB COM;97809;ICB COM EI I5;;;;;;;0,308;0,277;0,275;0,270;0,271;0,265
112;ELECTRA ENERGY;112;ELECTRA ENERGY;172,677;273,676;186,608;127,271;155,097;207,865;248,083;359,282;273,469;254,651;274,071;260,355
112;ELECTRA ENERGY;2291;ELECTRA ENE I1;4,383;3,195;4,356;4,409;6,708;4,964;3,000;3,663;3,748;4,462;3,424;3,540
112;ELECTRA ENERGY;2292;ELECTRA ENE I5;139,713;121,955;120,218;121,306;133,222;134,204;132,996;119,923;125,319;112,491;103,260;101,741
112;ELECTRA ENERGY;3922;ELECTRA ENE I0;17,151;3,500;3,482;33,500;42,580;48,211;26,600;32,245;23,000;35,854;36,257;31,358
112;ELECTRA ENERGY;24122;ELECTRA ENE CQ5;;;;;;;;;;;5,335;5,437
114;FOZ DO CHOPIM;114;FOZ DO CHOPIM;;;;;;5,800;5,500;;;;;
