Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/20;fev/20;mar/20;abr/20;mai/20;jun/20;jul/20;ago/20;set/20;out/20;nov/20;dez/20
1573;PLURAL;2246;PLURAL I5;0,675;0,756;0,738;0,656;0,298;0,306;0,445;0,355;0,493;0,504;0,520;0,520
1578;ENERPEIXE;1578;ENERPEIXE;208,320;208,320;195,300;195,300;195,300;221,340;238,700;238,700;238,700;238,700;212,660;212,100
1580;LEF PISOS;1580;LEF PISOS;;;;3,073;2,614;;;;;;;
1581;TABOCA;1581;TABOCA;0,475;0,613;1,175;0,977;2,126;1,837;;0,110;;0,169;0,106;
1582;MAXIFORJA;1582;MAXIFORJA;;;;;1,904;1,376;1,186;0,648;;;;
1583;ENERCAN;1583;ENERCAN;366,408;366,408;366,408;366,408;375,136;379,936;379,936;379,936;379,936;379,654;371,208;366,473
1586;CINPAL;1586;CINPAL;9,132;3,291;;;;3,622;2,230;4,286;4,502;5,338;5,409;4,644
1587;INTERSHOPGUA;1587;INTERSHOPGUA;0,082;0,076;;;;;;1,083;0,817;0,681;0,514;0,665
1594;MWL BRASIL;1594;MWL BRASIL;0,377;0,517;0,530;2,744;1,236;1,975;1,163;1,388;1,743;2,499;0,627;
1600;DIFERENCIAL;1600;DIFERENCIAL;172,207;220,404;161,907;114,320;99,166;124,509;110,837;167,877;170,314;229,039;204,737;203,669
1600;DIFERENCIAL;2485;DIFERENCIAL I5;11,442;9,760;4,845;11,218;8,730;9,451;9,262;49,159;18,821;11,121;9,266;21,583
1602;ROBERT BOSCH;1602;ROBERT BOSCH;;;;;0,217;0,224;0,086;0,029;0,019;;;
1604;INYLBRA;92949;INYLBRA T;0,006;0,006;0,006;0,007;0,005;0,004;0,004;0,004;0,004;0,004;0,004;0,004
1607;SHOP NEUMARKT;85813;SHOP NEUMARKT CL 514;;;;;;;;;;;0,071;0,120
1608;LIGHT ENERGIA;1608;LIGHT ENERGIA;602,541;401,283;666,031;462,390;422,944;424,829;465,981;472,278;466,882;472,257;473,169;451,598
1608;LIGHT ENERGIA;5835;LIGHT ENERG I5;37,837;37,802;37,837;34,876;34,853;34,853;34,853;34,853;34,880;37,837;37,821;37,837
1614;SOCIBE;70472;SOCIBE I5;10,600;9,500;9,000;9,000;9,000;10,600;10,000;11,000;11,000;11,000;10,500;15,000
1615;QUATIARA ENERG;5455;QUATIARA EN I5;2,700;2,700;2,700;2,700;2,700;2,700;2,700;3,200;4,700;3,700;2,700;2,700
1616;PRIMAVERA;16483;PRIMAVERA I5;10,073;9,612;9,566;9,997;9,438;8,702;7,662;6,667;5,140;5,139;6,732;8,256
1616;PRIMAVERA;74201;PRIMAVERA PCH I5;0,734;0,629;0,474;0,693;0,587;0,556;0,462;0,331;0,190;0,432;0,510;0,607
1617;ISAMU IKEDA;16952;ISAMU IKEDA I5;14,318;15,000;15,000;12,000;11,000;8,000;9,000;11,000;12,000;10,000;12,000;13,000
1620;APIACAS;17124;APIACAS I5;6,419;8,226;9,197;6,736;6,689;5,289;4,106;2,292;2,772;2,223;3,638;4,286
1621;ALVORADA;17123;ALVORADA I5;2,887;2,899;2,100;2,300;3,000;4,140;3,500;4,000;5,000;2,500;3,790;2,000
1622;SIEMENS CE;1622;SIEMENS LTDA;0,052;;0,050;0,340;0,216;0,274;0,054;0,156;0,061;;0,111;0,258
1622;SIEMENS CE;62682;SIEMENS CE;0,008;;;;;;;;;;;
1624;TDK ELECTRONICS;1624;TDK ELECTRONICS;;;;;;0,463;0,870;0,544;0,148;;;
1630;QUANTA GERACAO;1630;QUANTA GERACAO;1,566;13,004;45,000;15,000;;;2,000;2,000;2,000;2,000;2,000;3,831
1630;QUANTA GERACAO;2499;QUANTA GERA I5;35,401;36,246;36,172;19,390;18,538;32,059;25,847;26,674;30,299;30,654;29,170;31,830
1630;QUANTA GERACAO;4968;QUANTA GERA I1;;;;3,000;4,287;1,654;1,185;1,000;1,384;1,625;1,711;0,064
1632;CORURIPE ENERGETICA;1632;CORURIPE ENERGETICA;17,491;;;;;;;40,208;;;;23,260
1632;CORURIPE ENERGETICA;72464;CORURIPE ENERGETICA I5;;;8,065;30,619;30,619;30,619;30,619;30,619;30,619;29,604;25,619;
1634;YARA BRASIL;1634;YARA BRASIL;;1,281;0,629;;0,528;;;;;;;
1634;YARA BRASIL;85053;YARA CUB 01;;;;;;;;0,027;;;;
1634;YARA BRASIL;85054;YARA CUB 02;;;1,820;;;;;0,085;0,154;0,195;0,146;0,160
1634;YARA BRASIL;85055;YARA CUB 03;;;;;;;;0,016;;;;
1634;YARA BRASIL;85056;YARA CUB 04;;;;;;;;;;;;0,136
1640;SCGE;62439;SCGE I5;0,500;0,604;0,557;;;0,530;0,490;0,490;0,490;0,490;0,490;0,490
1645;AUTOMETAL;1645;AUTOMETAL;;;;0,497;;;;;;;;
1646;EKA CHEMICALS;1646;EKA CHEMICALS;3,400;;;4,400;2,209;0,240;;5,600;5,500;;10,200;1,000
1649;TIMACAGRO RG;1649;TIMACAGRO RG;;;0,116;;;0,249;0,400;0,585;0,348;0,046;0,590;1,030
1652;CLARIANT;1652;CLARIANT;0,412;0,409;0,383;0,368;0,409;;;;;;;
1653;TBM UNIDADE 1;1653;TBM UNIDADE 1;;;;;;;;;;0,250;;
1653;TBM UNIDADE 1;2834;TBM UNID 1 EI;;;;;;0,220;;;0,100;0,060;0,260;0,120
1653;TBM UNIDADE 1;93252;TBM UND 5 EI;;;;;;0,570;;;;;0,260;
1655;EVONIK DBR;1655;EVONIK DBR;;;;;;0,203;;;;;;
1665;PRAIAMAR;1665;PRAIAMAR;;;;;;0,416;0,381;0,281;0,225;0,039;0,102;
1665;PRAIAMAR;2771;PRAIAMAR CL2;;;;;;0,774;0,434;0,394;0,338;0,033;0,083;
1668;PITANGUEIRAS;1668;PITANGUEIRAS;;;;;;;2,729;;;;65,876;16,222
1668;PITANGUEIRAS;2241;PITANGUEIRA I1;0,413;4,375;;12,929;37,339;35,566;34,969;35,339;35,339;35,339;5,480;
1668;PITANGUEIRAS;2505;PITANGUEIRA I5;;;;;3,000;3,000;3,000;3,000;3,000;3,000;;
1668;PITANGUEIRAS;5132;PITANGUEIRA I0;;;;2,003;2,000;5,248;5,845;5,475;5,475;4,561;;
1670;CPFL SUL CENTRAIS;2285;CPFL SUL CENTRAIS I5;6,947;6,947;6,947;6,947;6,947;2,891;2,730;2,730;2,730;2,730;1,964;0,112
1671;IBAR LTDA;1671;IBAR LTDA;0,214;0,675;0,725;0,306;0,581;0,354;0,352;;;;;0,115
1673;CABOT;1673;CABOT;0,040;0,503;;;;0,096;0,833;0,511;1,111;0,780;0,694;
1678;COTEMINAS SA;1678;COTEMINAS SA;10,700;5,000;7,000;;;17,000;17,000;17,000;27,500;19,000;17,000;17,000
1679;GRUPO SEB;70242;GRUPO SEB NE;;;0,130;0,439;0,431;0,139;;;;;;
1679;GRUPO SEB;71664;GRUPO SEB ITATIAIA CL;;;0,558;1,651;1,671;0,444;;0,200;0,213;0,073;;
1684;ECOGEN RIO;4408;ECOGEN RIO I0;0,781;0,435;;;;;;;;1,956;0,510;
1684;ECOGEN RIO;16682;ECOGEN RIO CQ5;1,025;1,332;1,231;1,052;1,588;0,727;1,444;0,450;0,369;0,101;0,165;0,088
1713;ENGUIA GEN PI;1713;ENGUIA GEN PI;96,690;16,782;4,759;;18,189;;;;;;;
1713;ENGUIA GEN PI;2410;ENGUIA PI 1LD;28,000;28,000;28,000;28,000;28,000;28,000;28,000;28,000;28,000;0,054;0,000;0,001
1717;VITOPEL;1717;VITOPEL;0,004;;;;;;;;;;;
1720;UTE USJ;1720;UTE USJ;;6,462;;;;;;;;;;
1720;UTE USJ;58956;UTE USJ I5;;;;5,226;5,354;5,813;5,906;5,688;5,318;5,146;1,728;
1721;BO PAPER;1721;BO PAPER;;;;;;4,930;;;;;;
1721;BO PAPER;81822;BO PAPER PISA;4,300;4,422;4,448;;;;;;;;;
1724;ITABIRA;1724;ITABIRA;0,712;0,279;1,600;;;;;0,309;;0,132;0,446;2,116
1726;VALBORMIDA;1726;VALBORMIDA;0,108;;;;;;;;;;;
1730;SELMI;1730;SELMI;;;;;;;;;;;;0,023
1730;SELMI;66044;SELMI EI S;0,065;;;;;;;;;;;
1733;GALB;84387;GALB COM;344,446;353,000;353,992;338,048;287,857;234,550;294,140;305,073;321,173;324,708;359,192;293,232
1733;GALB;84388;GALB COM I5;0,374;2,419;2,606;2,577;2,801;2,566;2,739;2,754;2,725;3,073;2,779;2,556
1739;BAGUARI;1739;BAGUARI;40,338;40,497;40,487;39,498;38,035;37,510;37,006;37,957;39,375;40,182;40,513;39,916
1743;REGALI;1743;REGALI;0,072;0,068;0,576;3,096;2,406;2,349;0,302;1,744;0,106;0,216;0,410;1,143
1745;SHERWIN W;1745;SHERWIN W;;;0,108;;;0,292;0,103;;;;;
1746;IBRAP;70699;IBRAP CE;0,331;0,363;0,387;0,119;0,164;0,369;0,333;0,337;0,361;0,363;0,335;0,261
1751;WHIRLPOOL MAT;1751;WHIRLPOOL MAT;0,909;1,109;;;;;;;;0,795;0,781;0,790
1751;WHIRLPOOL MAT;2314;WHIRLPOOL MA EI;;0,016;;;;;;;;;0,107;0,119
1755;HERING MAT;1755;HERING MAT;;;;0,025;0,040;0,072;0,040;0,121;0,035;;0,014;
1755;HERING MAT;71186;HERING EI;0,610;0,260;0,207;;;;;;;;;
1755;HERING MAT;83277;HERING MAT CL 13360;;;;0,036;0,087;0,194;0,108;0,301;0,094;;0,038;
1756;RIO CLARO;1756;RIO CLARO;40,061;40,219;40,209;39,226;37,773;37,252;36,751;37,696;39,104;39,906;40,234;39,642
1758;CEMIG PCH;2270;CEMIG PCH I1;13,840;13,840;13,770;13,791;13,791;13,791;13,800;13,800;13,800;13,800;13,800;13,800
1762;IJUI;1762;IJUI;30,816;30,937;30,930;30,174;29,056;28,656;28,270;28,997;30,080;30,697;30,949;30,494
1763;ZANOTTI;81685;ZANOTTI CL2 S;;;;;0,284;0,674;0,371;0,360;0,141;;;0,378
1765;MALWEE;1765;MALWEE;0,761;0,319;;;;;;;;;0,461;0,478
1765;MALWEE;3069;MALWEE EI;0,151;;;0,415;0,200;0,210;;;;;;
1766;VALEO MATRIZ;2312;VALEO MAT EI;0,198;0,278;;;;;;;;;;
1774;SCHWEITZER;1774;SCHWEITZER;0,328;;;0,363;0,403;;;0,187;;0,059;;0,437
1778;TELEMAR;1778;TELEMAR;;;;;;;2,430;2,430;2,439;2,605;12,203;3,533
1778;TELEMAR;1908;TELEMAR NE;;;;;;;;;;;0,372;0,349
1781;CENTRAL PLAZA;1781;CENTRAL PLAZA;;;0,218;;1,123;1,080;1,080;1,080;;;;
1781;CENTRAL PLAZA;97084;CENTRAL PLAZA II;;;;;;;;;0,272;;0,384;0,340
1784;ENERGISA COM;1784;ENERGISA COM;483,143;519,381;618,302;403,223;437,415;399,897;437,225;405,495;377,912;489,989;539,485;576,529
1784;ENERGISA COM;2263;ENERGISA C I1;12,015;11,337;10,390;11,745;8,587;7,481;11,144;7,793;16,156;9,757;9,580;9,717
1784;ENERGISA COM;2264;ENERGISA C I5;114,081;108,749;126,235;120,052;95,279;119,838;133,413;118,392;123,644;152,991;150,574;107,809
1784;ENERGISA COM;9911;ENERGISA C I0;;;22,000;11,680;15,000;5,000;;;;;;23,100
1784;ENERGISA COM;83804;ENERGISA C I0 II;22,000;22,000;;22,000;22,000;22,000;;;;;;
1784;ENERGISA COM;83805;ENERGISA C I5 II;;;10,676;;;;;;;;;
1785;AFLUENTE;1785;AFLUENTE;18,600;17,000;30,165;17,000;17,000;17,000;17,000;17,000;17,000;17,800;17,000;17,000
1786;BRENTECH;1786;BRENTECH;;56,969;56,643;;67,307;27,892;188,711;;50,448;32,768;27,492;17,508
1786;BRENTECH;2655;BRENTECH 1LN;65,000;65,000;65,000;65,000;65,000;65,000;65,000;65,000;65,000;65,000;65,000;65,000
1787;FABER CASTELL;81183;FABER CASTELL CEDRINHO CL;;;;;0,063;;;;;;;
1788;TEXTIL UNIAO;1788;TEXTIL UNIAO;;;;;;;;;;;;3,254
1792;IGARATIBA;1792;IGARATIBA;1,526;;;;;;;;;;1,199;
1796;NOVO SHOPPING;1796;NOVO SHOPPING;;;0,443;;0,491;1,050;1,118;0,763;0,492;0,495;0,431;0,470
1797;GKN;1797;GKN;3,752;3,104;6,857;13,082;12,250;12,562;5,017;3,936;3,679;2,330;2,082;3,326
1799;WETZEL;1799;WETZEL;;;0,097;;0,714;0,208;0,748;0,071;;;;
1808;FRAS LE;1808;FRAS LE;;;1,015;;;;;;;;;
1812;BRIDGESTONE;61336;BRIDGESTONE FIPIL;;;;;;;;;;;0,018;
1813;TENNECO;80945;TENNECO CL;;;0,362;;;;;;;;;
1813;TENNECO;85849;TENNECO CL 514;;;0,168;;;;;;;;;
1822;CINPAL SERRA;1822;CINPAL SERRA;;2,419;;;;2,024;1,693;1,790;2,327;3,018;2,805;2,505
1826;CERTA;1826;CERTA;;;;;;;;;;;0,042;0,013
1831;ARCOR R PEDRAS;81165;ARCOR R DAS PEDRAS CL;;;;;;;;2,227;3,288;;;
1833;TV GLOBO CL;18695;TV GLOBO CL;;1,086;1,535;3,124;2,694;2,954;2,268;2,017;2,135;1,357;2,370;1,843
1840;URUSSANGA;1840;URUSSANGA;0,330;0,433;0,388;0,817;0,688;0,308;0,355;0,351;0,338;0,327;0,312;0,311
1840;URUSSANGA;86906;URUSSANGA CL;0,266;0,071;0,024;0,242;0,294;0,123;0,020;0,041;0,017;;;0,030
1842;ITAP BEMIS;83924;ITAP BEMIS CE;1,320;1,320;1,320;1,320;1,320;1,320;1,320;1,320;1,320;1,320;1,320;1,318
1844;MARTINAZZO;1844;MARTINAZZO;0,090;0,056;0,108;0,083;0,132;0,058;;;;0,034;0,031;0,046
1847;COVOLAN;83203;COVOLAN CL 13360;;;;;0,073;;0,054;0,021;0,025;;0,027;0,018
1848;MARKET PLACE;1848;MARKET PLACE;;;;;;;;;;0,302;0,596;0,561
1851;MARACA;1851;MARACA;;;1,461;;;;;;4,445;16,875;9,298;1,606
1852;IMERYS_MATRIZ;1852;IMERYS_MATRIZ;;;;;;0,139;1,418;1,123;0,813;0,469;0,659;1,059
1852;IMERYS_MATRIZ;94072;IMERYS_MATRIZ CE;;;;;0,136;0,039;;;;;;
1853;METISA;83350;METISA CL 13360;;;;;0,161;;;;;;;
1859;ALIBEM_MATRIZ;71964;ALIBEM EI;;0,168;0,117;0,229;0,386;0,243;0,155;0,390;0,319;0,319;0,438;0,282
1864;BRASALPLA;1864;BRASALPLA;;0,139;0,139;0,141;0,150;;0,149;0,163;0,171;;0,179;0,162
1864;BRASALPLA;69461;BRASALPLA CL NE;;;;0,075;;;;;;;;
1866;SANTAISABEL;3328;SANTAISABEL I5 NH;10,935;10,935;10,935;15,935;16,713;16,409;16,762;16,828;16,823;16,924;16,544;14,812
1866;SANTAISABEL;3853;SANTAISABEL I5 FA;;;;3,125;12,999;13,487;14,516;14,000;14,000;13,000;13,000;3,000
1867;SJE AMBIENTAL;2462;SJE AMBIENT I1;4,500;4,500;4,500;4,500;4,500;4,500;4,500;4,500;4,499;4,500;4,499;4,500
1867;SJE AMBIENTAL;2659;SJE AMBIEN 2LN;11,700;11,700;11,700;11,700;11,700;11,700;11,700;11,700;11,700;11,700;11,700;11,700
1868;UTE COLORADO;2660;UTE COLOR 2LN;8,000;16,975;17,000;16,000;16,134;20,981;22,006;23,461;23,481;23,482;20,402;17,128
1868;UTE COLORADO;83009;UTE COLORADO I0;;;;;;;;;;;0,544;
1869;EEPP;2514;EEPP I5;21,787;29,604;21,918;21,323;20,335;19,873;24,437;19,985;23,873;21,139;21,534;21,455
1870;FORNASA;3122;FORNASA I5;1,419;1,479;1,657;1,627;1,701;1,647;1,646;1,452;1,474;1,586;1,611;1,301
1872;PIEDADE;1872;PIEDADE;;;1,620;;;3,001;;;;;;
1872;PIEDADE;3187;PIEDADE I5;21,447;21,658;21,490;9,508;12,094;12,309;13,357;13,540;12,011;10,640;10,771;10,745
1874;UEG ARAUCARIA;1874;UEG ARAUCARIA;;;;;;;60,200;;46,497;;;
1875;EPESA;1875;EPESA;46,000;46,000;;;;;;;;;;
1875;EPESA;2665;EPESA 2LN;983,000;983,000;694,000;260,500;116,000;116,000;116,000;116,000;116,000;116,000;116,000;116,000
1876;SCP;1876;SCP;24,487;22,420;41,822;21,323;20,335;19,873;19,437;19,985;20,873;21,139;21,534;21,455
1881;PERTECH;1881;PERTECH;0,586;0,466;0,553;0,782;0,805;0,796;0,720;0,718;0,706;0,703;0,797;0,995
1882;SHOP INTERLAR;1882;SHOP INTERLAR;0,436;0,493;;;;;;;;0,442;0,533;0,484
1883;SHOP LESTE;85812;SHOP LESTE CL 514;0,437;0,815;;;;;;;;0,796;0,929;1,155
1884;AUTO SHOP;1884;AUTO SHOP;;0,032;;;;;;;;0,050;0,068;0,048
1885;TESA;13034;TESA I5;;;;14,838;19,358;19,956;19,978;19,956;18,991;17,941;11,586;
1891;JOYSON;81640;JOYSON CL;;;;1,368;1,069;0,432;0,226;0,098;0,046;0,120;;
1893;SC ELDORADO;83432;SC ELDORADO CL 13360;;;;1,045;1,020;1,626;2,089;3,268;3,461;0,525;0,433;0,657
1894;SMURFIT BENTO;79202;SMURFIT BENTO CL;;;;;;;;;;;;0,051
1901;ELETRONUCLEAR;12053;ELETRONUCLEAR ANGRA;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699;1.572,699
1907;SINCOL;81647;SINCOL CL;0,282;0,047;0,098;;;;;;;;;
1909;USVERTENTE;1909;USVERTENTE;;;0,220;;;;10,000;10,000;10,000;;10,000;
1909;USVERTENTE;2281;USVERTENTE I5;29,325;29,325;29,325;29,340;32,583;24,208;;;;;;
1912;PLASTEK;1912;PLASTEK;;;;;;;;;;;;0,106
1913;WICKBOLD MAT;1913;WICKBOLD MAT;0,177;;0,164;0,214;0,323;0,197;0,225;0,222;0,054;0,142;0,127;0,151
1913;WICKBOLD MAT;85884;WICKBOLD MAT CL 514;;;;0,223;0,324;0,213;0,259;0,262;0,064;0,167;0,151;0,186
1914;TATE E LYLE;1914;TATE E LYLE;0,903;0,371;0,255;;0,309;0,338;0,451;0,791;0,885;0,516;0,504;1,047
1916;ELUXCTBA;82088;ELECTROLUX SAO CARLOS II;0,532;0,599;0,684;0,663;0,506;0,519;0,547;0,506;0,617;;;
1916;ELUXCTBA;85600;ELECTROLUX SAO CARLOS;0,102;;;;0,487;4,692;;;;;;
1916;ELUXCTBA;90547;ELECTROLUX SAO CARLOS II I1;;;;;;;;;;0,579;0,572;0,476
1918;JURUENA ENERG;20054;JURUENA ENERG I5;0,933;1,032;1,131;1,021;0,559;0,386;0,256;0,151;0,116;0,192;0,326;0,614
1918;JURUENA ENERG;72522;JURUENA ENERG ARIP I5;0,799;0,768;0,742;0,796;0,786;0,772;2,177;0,752;5,433;2,951;3,257;0,706
1918;JURUENA ENERG;72526;JURUENA ENERG JUI I5;4,386;4,262;4,297;4,300;4,259;3,159;4,622;1,243;20,164;10,702;11,503;1,647
1922;KARINA;1922;KARINA;1,021;1,020;0,949;1,765;1,456;1,159;0,320;1,224;1,192;1,048;1,108;1,009
1924;CELESC GERA;1924;CELESC GERA;22,605;23,486;23,538;19,572;20,823;18,363;18,331;18,445;18,446;18,486;18,489;19,429
1924;CELESC GERA;2402;CELESC GERA I0;0,485;0,485;0,485;0,485;0,485;0,485;0,515;0,515;0,515;0,511;0,515;0,485
1924;CELESC GERA;3181;CELESC GERA I5;10,458;11,274;11,356;10,942;11,182;11,185;11,086;10,984;10,882;11,000;10,994;10,689
1924;CELESC GERA;58667;CELESC GERA GARCIA;4,588;4,620;4,627;4,505;4,339;4,265;4,212;4,322;4,480;4,578;4,595;4,555
1924;CELESC GERA;66592;CELESC GERA BRACINHO;5,687;5,731;5,734;5,586;5,379;5,286;5,222;5,360;5,553;5,669;5,690;5,642
1924;CELESC GERA;66595;CELESC GERA CEDROS;4,362;4,392;4,399;4,283;4,125;4,054;4,004;4,109;4,259;4,352;4,368;4,330
1924;CELESC GERA;66596;CELESC GERA PALMEIRAS;10,791;10,867;10,883;10,596;10,206;10,031;9,906;10,165;10,538;10,768;10,807;10,714
1924;CELESC GERA;66597;CELESC GERA SALTO WEISSBACH;2,578;2,596;2,600;2,532;2,438;2,397;2,367;2,429;2,518;2,573;2,582;2,560
1924;CELESC GERA;71384;CELESC GERA PERY;12,997;13,088;13,108;12,763;12,292;12,082;11,932;12,243;12,692;12,970;13,016;12,904
1926;LUPO;1926;LUPO;0,642;;;4,899;4,583;2,072;1,288;1,101;0,562;0,430;0,096;
1928;SULBRAS;2009;SULBRAS SE;0,092;;0,310;0,202;0,228;;0,157;0,040;;;;
1930;ASTRA SA;1930;ASTRA SA;;;;;;;;;;;;0,070
1930;ASTRA SA;87802;ASTRA SA CL 514;0,067;;0,278;1,189;0,757;0,229;;;;;;0,083
1936;CELESC DIST;1936;CELESC DIST;120,786;120,786;120,786;194,686;194,686;194,686;218,486;218,486;218,486;227,813;220,613;220,613
1937;IMBRALIT;85382;IMBRALIT CL;;0,082;;1,017;;;;;;;;
1939;ARTEC;87799;ARTEC CL 514;1,011;0,263;0,023;;0,047;0,059;0,386;0,116;0,095;0,157;0,000;0,000
1939;ARTEC;96793;ARTEC I0;;;;;0,037;;;;;;0,178;0,078
1943;MASTER;1943;MASTER;;;0,311;;;;;;;;;
1944;BOMBRIL;1944;BOMBRIL;;;;;;;;;;0,045;0,361;0,371
1944;BOMBRIL;8797;BOMBRIL EI NE;;;;;;;;;;;0,042;0,110
1946;CENU;1946;CENU;;3,451;3,268;3,533;7,187;7,742;3,047;5,280;4,599;0,129;0,490;0,367
1947;SAO PEDRO;2397;SAO PEDRO I5;0,180;0,178;0,180;;0,286;0,097;0,350;0,380;0,400;1,005;0,419;0,350
1948;BRASIMET SP;1948;BRASIMET SP;0,062;;0,106;;0,000;;0,027;;;;;0,015
1948;BRASIMET SP;23130;BRASIMET SP I0;;;;;;;;;0,033;;;
1950;NSK;1950;NSK;;;;;;;;;;;;2,147
1950;NSK;83387;NSK CL 13360;;;;0,264;1,096;0,611;0,462;0,324;;0,082;;
1951;PELZERGRAVATAI;88044;PELZERGRAVATAI CL 514;1,013;0,937;1,102;;;;0,336;0,307;0,431;0,284;0,232;0,493
1957;CONTINENTAL BA;1957;CONTINENTAL BA;0,701;0,576;;10,512;5,914;0,278;1,452;1,256;1,478;1,145;0,960;3,497
1961;EVONIK AM;71795;EVONIK AM CL;;;;;;0,034;;;;;;
1965;FERRO ENAMEL;1965;FERRO ENAMEL;;0,062;;;;;;;;;;
1970;CEEE DISTRIB;1970;CEEE DISTRIB;7,807;7,807;7,807;7,807;7,807;7,807;7,807;7,807;7,807;7,807;7,807;7,807
1974;VCNNE;1974;VCNNE;65,218;69,664;76,401;51,465;65,208;70,306;75,011;80,086;79,736;80,717;76,346;74,610
1983;IGUATEMI RIO;1983;IGUATEMI RIO;0,080;0,086;0,619;1,153;1,157;0,869;0,671;0,545;0,417;0,306;0,334;0,236
1984;DITALIA;1984;DITALIA;;;;;;;;;;0,053;0,053;
1985;BPBUNGE MOE;1985;BPBUNGE MOE;74,008;74,352;87,400;106,000;106,707;99,400;64,865;49,244;45,000;20,700;20,700;3,000
1985;BPBUNGE MOE;2279;BPBUNGE MOE I5;30,600;2,750;14,828;37,857;32,000;44,393;32,000;42,200;30,000;31,860;16,933;0,336
1985;BPBUNGE MOE;94339;BPBUNGE MVE I5;;;;;39,519;12,694;10,825;11,796;8,676;9,113;7,242;1,695
1985;BPBUNGE MOE;94351;BPBUNGE MVE;;;;;18,344;10,000;;;3,290;;;3,688
1985;BPBUNGE MOE;97362;BPBUNGE MVE EI;;;;;;;;;;;0,069;0,190
1987;CBE GUARUJA;1987;CBE GUARUJA;;;0,628;;;;;;;;;
1989;LOUIS DREYFUS;1989;LOUIS DREYFUS;3,652;6,037;2,424;1,710;;;1,227;;;;;
1989;LOUIS DREYFUS;83328;LOUIS DREYFUS CL SE;;;;9,653;10,729;15,102;1,770;1,188;1,763;3,682;4,050;1,717
1989;LOUIS DREYFUS;85112;LOUIS DREYFUS MATAO CL SE;;;;;;;;;;3,680;3,650;
1989;LOUIS DREYFUS;85114;LOUIS DREYFUS BEBEDOURO CL SE;;;;;;;;1,272;1,238;7,422;7,028;1,144
1989;LOUIS DREYFUS;87981;LOUIS DREYFUS SANTOS CL;;;;;;;;;;1,094;0,940;
1991;BIANCHINI SA;1991;BIANCHINI SA;0,160;;;;;;;;;;;
1996;TETRA PAK;6142;TETRA PAK CL S;;;;;;;;;;0,031;0,025;
1996;TETRA PAK;81641;TETRA PAK CL SE;0,204;;;;;;0,348;0,152;;0,026;0,020;
1997;CPFL LUDESA;2334;CPFL LUDESA I5;4,260;4,260;4,260;4,260;4,260;4,260;4,260;4,260;4,260;4,260;4,260;4,260
1999;VICUNHA SERVICOS;1999;VICUNHA SERVICOS;0,398;0,393;0,379;0,330;0,330;0,295;0,382;0,333;0,317;0,248;0,218;0,191
2000;AUNDE;2000;AUNDE;0,661;0,093;0,208;0,196;0,219;0,265;0,217;0,618;0,584;0,537;0,532;0,470
2000;AUNDE;85482;AUNDE CL 514;;0,268;0,631;1,258;1,023;0,939;0,717;2,048;1,995;1,910;1,959;1,890
2006;SABIC;2006;SABIC;0,421;;;;;0,679;;;;;;
2008;CONTSQUARE;72065;CONTSQUARE CL;;;;0,594;0,513;0,547;0,681;0,701;0,839;;;
2012;MONEL;2012;MONEL;42,317;42,897;44,253;42,207;40,022;39,737;39,110;40,889;42,038;;;
2015;DMEE;2015;DMEE;51,881;48,044;47,706;43,664;42,945;46,758;51,310;53,444;54,422;58,928;60,741;54,985
2015;DMEE;2991;DMEE I1;4,600;4,600;4,600;3,400;3,400;3,400;4,600;4,794;4,803;3,582;3,663;3,400
2015;DMEE;13334;DMEE I5;0,723;0,642;0,701;0,657;0,635;0,764;0,765;0,712;0,747;0,686;0,673;0,672
2015;DMEE;17634;DMEE PEDRO AFFO JUNQ ANTAS 1;4,763;4,797;4,804;4,677;4,505;4,428;4,373;4,487;4,651;4,753;4,770;4,729
2019;UTE QUATA CONV;3967;UTE QUAT 3LN11;10,000;10,000;10,000;10,000;10,000;10,000;10,000;10,000;10,000;10,000;10,000;10,000
2019;UTE QUATA CONV;12239;UTE QUATA CONV;;;11,851;;;;;;;;;
2020;SAUDADES;2020;SAUDADES;1,066;1,082;1,068;1,052;0,945;1,230;1,230;1,230;1,230;1,230;1,230;0,971
2022;BD;85496;BD CL 514;;;;;;;;;;;;0,077
2023;DO ATLANTICO;2023;DO ATLANTICO;5,000;5,000;5,000;2,800;2,800;2,800;5,000;5,000;5,000;5,000;5,000;
2023;DO ATLANTICO;3964;DO ATLAN 3LN11;200,000;200,000;200,000;200,000;200,000;200,000;200,000;200,000;200,000;200,000;200,000;200,000
2026;CP MATRIZ;65346;CP CMB;;;;;;;;;;0,112;0,514;0,253
2026;CP MATRIZ;85576;CP ARC CL;;;;;;;;;;0,072;0,107;0,066
2029;ZONA DA MATA;2029;ZONA DA MATA;11,806;13,030;11,636;12,282;10,503;9,925;9,914;10,084;11,670;11,722;11,976;11,540
2032;CJBRASIL;2032;CJBRASIL;;;;;;;;;;;0,917;
2034;ADVANCE;2034;ADVANCE;;;;1,528;1,561;0,464;0,392;;;;;
2036;ENERGISA SS;2036;ENERGISA SS;1,554;1,554;1,554;1,554;1,554;1,554;1,554;1,554;1,554;2,346;2,346;2,346
