Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
7760;MIGRATIO;9109;MIGRATIO I0;;;;0,045;0,066;1,017;0,066;1,228;0,037;0,395;7,500;0,706
7760;MIGRATIO;89004;MIGRATIO CQ5;3,019;3,086;1,681;0,686;4,598;;;;;;;0,898
7760;MIGRATIO;95144;MIGRATIO ESP I1;;;;;;;;1,027;;0,192;;
7761;HOSP CANCER;8198;HOSP CANCER;;;;;;;0,290;0,227;0,607;;;
7761;HOSP CANCER;98882;HOSP CANCER CL 514;0,726;0,729;0,752;0,224;;;;;;;;0,630
7782;UNIAO QUIMICA;98763;UNIAO QUIMICA POUSO ALEGRE;;;;;;1,815;;;;;;
7800;TRAMONTINA PE;83779;TRAMONTINA PE CL;0,126;0,051;;0,101;;;0,511;0,524;0,290;0,239;0,057;0,526
7820;ALCA CL 514;98343;ALCA CL 514;0,027;0,058;0,013;0,028;;0,014;0,132;;;0,083;;0,194
7822;TECON SUAPE CL;98121;TECON SUAPE CONV;1,903;1,919;1,873;1,584;1,521;1,624;;;;;;
7860;MEGA WATT;8322;MEGA WATT;13,939;11,587;9,847;5,769;5,916;5,661;70,084;12,600;9,038;14,054;16,209;14,300
7860;MEGA WATT;8680;MEGA WATT I5;14,879;17,639;17,969;18,408;19,754;19,506;22,477;22,673;22,753;17,429;25,033;22,534
7860;MEGA WATT;8757;MEGA WATT I1;0,024;0,020;0,051;0,085;0,025;0,187;0,090;0,222;0,253;0,215;0,267;0,202
7860;MEGA WATT;11753;MEGA WATT I0;7,094;0,849;0,746;1,164;0,356;0,349;2,315;0,319;;1,161;;
7860;MEGA WATT;27393;MEGA TRADER I1;;;;;1,000;;;;0,300;;;
7860;MEGA WATT;27412;MEGA TRADER I5;0,516;1,074;0,779;0,999;5,655;7,997;15,348;10,356;17,042;8,254;19,923;2,112
7860;MEGA WATT;27423;MEGA TRADER;15,000;20,500;10,200;10,033;12,800;18,400;14,030;13,579;16,500;14,820;24,600;15,200
7860;MEGA WATT;27442;MEGA TRADER I0;3,000;3,000;3,000;1,646;1,000;3,000;3,000;1,108;3,000;3,000;3,000;3,000
7860;MEGA WATT;42134;MW WERNER SPR I5;;;;;;;0,104;0,124;0,131;0,163;0,127;0,174
7860;MEGA WATT;43220;MW FORMA RIO DAS PACAS;;;;;;;;0,029;0,028;0,029;0,027;0,029
7860;MEGA WATT;55890;MEGA WATT NESP;;;;;;;;;;;;0,039
7860;MEGA WATT;71488;MEGA WATT COM I5;1,100;2,000;1,200;0,125;1,000;1,000;4,010;2,743;4,000;6,510;3,581;9,000
7860;MEGA WATT;79694;MW CAROLO I5;;;;0,011;2,644;4,161;4,138;3,531;2,373;;;
7860;MEGA WATT;87003;MW WERNER I5;0,237;0,228;0,271;0,228;0,398;0,374;0,156;0,186;0,196;0,245;0,191;0,255
7860;MEGA WATT;92305;MRRM MEGA WATT I0;0,181;0,150;0,150;0,057;0,024;;;;;;;
7860;MEGA WATT;92306;MRRM MEGA WATT I1;0,009;0,004;;0,017;0,019;0,002;0,010;0,007;0,010;0,005;0,006;
7860;MEGA WATT;92307;MRRM MEGA WATT CONV;0,157;0,072;0,249;0,247;;;;;;;;
7860;MEGA WATT;92308;MRRM MEGA WATT I5;1,148;1,292;1,516;1,059;1,532;1,167;1,157;1,016;0,778;0,538;0,736;0,726
7862;FRIVASA;8324;FRIVASA;0,017;0,019;0,022;;0,071;0,074;0,075;0,065;0,078;0,077;0,069;0,054
7862;FRIVASA;99703;FRIVASA CL 514;;0,085;;0,122;0,069;0,079;0,044;0,149;0,163;0,152;0,176;0,129
7864;BEBIDAS FRUKI;8326;BEBIDAS FRUKI;0,049;;0,077;0,347;0,450;0,360;0,302;0,155;0,074;0,081;;
7867;SHOP M TUCURUV;8329;SHOP M TUCURUV;0,019;0,019;;;;;;;;;;
7868;PETROCOQUE;20796;PETROCOQUE PIE;3,156;3,999;6,080;3,658;3,130;3,778;;6,647;7,579;6,496;5,258;5,893
7920;VSB JECEABA;8377;VSB JECEABA;;;;;;5,972;;6,586;;13,172;;4,032
7960;PLASTIMARAU;32327;PLASTIMARAU CL 514;;;;;;;;;;;;0,125
7988;CARCARA II;19075;CARCARA II I5;16,000;14,400;14,610;14,600;14,500;14,544;13,697;13,500;13,500;13,500;14,630;13,770
7989;TREBOLL;32175;TREBOLL CL;;;;0,056;0,004;;;;;0,039;0,179;0,144
8001;MINFLORENSE;8478;MINFLORENSE;;;;;;;;;;0,005;;0,023
8002;VOSSKO;68841;VOSSKO CL;;;;;;;;0,282;0,074;;0,276;
8006;ACO PECAS;8483;ACO PECAS;0,029;0,070;;;;0,061;0,029;;;;;
8042;TERRAL;19136;TERRAL I5;16,500;13,990;13,980;13,500;13,500;13,500;13,860;13,500;13,500;13,500;14,580;13,770
8060;COOP COPERATIV;8537;COOP COPERATIV;;;;;0,300;0,673;0,387;0,583;0,624;0,133;0,198;0,193
8060;COOP COPERATIV;28797;COOP I1;0,124;0,076;;;;;;;;;;
8061;ELDORADO BR;8924;ELDORADO BR I5;20,435;20,164;20,666;22,294;20,484;22,762;22,175;23,239;12,307;;1,334;20,128
8061;ELDORADO BR;71794;ELDORADO BR I0;13,623;13,443;13,777;14,862;14,000;15,174;14,783;15,493;8,204;;0,889;13,419
8100;GRAHAM PACKAGING;86812;GRAHAM PACKAGING CL SE;;;;;;;;;;0,037;;
8100;GRAHAM PACKAGING;86872;GRAHAM PACKAGING CL 2 SE;;;0,169;0,222;0,294;0,292;0,349;0,291;0,296;0,236;0,174;0,347
8120;MRS LOGISTICA;9025;C CE MRS;0,109;0,141;0,030;;;;;;;;;
8120;MRS LOGISTICA;10753;C CL MRS;0,178;;;0,263;0,836;0,751;0,324;0,870;0,785;0,794;0,472;0,395
8121;VIBRA;15479;VIBRA CL;;0,139;0,146;0,192;0,358;0,415;0,568;0,579;0,440;0,302;0,156;
8121;VIBRA;32458;VIBRA CORONEL CL;;0,230;0,244;0,272;0,256;0,271;0,263;0,263;0,271;0,263;0,272;0,263
8121;VIBRA;81657;VIBRA PATO BRANCO CL;;;0,064;0,064;0,127;0,126;0,150;0,168;0,159;0,160;0,054;
8121;VIBRA;85873;VIBRA SETE LAGOAS CL;;;;0,016;0,029;0,044;0,071;0,062;0,032;0,007;0,012;
8122;CEM MORRINHOS;8903;CEM MORRIN I5;;;;2,000;10,000;10,000;10,500;10,500;10,500;10,500;3,967;
8123;ALEPLAST;99701;ALEPLAST CL 514;0,070;0,071;0,129;0,400;0,048;0,074;0,181;0,043;0,108;0,079;0,074;0,215
8140;MIRACEMA;8657;MIRACEMA;0,072;0,089;0,054;0,051;;;;;0,075;0,107;0,137;0,201
8161;SPGPRINTS;98721;SPGPRINTS CL 514;;;;;;0,035;;;;;;
8162;GRAFFO;31643;GRAFFO CL 514;;0,035;;;;;;;;;;
8165;STATKRAFT;8719;STATKRAFT;290,305;298,783;300,282;288,730;307,752;300,938;333,758;356,266;335,967;344,679;324,418;329,972
8165;STATKRAFT;11894;STATKRAFT I5;32,025;34,015;37,672;32,526;37,639;32,533;55,873;78,713;44,032;42,268;40,806;45,003
8165;STATKRAFT;28845;SKEB STATKRAFT I5;;;;;5,645;;;;;;;
8168;SAGE;34160;SAGE LIVRE;0,036;;;;;;;;;;;
8169;DOCOL;41317;DOCOL INOX EI;;;;;;;0,179;0,179;0,187;0,195;0,191;0,207
8188;AGV;89105;AGV CAJAMAR;;;;;;;;0,054;;0,009;;
8191;ELRING;8746;ELRING;0,059;0,054;0,031;0,027;0,031;0,026;0,018;0,006;0,036;0,047;0,039;0,073
8191;ELRING;99712;ELRING CL 514;0,256;0,249;0,157;0,112;0,144;0,107;0,072;0,022;0,144;0,277;0,221;0,356
8223;ALVORADA I;65538;ALVORADA I I5;10,188;10,091;10,020;10,065;10,195;10,315;9,864;10,020;9,989;9,868;10,002;9,997
8224;JARDINS;65537;JARDINS I5;15,119;14,986;14,845;14,932;15,113;15,302;14,570;14,777;14,733;14,547;14,780;14,681
8225;AGRESTE;65536;AGRESTE I5;14,391;14,318;14,233;14,275;14,409;14,516;14,104;14,236;14,154;14,080;14,201;14,168
8226;MACAMBIRA II;60370;MACAMBIRA II I5;9,606;9,548;9,487;9,517;9,616;9,692;9,754;9,864;9,822;9,758;9,419;9,399
8227;MACAMBIRA I;60369;MACAMBIRA I I5;10,715;10,607;10,494;10,611;10,790;10,957;11,057;11,190;11,107;10,968;10,899;10,901
8228;MATILAT;31551;MATILAT CL;0,156;;;0,120;;;;;;;;
8229;CIA CACIQUE;8823;CIA CACIQUE;6,317;6,250;5,645;5,833;5,645;5,556;5,511;5,645;5,694;5,981;;5,618
8244;NOVO MUNDO;8905;NOVO MUNDO I5;13,903;13,915;14,026;14,185;10,030;6,770;5,584;4,809;4,984;6,278;9,050;10,490
8263;EOL CAICARA II;58760;EOL CAICARA II I5;9,486;9,486;9,486;9,486;9,486;9,486;9,486;9,486;9,486;9,486;9,672;9,486
8264;EOL JUNCO I;58761;EOL JUNCO I I5;12,742;12,342;12,342;12,592;12,482;12,594;12,342;12,342;12,342;12,342;13,068;12,342
8265;EOL JUNCO II;58762;EOL JUNCO II I5;11,628;11,628;11,628;11,628;11,628;11,628;11,628;11,628;11,628;11,628;12,312;11,628
8266;MOINHOS CRUZEI;84263;MOINHOS CRUZEI CL;1,074;0,730;0,200;0,660;0,544;0,482;0,542;0,760;0,670;0,530;0,470;0,259
8268;EOL CAICARA I;58759;EOL CAICARA I I5;13,500;13,500;13,500;13,500;13,500;13,500;13,500;13,500;13,500;13,500;13,500;13,500
8289;TOCANTINS ENER;59169;TOCANTINS ENER I5;11,317;6,958;6,998;6,900;8,617;10,036;12,736;13,794;14,589;13,827;12,377;11,556
8312;KERRY TC;87975;KERRY TC CL 514;;;;;;;;;;;0,106;0,304
8329;FNA;8963;FNA;0,028;;;;;;;;;;;
8330;OMEGA COM;8965;OMEGA COM;41,210;34,800;34,775;34,189;30,628;23,300;28,400;23,300;23,300;23,300;13,300;13,300
8330;OMEGA COM;10250;OMEGA COM I1;0,762;0,819;0,786;0,753;0,796;0,823;0,100;;;0,022;;
8330;OMEGA COM;10251;OMEGA COM I5;38,840;30,759;31,920;33,123;34,042;33,568;34,947;35,583;33,222;34,085;;
8350;UTE LUCELIA;9353;UTE LUCELIA I5;;;;;3,300;5,500;5,500;5,500;5,500;3,313;;
8370;BOLT BCE;9044;BOLT BCE;;;;;20,000;30,000;;;;;;
8371;RAESA;9045;RAESA;65,000;65,000;65,000;65,000;65,000;65,000;65,000;73,481;65,000;65,000;65,000;65,000
8375;NILPEL;31371;NILPEL CL 514;;0,037;;;;;;;;;;
8389;COG IQUINEPE;25764;TINTAS IQUINE CL;;0,030;;;;;;;;;;
8409;PCH RIO INDIOS;14999;PCH RIO INDIOS I5;4,400;4,400;4,400;4,400;4,400;4,400;4,400;4,400;4,400;4,400;4,400;4,400
8430;SHOP VILA LOBO;9105;SHOP VILA LOBO;;;;;0,088;;;;;;;
8451;SMSA;9129;SMSA;;;;6,578;10,000;13,160;7,600;8,654;9,300;5,461;2,000;
8451;SMSA;9371;SMSA I5;0,981;1,198;11,337;49,325;54,380;52,638;50,500;50,069;50,052;38,000;37,978;13,825
8469;ELFSM;9163;ELFSM;;;;0,015;0,015;0,015;0,023;0,023;0,023;0,163;0,163;0,163
8470;CPI;9164;CPI;0,027;;0,026;;;;;;;;;
8471;SHOPPVILAVELHA;9165;SHOPPVILAVELHA;;;;;;;;0,070;0,132;;0,039;
8472;CIRCULO;91405;CIRCULO CL 514;;;;0,034;;;0,145;0,099;0,119;0,131;;
8489;ORTOFIO;99696;ORTOFIO CL 514;0,414;0,307;0,090;0,258;0,233;0,136;0,209;0,278;0,329;0,499;0,460;0,327
8490;COCAM;9184;COCAM;0,085;0,020;;0,050;0,030;0,041;0,014;;0,049;0,016;;0,093
8490;COCAM;83913;COCAM CL;0,069;0,509;0,544;;1,026;0,805;0,164;;2,070;2,154;2,138;2,145
8491;SAMOT;9185;SAMOT;0,188;0,153;0,144;0,158;0,160;0,184;0,186;0,178;0,167;0,159;0,160;0,183
8491;SAMOT;32551;SAMOT CL 514 2022;0,193;0,136;0,138;0,160;0,165;0,148;0,160;0,157;0,168;0,167;0,155;0,209
8491;SAMOT;67467;SAMOT I100 SE;0,074;0,056;0,067;0,078;0,074;0,083;0,081;0,077;0,079;0,074;0,071;0,089
8491;SAMOT;98823;SAMOT CL 514;0,729;0,552;0,596;0,687;0,670;0,678;0,657;0,649;0,642;0,630;0,641;0,816
8510;ABC GROUP;95855;ABC GROUP CL;0,121;;;;;0,020;;;;;;0,140
8513;ECOFABRIL CL;72342;ECOFABRIL CL;;;;;;;;;;;;0,282
8513;ECOFABRIL CL;79641;ECOFABRIL CONV;0,195;;;;;;0,047;;;;0,111;
8549;VALPASA CL;72098;VALPASA CL;;;;0,514;0,363;;;;0,078;;;
8550;DALIA;9655;DALIA 1;;;;;;0,017;;;;;;
8550;DALIA;85581;DALIA CL 514;;;;;;;;;;0,046;;
8551;GERMANI;32621;GERMANI CL 514 2022;0,070;0,080;;0,028;0,059;0,060;0,106;0,038;0,079;0,075;0,039;0,005
8589;ALUMASA;90927;ALUMASA CL;0,272;0,154;0,005;0,055;0,059;0,063;0,246;0,027;;0,024;;0,405
8610;AGRODANIELI CL;95264;AGRODANIELI CE;;0,024;;0,050;0,108;0,125;;0,255;0,282;0,210;0,124;0,175
8630;BRASRAFIA CL 514;31537;BRASRAFIA CL 514;0,132;0,085;0,108;0,258;0,255;0,299;0,273;0,163;0,139;0,083;;0,097
8631;CP KELCO;85340;CP KELCO CL;0,540;0,040;;;;;;;;2,398;;
8649;SAO VALENTIM;10072;SAO VALENT I5;0,931;0,931;0,931;0,931;0,931;0,931;0,931;0,931;0,931;0,931;0,931;0,931
8650;MERCUR;9352;MERCUR;0,061;0,074;0,087;0,133;;;0,031;;;;;
8709;AGORA ENERGIA;9410;AGORA ENERGIA;10,500;14,000;11,000;7,500;17,200;13,100;20,400;22,800;19,100;12,500;17,500;15,000
8709;AGORA ENERGIA;69751;AGORA ENERGIA I0;1,000;1,000;1,000;0,500;0,500;0,500;0,500;0,500;0,500;0,500;0,500;0,500
8709;AGORA ENERGIA;69752;AGORA ENERGIA I5;6,106;5,832;6,179;8,224;8,338;8,650;9,340;8,737;8,816;9,403;9,063;9,034
8709;AGORA ENERGIA;69753;AGORA ENERGIA I1;0,114;;0,040;;0,007;;;;0,167;0,174;0,155;0,168
8750;CERAMUS;85336;CERAMUS CL;;;;;;;;0,207;0,163;0,342;0,095;0,892
8769;ZAFFARI;62762;ZAFFARI CL2;;;;0,417;0,684;0,631;0,604;0,538;0,527;0,583;0,323;
8770;BARRALCOOL;9790;BARRALCOOL I5;6,720;;;;6,048;6,250;6,720;4,404;7,778;6,161;;
8811;COOPERSHOES;99663;COOPERSHOES CL 514;;;;;;;;;;;;0,023
8819;ZANZINI;88155;ZANZINI CL 514;0,806;0,390;0,413;0,363;0,323;0,361;0,403;0,336;0,361;0,349;0,278;0,281
8849;CAMIL MATRIZ;12454;CAMIL MATRIZ I5;0,480;0,888;0,535;0,452;0,859;0,475;0,199;0,274;0,172;0,220;0,115;0,166
8849;CAMIL MATRIZ;84951;CAMIL MATRIZ 2;;1,523;0,493;0,891;1,196;1,102;2,236;2,328;1,817;2,203;2,277;0,934
8849;CAMIL MATRIZ;92872;CAMIL CL ITAQUI;0,703;;;;;;;;;;;
8849;CAMIL MATRIZ;92873;CAMIL CL CAPAO LEAO;1,056;;;;;;;;;;;
8849;CAMIL MATRIZ;96563;CAMIL MATRIZ CL 514 S T;;0,765;1,118;1,922;1,871;1,617;;;;;;
8849;CAMIL MATRIZ;97530;CAMIL MATRIZ CL T;;;;;;0,432;;;;;;
8849;CAMIL MATRIZ;97607;CAMIL MATRIZ EI 2 T;;;;;;;;;;;0,599;0,530
8849;CAMIL MATRIZ;98702;CAMIL MATRIZ CL 514;;;;;;;0,866;;0,705;0,584;;0,163
8909;PLASTICOVILLE;9750;PLASTICOVILLE;0,073;;0,143;0,148;0,137;0,141;0,175;0,141;0,134;0,113;0,135;0,269
8929;UTE RIO VERMEL;15861;UTE RIO VERMEL I5;;;;31,140;61,589;64,288;64,793;63,352;61,389;62,979;66,880;45,232
8952;ABBASPEL;85322;ABBASPEL CL;;;;;;0,052;;;;;;
8955;RESENDE SHOP;9816;RESENDE SHOP;0,147;0,147;0,146;0,147;0,133;0,122;0,122;0,122;0,122;0,132;0,135;0,147
8969;GERA AM;9830;GERA AM;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000
8970;SERRA AZUL;85968;SERRA AZUL CL 514;;;;;;;0,255;0,392;0,368;0,376;0,222;0,108
9010;FLORISA;81684;TINTURARIA FLORISA CL;0,357;0,353;0,239;0,408;0,490;0,050;0,309;0,437;0,368;0,467;0,344;0,327
9029;QGER APELIOT;9930;QGER APELIOT;;0,081;;;;;;;;8,000;;
9029;QGER APELIOT;10715;QGER APELIOT I5;10,735;8,407;6,737;9,286;9,756;12,844;14,607;16,632;17,536;15,833;15,006;12,374
9030;QGER ANEMOI;9931;QGER ANEMOI;;;;;;;;;;8,000;;
9030;QGER ANEMOI;10714;QGER ANEMOI I5;10,354;8,123;6,392;8,875;9,466;12,541;14,404;16,401;17,313;15,491;14,746;12,049
9031;QGER ARENA;9932;QGER ARENA;;;4,000;;;;;;12,000;13,000;;
9031;QGER ARENA;10716;QGER ARENA I5;10,579;8,285;6,499;9,048;9,681;12,854;14,798;16,860;17,774;15,894;15,133;12,342
9032;QGER ALBUQUE;9933;QGER ALBUQUE;;1,644;0,481;;;;;0,294;;1,445;;0,549
9032;QGER ALBUQUE;10713;QGER ALBUQUE I5;7,694;6,081;4,864;6,639;7,045;9,253;10,551;11,989;24,651;12,346;10,814;8,898
9033;QGER ACARAI;9934;QGER ACARAI;;0,192;;;;;;;;;;
9033;QGER ACARAI;10712;QGER ACARAI I5;11,069;8,659;7,014;9,631;10,032;13,147;14,873;16,921;17,832;19,191;15,293;12,689
9038;SANTA ANA;50882;SANTA ANA I5;;;;;;;;;;;2,539;2,984
9039;LIMOEIRO;72119;LIMOEIRO I5;0,960;0,960;0,960;0,960;0,960;0,960;0,960;0,960;0,960;0,960;0,960;0,960
9040;CACHOEIRINHA;72117;CACHOEIRINHA I5;1,010;0,961;1,010;1,010;1,010;1,010;1,010;1,010;1,010;1,010;1,010;1,010
9049;CPFL BIOESTER;9994;CPFL BIOESTER I5;7,000;7,000;7,000;7,000;7,000;7,000;40,000;40,000;40,000;11,452;11,452;11,452
9071;BOM VIZINHO;9992;BOM VIZINHO;;;;;;;;;;0,101;;
9073;CPFL SOLAR I;20280;CPFL SOLAR I I5;;;;;;;;;;0,078;;0,223
9073;CPFL SOLAR I;20282;CPFL SOLAR I I8;0,215;0,205;0,189;0,175;0,146;0,141;0,158;0,195;0,202;0,224;0,207;
9110;COAN;31926;COAN CL 514;0,748;0,592;0,653;0,532;;;0,636;0,517;0,617;0,869;1,022;0,815
9113;IRMAOS FISCHER;98404;IRMAOS FISCHER CL;;;;;;;0,034;;;;;
9114;TECFIL;10035;TECFIL;;;;;;;0,102;0,069;0,099;;;0,013
9114;TECFIL;83481;TECFIL CL 13360;;;;;;;0,255;0,175;0,226;;;0,034
9190;NORTH SHOPPING;10131;NORTH SHOPPING;;;;;;;0,030;;;0,027;;
9209;ALPEX;10150;ALPEX;;;;;;;;;;;;0,024
9251;CINERGY COM;10212;CINERGY COM;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;5,000;50,000;5,000
9251;CINERGY COM;11833;CINERGY COM I5;0,561;0,594;0,534;0,578;0,514;0,509;0,486;0,492;0,579;0,576;0,594;0,541
9289;PCH SEGREDO;10733;PCH SEGREDO I5;21,145;22,196;22,758;21,671;19,742;18,715;21,048;21,048;16,227;18,953;18,284;20,366
9290;AMAGGI COMER;10273;AMAGGI COMER;8,242;4,508;3,293;4,948;7,120;;10,175;4,000;4,000;12,000;21,000;9,000
9290;AMAGGI COMER;11652;AMAGGI COMER I5;35,517;35,421;37,840;37,766;31,409;27,670;34,893;35,785;28,485;34,671;30,170;55,217
9290;AMAGGI COMER;11653;AMAGGI COMER I1;;;;;;16,549;6,342;6,752;1,392;7,855;2,586;7,198
9290;AMAGGI COMER;39384;AMAGGI COMER I0;;;;34,144;;19,610;6,071;5,417;3,700;5,496;30,466;
9291;PCH ILHA COMP;10692;PCH ILHA COMP I5;15,210;15,637;15,747;16,265;14,441;13,961;15,038;15,038;10,573;14,736;11,956;15,583
9294;SG SHOPPING;85800;SG SHOPPING CL 514;0,346;0,000;0,090;0,681;0,439;0,446;0,369;0,452;0,607;0,472;0,576;0,414
9310;CETL;11095;CETL I5;0,937;0,937;0,937;0,937;0,937;0,937;0,937;0,937;0,937;0,937;0,937;0,937
9329;ABRANJO I;11174;ABRANJO I I5;1,555;2,141;1,780;2,283;2,533;2,527;2,260;3,020;2,260;2,260;2,260;2,260
9330;CPFL BIOALVORADA;11452;CPFL BIOALVORADA I5;;;;26,115;30,327;33,949;37,909;37,909;33,949;15,163;;
9334;CPFL BIOCOOPCANA;11453;CPFL BIOCOOPCANA I5;;;13,527;28,423;24,911;21,751;27,485;26,677;26,575;18,791;27,633;
9369;SIMPLE;10352;SIMPLE;261,181;298,672;306,791;322,857;301,250;656,917;414,018;352,860;383,756;423,679;453,629;396,956
9369;SIMPLE;11573;SIMPLE I5;29,287;37,068;32,711;168,579;78,011;101,884;79,553;84,390;97,983;87,146;57,259;72,940
9369;SIMPLE;11592;SIMPLE I0;27,484;17,825;5,482;0,319;60,497;4,653;19,080;;10,000;5,336;0,958;4,684
9369;SIMPLE;11593;SIMPLE I1;21,183;6,354;0,728;1,389;1,265;2,647;1,219;3,799;8,312;3,481;4,180;6,168
9369;SIMPLE;20035;SIMPLE PIE I5;;;;;113,215;;;10,114;;;;
9369;SIMPLE;58541;SIMPLE CQ5 SE;;;14,107;2,278;1,000;0,049;;20,258;16,511;7,336;2,215;6,352
9370;RIOMAR;10353;RIOMAR;1,121;0,798;0,740;0,550;0,739;;0,683;0,871;1,032;0,838;0,824;0,997
9490;CEM MANAUARA;10513;CEM MANAUARA;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000;60,000
9491;NTC;10514;NTC;;;;;;;;;0,003;;0,026;
9509;ENGEPACK;10532;ENGEPACK;;;;;;;;;;;8,832;
9510;CORTTEX IND;25682;CORTTEX IND EI SE;0,009;0,006;0,003;0,013;0,013;0,019;0,017;0,017;0,020;0,022;0,013;0,015
9570;L MERLIN;82527;L MERLIN 2 SUL;;;;;0,189;0,179;0,145;0,149;0,140;;;
9570;L MERLIN;82528;L MERLIN 2 SE;;;;;;0,216;;0,122;;;;
9590;SHOP P BELAS;10613;SHOP P BELAS;0,039;0,023;0,011;0,019;0,034;0,034;0,047;0,051;0,054;0,043;0,051;0,031
9590;SHOP P BELAS;81639;IGUATEMI P BELAS ENTR1 CL;0,344;0,195;0,095;0,196;0,361;0,382;0,565;0,638;0,662;0,446;0,500;0,307
9592;PLAST ITAQUITI;10615;PLAST ITAQUITI;;;;0,042;;;;;;;;
9609;MORLAN;17630;MORLAN CL;0,584;0,603;;;0,323;0,764;0,850;0,850;0,850;0,850;0,850;0,850
9629;CROMOFIX;10672;CROMOFIX;;;;0,021;0,027;0,015;0,013;;0,003;0,019;;0,094
9649;SJC BIOENERGIA;10732;SJC BIOENERGIA;17,000;17,000;17,000;17,000;17,000;17,000;17,000;17,000;17,000;17,000;17,000;17,000
9649;SJC BIOENERGIA;11873;SJC BIOENERGIA I5;;;;7,750;4,000;4,000;4,000;4,712;4,417;4,672;4,000;4,000
9689;CONDOMINIO NOVA SAO PAULO;31688;COND NOVA SAO PAULO CL 514;0,142;0,127;0,097;;;;0,186;;;;;
9690;CATA TECIDOS;81430;CATA TECIDOS CL;;;;0,337;;;;;;0,658;0,766;
9692;CGH SANTA IZABEL;11092;CGH SANTA IZABEL I5;0,414;0,236;0,377;0,325;0,330;0,369;0,246;0,393;0,373;0,405;0,363;0,368
9695;ACUM MOURA SP;32526;ACUM MOURA SP CL 514 2022;;;;;;;;;;;;0,176
9772;ITAGUACU;11173;ITAGUACU I5;8,260;8,260;8,260;8,260;8,260;8,260;8,260;8,260;8,260;8,260;8,260;8,260
9809;INPLAC;83299;INPLAC CL 13360;;;;;;;;;;;;0,098
9930;CGH PIRAPANEMA;12880;CGH PIRAPANEMA I5;0,933;0,920;0,996;1,004;0,984;0,921;0,677;0,140;0,180;0,170;0,440;0,650
9949;ATIAIA;14821;ATIAIA I5;;0,040;1,187;1,139;1,060;1,059;1,075;1,104;1,082;1,109;1,059;1,074
9989;METALBO;83347;METALBO CL 13360;1,746;1,768;1,776;1,939;1,850;1,839;2,012;2,011;2,014;2,012;1,936;2,054
10009;FAURECIA QB;32637;FAURECIA QB CL 514 2022;;;;0,014;;;;;;;;
10009;FAURECIA QB;76154;FAURECIA LIMEIRA;;;0,000;;;;;;;;;
10049;DALBEN;11392;DALBEN;;;;;;0,059;0,075;0,127;0,070;;;
10149;C CE GIGA BR;94797;O CE GIGA BR;2,540;2,530;2,540;2,501;2,285;2,268;2,191;2,245;2,361;2,444;2,423;2,544
10269;FLINT;99018;FLINT CL 514;0,173;0,162;0,109;0,229;0,194;0,140;0,165;0,082;0,106;0,117;0,170;0,125
10309;FIACAO FIDES;76964;FIAÇÃO FIDES EI SE;;0,360;;;;;;;;;;
10309;FIACAO FIDES;81605;FIACAO FIDES CL;;1,018;;;0,156;0,128;0,192;0,125;0,119;0,226;0,223;0,203
10330;FERNANDEZ S A;82122;FERNANDEZ CL;2,673;2,805;;;;;;;;;;
10330;FERNANDEZ S A;82123;FERNANDEZ ESP;0,106;0,110;0,094;0,124;0,108;0,097;0,091;0,097;0,092;0,084;0,073;0,094
10332;CAPRICORNIO;11756;CAPRICORNIO;0,015;;;;;;;;;;;
10332;CAPRICORNIO;30870;CAPRICORNIO BRAG CL;0,007;;;;;;;;;;;
10332;CAPRICORNIO;38467;CAPRICORNIO CL SW;;0,478;0,968;;;;;;;;;
10332;CAPRICORNIO;91262;CAPRICORNIO CL;;0,013;;;;;;;;;0,361;
10332;CAPRICORNIO;95814;CAPRICORNIO I;2,007;;;;;;;;;;;
10389;PLANMAR MATRIZ;11876;PLANMAR MATRIZ;0,000;0,835;0,792;0,765;0,784;0,752;0,852;0,632;0,257;0,172;0,175;0,114
10389;PLANMAR MATRIZ;23447;PLANMAR MATRIZ CL 514;;;;;;;;;0,316;0,871;1,003;0,929
10392;CBE CUBATAO;87839;CBE CUBATAO CL 514;;;;;;1,875;;;;0,049;0,056;0,042
10429;NEXTCOM;11933;NEXTCOM;;;;;2,000;;1,000;1,000;1,000;1,000;1,000;1,000
10430;CASTELO ALIM;26972;CASTELO ALIMENTOS CL;0,114;0,085;;;;;0,157;0,204;;;;
10490;CEESAM GER;12955;CEESAM GER I5;1,742;1,826;1,818;2,828;4,092;4,442;3,236;2,425;2,755;2,988;2,616;2,982
10490;CEESAM GER;13979;CEESAM GER APE I5;6,329;6,458;6,407;2,644;2,523;2,387;2,058;2,259;2,061;1,956;1,691;1,164
10490;CEESAM GER;32756;CEESAM GER ILHA I5;;;;0,052;0,695;0,754;0,335;0,600;0,583;0,571;0,417;0,591
10490;CEESAM GER;67669;CEESAM GER CONV;;;0,012;;;;;0,538;;;;
10491;VIRAL PITANGUEIRAS;82811;VIRAL PITANGUEIRAS AP I5;;;;8,431;26,852;34,083;36,242;35,134;32,500;31,882;18,472;
