Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
59402;ESTACIO IREP;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;;124,308;148,881;174,657;172,172;158,792;162,058;95,158;134,337;153,589;165,709;214,113;126,692
59402;ESTACIO IREP;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;;103,751;312,235;295,277;219,841;163,173;127,253;63,316;120,469;189,429;197,299;304,352;117,631
59402;ESTACIO IREP;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;;187,611;310,216;283,512;466,724;624,425;447,151;205,959;411,334;398,764;433,674;324,239;142,510
59404;VENANCIO METAL;METALURGICA VENANCIO LTDA;;200,422;212,626;234,889;247,732;217,418;198,791;174,005;181,672;204,474;243,095;222,188;158,685
59404;VENANCIO METAL;METALURGICA VENANCIO LTDA;;138,538;147,259;148,728;142,269;163,794;127,853;146,501;150,726;128,774;146,195;149,051;128,711
59404;VENANCIO METAL;METALURGICA VENANCIO LTDA;;215,585;229,192;245,601;305,689;351,525;278,280;319,125;325,468;273,570;309,566;244,810;204,033
59425;SAUDALI;FRIGORIFICO INDUSTRIAL VALE DO PIRANGA S/A;;644,962;650,560;758,945;661,398;641,574;644,484;608,152;620,156;680,451;701,302;731,849;818,633
59425;SAUDALI;FRIGORIFICO INDUSTRIAL VALE DO PIRANGA S/A;;440,469;423,760;439,906;360,339;305,058;283,708;309,658;315,128;380,533;407,710;455,767;476,734
59425;SAUDALI;FRIGORIFICO INDUSTRIAL VALE DO PIRANGA S/A;;431,839;384,994;386,110;486,640;621,283;539,783;658,376;653,013;520,125;579,864;426,228;431,627
59434;PLASTEX;PLASTEX INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS LTDA;;121,761;127,390;140,521;119,485;110,736;118,340;116,695;114,448;112,375;103,741;140,611;108,187
59434;PLASTEX;PLASTEX INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS LTDA;;72,998;70,856;73,201;65,189;58,913;51,385;65,433;60,113;64,782;69,389;78,217;65,570
59434;PLASTEX;PLASTEX INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS LTDA;;83,295;76,217;71,707;86,870;101,340;83,635;106,237;99,599;88,114;108,365;80,226;77,188
59435;ELETROLIGAS;ELETROLIGAS LTDA;;538,249;466,675;500,200;523,981;525,088;582,276;549,678;575,607;554,214;590,623;597,282;475,695
59435;ELETROLIGAS;ELETROLIGAS LTDA;;203,186;188,022;203,047;242,074;230,581;236,190;239,388;239,556;253,158;284,572;242,468;208,342
59435;ELETROLIGAS;ELETROLIGAS LTDA;;246,238;210,501;182,651;231,568;315,708;286,423;335,430;339,782;229,200;261,266;217,453;186,454
59437;PARANATEX;PARANATEX INDUSTRIA TEXTIL LTDA;;200,964;181,890;207,532;175,928;167,532;185,779;186,096;195,509;209,764;232,870;232,679;185,083
59437;PARANATEX;PARANATEX INDUSTRIA TEXTIL LTDA;;133,009;109,891;111,947;93,785;83,203;84,993;94,435;89,575;108,018;123,567;129,013;107,220
59437;PARANATEX;PARANATEX INDUSTRIA TEXTIL LTDA;;115,762;96,337;96,723;129,363;168,312;155,223;189,710;174,588;150,478;175,118;113,926;94,699
59438;SC BAY MARKET;ASSOCIACAO SHOPPING BAY MARKET CENTER;;151,296;141,105;175,951;141,276;117,718;134,187;99,087;107,489;110,625;119,676;157,393;168,252
59438;SC BAY MARKET;ASSOCIACAO SHOPPING BAY MARKET CENTER;;179,758;157,956;155,655;126,248;85,454;79,310;71,984;68,475;99,548;116,618;142,490;160,265
59438;SC BAY MARKET;ASSOCIACAO SHOPPING BAY MARKET CENTER;;240,851;215,142;195,340;247,602;287,562;240,810;278,275;241,774;228,271;275,128;198,350;223,849
59439;ATALAIA ALIMENTOS;ABATEDOURO PRADENSE LTDA;;156,219;113,775;79,476;128,901;104,707;97,987;100,249;111,663;126,459;130,819;152,863;170,824
59439;ATALAIA ALIMENTOS;ABATEDOURO PRADENSE LTDA;;138,491;99,913;70,173;90,005;79,722;72,016;81,368;87,737;96,751;98,932;124,111;123,428
59439;ATALAIA ALIMENTOS;ABATEDOURO PRADENSE LTDA;;155,300;116,246;77,651;167,198;185,539;166,665;195,903;204,254;175,379;178,322;140,335;134,650
59440;SUPERGASBRAS;SUPERGASBRAS ENERGIA LTDA;;361,688;338,749;396,947;350,111;274,999;303,164;268,388;295,393;341,123;347,309;360,299;378,356
59440;SUPERGASBRAS;SUPERGASBRAS ENERGIA LTDA;;319,775;293,228;301,494;264,993;316,629;274,804;324,332;317,178;262,025;289,064;301,285;311,083
59440;SUPERGASBRAS;SUPERGASBRAS ENERGIA LTDA;;650,975;604,017;602,718;686,853;738,501;637,583;762,113;722,457;672,320;729,767;580,877;602,486
59441;TRA-MASTERBOIPE;MASTERBOI LTDA.;;219,869;220,697;246,706;222,716;247,783;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59441;TRA-MASTERBOIPE;MASTERBOI LTDA.;;133,787;140,483;142,773;114,942;102,879;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59441;TRA-MASTERBOIPE;MASTERBOI LTDA.;;154,044;100,453;101,078;152,319;161,340;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59442;GODIVA;GODIVA ALIMENTOS LTDA;;115,367;104,870;136,924;114,659;101,564;105,806;91,078;89,263;98,761;101,046;116,126;112,312
59442;GODIVA;GODIVA ALIMENTOS LTDA;;69,163;60,593;74,698;64,531;53,698;48,659;51,732;52,039;49,447;49,930;59,554;61,084
59442;GODIVA;GODIVA ALIMENTOS LTDA;;81,722;68,974;81,465;99,187;108,623;91,289;111,489;101,569;89,240;89,957;67,798;76,732
59443;ALLIANCE;ALLIANCE QUIMICA INDUSTRIA E COMERCIO LTDA;;516,308;502,783;595,017;517,455;500,682;506,753;439,804;457,220;482,077;457,167;536,890;572,173
59443;ALLIANCE;ALLIANCE QUIMICA INDUSTRIA E COMERCIO LTDA;;292,238;277,901;295,294;242,055;211,780;193,297;200,228;195,343;221,404;217,447;277,189;293,133
59443;ALLIANCE;ALLIANCE QUIMICA INDUSTRIA E COMERCIO LTDA;;251,542;235,606;241,114;308,377;378,724;328,987;391,061;350,004;277,707;300,001;218,626;234,999
59444;RAFITEC;RAFITEC S/A INDUSTRIA E COMERCIO DE SACARIAS;;888,646;1.034,159;1.264,110;1.017,057;1.066,294;1.062,667;248,388;274,495;280,873;280,682;284,099;176,430
59444;RAFITEC;RAFITEC S/A INDUSTRIA E COMERCIO DE SACARIAS;;575,578;618,601;674,663;535,271;504,786;468,642;148,567;155,155;165,164;173,937;197,365;121,943
59444;RAFITEC;RAFITEC S/A INDUSTRIA E COMERCIO DE SACARIAS;;542,444;561,618;598,907;785,181;980,391;860,728;343,073;339,634;273,559;294,656;201,579;135,604
59445;KROTH;FAMILIA KROTH INDUSTRIA E COMERCIO DE CARNES LTDA;;136,019;116,149;138,145;126,971;105,713;107,878;84,838;93,539;101,566;116,318;135,084;144,458
59445;KROTH;FAMILIA KROTH INDUSTRIA E COMERCIO DE CARNES LTDA;;95,522;82,205;86,436;71,700;64,123;52,621;54,057;57,569;60,622;70,949;85,541;102,100
59445;KROTH;FAMILIA KROTH INDUSTRIA E COMERCIO DE CARNES LTDA;;89,061;96,533;103,052;128,017;143,979;111,828;135,458;135,995;118,910;125,571;94,232;118,848
59446;NESTLE SEDE;NESTLE BRASIL LTDA.;;484,620;431,296;489,051;359,716;236,634;299,582;0,000;0,000;0,000;0,000;0,000;0,000
59446;NESTLE SEDE;NESTLE BRASIL LTDA.;;349,309;294,140;298,909;187,948;131,394;134,715;0,000;0,000;0,000;0,000;0,000;0,000
59446;NESTLE SEDE;NESTLE BRASIL LTDA.;;456,141;391,467;375,761;333,513;296,189;256,284;0,000;0,000;0,000;0,000;0,000;0,000
59464;ZF SOROCABA 2;ZF DO BRASIL LTDA.;;191,976;217,268;249,269;207,242;188,416;204,670;184,068;194,705;205,453;218,370;236,617;201,352
59464;ZF SOROCABA 2;ZF DO BRASIL LTDA.;;161,653;180,774;179,913;141,469;126,919;120,839;131,287;130,480;139,257;155,549;173,524;147,232
59464;ZF SOROCABA 2;ZF DO BRASIL LTDA.;;186,888;196,161;193,737;244,669;281,188;245,034;279,745;277,749;239,132;263,288;183,117;156,207
59468;CENCOSUD PREZUNIC 006;CENCOSUD BRASIL COMERCIAL LTDA.;;3.183,864;2.809,686;3.220,098;2.755,076;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59468;CENCOSUD PREZUNIC 006;CENCOSUD BRASIL COMERCIAL LTDA.;;2.057,632;1.724,931;1.745,520;1.391,887;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59468;CENCOSUD PREZUNIC 006;CENCOSUD BRASIL COMERCIAL LTDA.;;2.064,473;1.717,639;1.700,031;2.136,449;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59469;SMS;SMS STAMP INJET METALURGICA LTDA;;49,136;49,089;57,748;50,391;45,724;46,278;46,823;43,468;51,576;58,943;49,773;38,830
59469;SMS;SMS STAMP INJET METALURGICA LTDA;;41,891;40,806;42,004;34,369;34,645;32,536;38,395;35,206;33,923;39,750;40,123;31,364
59469;SMS;SMS STAMP INJET METALURGICA LTDA;;62,856;62,893;61,173;69,885;76,764;68,147;82,115;77,004;70,580;83,758;63,136;48,652
59471;IDEIAS VIDROS;IDEIAS VIDROS INDUSTRIA E COMERCIO EIRELI;;27,126;25,174;28,132;23,898;16,249;21,772;24,703;22,248;23,103;30,514;32,570;27,244
59471;IDEIAS VIDROS;IDEIAS VIDROS INDUSTRIA E COMERCIO EIRELI;;25,826;26,044;27,082;23,410;30,426;22,676;30,187;25,516;19,578;22,459;21,209;21,571
59471;IDEIAS VIDROS;IDEIAS VIDROS INDUSTRIA E COMERCIO EIRELI;;61,396;61,086;55,436;60,990;54,725;52,264;53,116;51,659;40,428;50,333;35,353;35,033
59474;PIOVESAN;ABATEDOURO DE FRANGOS PIOVESAN LTDA;;109,747;106,853;100,214;104,614;90,573;112,087;85,797;94,586;103,872;118,603;124,346;119,234
59474;PIOVESAN;ABATEDOURO DE FRANGOS PIOVESAN LTDA;;71,583;68,846;60,542;57,994;54,565;55,200;53,986;51,927;50,472;63,612;71,298;68,398
59474;PIOVESAN;ABATEDOURO DE FRANGOS PIOVESAN LTDA;;89,316;81,932;73,944;90,957;97,037;95,440;101,570;89,449;82,027;98,750;80,055;77,408
59476;MOINHO SANTA MARIA;ANTONIAZZI E CIA LTDA;;316,637;331,629;310,838;314,876;313,298;346,745;333,843;351,702;324,265;356,539;368,885;379,181
59476;MOINHO SANTA MARIA;ANTONIAZZI E CIA LTDA;;187,051;171,426;170,260;157,722;140,913;137,650;154,366;156,863;148,053;179,806;201,496;194,954
59476;MOINHO SANTA MARIA;ANTONIAZZI E CIA LTDA;;170,311;142,941;142,762;214,271;242,634;225,985;295,951;287,510;189,986;248,797;175,120;174,903
59477;MOINHO IPIRANGA;MOINHO DE TRIGO IPIRANGA - EM RECUPERAÇÃO JUDICIAL;;53,300;8,588;29,767;33,394;2,871;0,989;0,000;0,000;0,000;0,000;0,000;0,000
59477;MOINHO IPIRANGA;MOINHO DE TRIGO IPIRANGA - EM RECUPERAÇÃO JUDICIAL;;39,189;12,108;20,558;18,125;2,967;0,503;0,000;0,000;0,000;0,000;0,000;0,000
59477;MOINHO IPIRANGA;MOINHO DE TRIGO IPIRANGA - EM RECUPERAÇÃO JUDICIAL;;42,468;18,799;28,281;40,593;7,423;1,095;0,000;0,000;0,000;0,000;0,000;0,000
59478;ARAGUAIA;FUNDICAO ARAGUAIA LTDA;;319,569;304,265;283,656;330,871;278,338;205,806;277,069;281,665;292,285;351,564;315,266;234,356
59478;ARAGUAIA;FUNDICAO ARAGUAIA LTDA;;190,410;192,252;180,660;209,657;161,597;134,685;182,792;182,369;192,073;215,945;191,029;145,496
59478;ARAGUAIA;FUNDICAO ARAGUAIA LTDA;;265,619;205,804;160,906;234,671;202,204;185,624;260,391;253,023;195,717;227,585;205,405;159,616
59479;RECICLAGEM PALMA;RECICLAGEM PALMA LTDA;;32,121;36,005;34,878;38,505;41,963;31,596;38,084;41,532;43,388;43,793;38,918;28,028
59479;RECICLAGEM PALMA;RECICLAGEM PALMA LTDA;;27,711;28,716;26,680;26,777;31,304;24,241;32,775;29,120;27,842;28,714;33,243;25,757
59479;RECICLAGEM PALMA;RECICLAGEM PALMA LTDA;;37,906;40,520;38,363;50,535;65,977;49,650;71,321;51,745;54,631;60,966;48,066;34,931
59481;COND UBERLANDIA SHOPPING;CONDOMINIO UBERLANDIA SHOPPING;;272,144;247,326;305,839;237,370;228,445;250,865;0,000;0,000;0,000;0,000;0,000;0,000
59481;COND UBERLANDIA SHOPPING;CONDOMINIO UBERLANDIA SHOPPING;;269,676;241,264;248,131;197,478;131,265;130,100;0,000;0,000;0,000;0,000;0,000;0,000
59481;COND UBERLANDIA SHOPPING;CONDOMINIO UBERLANDIA SHOPPING;;340,765;298,976;294,958;390,176;467,408;375,000;0,000;0,000;0,000;0,000;0,000;0,000
59486;PRECON;PRECON INDUSTRIAL SA;;452,089;506,664;599,075;546,663;534,404;687,913;675,717;723,643;708,716;678,914;707,253;674,194
59486;PRECON;PRECON INDUSTRIAL SA;;293,456;299,200;316,822;272,622;252,094;286,209;314,744;320,769;354,532;374,734;424,971;385,111
59486;PRECON;PRECON INDUSTRIAL SA;;284,954;259,413;290,310;390,500;475,757;490,823;595,473;583,244;456,667;526,694;384,324;348,503
59487;MINER J LEITE;MINERACAO JOANA LEITE LTDA;;176,432;163,269;201,143;139,463;136,449;129,394;115,188;116,632;130,774;142,288;152,659;157,660
59487;MINER J LEITE;MINERACAO JOANA LEITE LTDA;;106,022;103,766;110,423;78,002;69,375;59,014;60,623;63,387;69,832;79,019;92,898;99,325
59487;MINER J LEITE;MINERACAO JOANA LEITE LTDA;;91,476;89,138;93,204;108,106;141,869;114,311;131,435;136,964;95,010;106,254;79,287;84,189
59490;COPOBRAS MG;COPOBRAS S/A. INDUSTRIA E COMERCIO DE EMBALAGENS;;460,444;364,220;403,333;403,741;629,783;676,611;666,072;710,204;651,438;755,698;960,094;636,690
59490;COPOBRAS MG;COPOBRAS S/A. INDUSTRIA E COMERCIO DE EMBALAGENS;;375,955;306,663;297,126;264,033;336,233;321,704;358,317;355,077;381,166;452,740;595,803;437,417
59490;COPOBRAS MG;COPOBRAS S/A. INDUSTRIA E COMERCIO DE EMBALAGENS;;394,557;318,924;297,181;450,891;796,071;742,863;848,821;841,127;606,090;742,006;577,323;448,711
59499;SUDPLY;INDUSTRIA DE COMPENSADOS SUDATI LTDA;;1.552,960;1.487,850;1.776,782;1.408,125;1.334,827;1.399,974;624,797;638,368;580,499;631,972;736,806;702,483
59499;SUDPLY;INDUSTRIA DE COMPENSADOS SUDATI LTDA;;1.050,742;994,686;1.037,092;825,697;734,600;658,221;421,255;410,123;439,797;462,556;592,616;504,985
59499;SUDPLY;INDUSTRIA DE COMPENSADOS SUDATI LTDA;;986,862;941,937;939,395;1.192,395;1.458,264;1.228,933;890,813;851,219;701,230;715,806;583,973;510,298
59503;HOSP STAPAULA;HOSPITAL SANTA PAULA S/A;;203,809;180,714;202,911;174,895;156,239;155,189;127,786;135,704;157,150;168,091;181,680;197,655
59503;HOSP STAPAULA;HOSPITAL SANTA PAULA S/A;;131,389;111,378;112,344;90,131;74,530;64,790;64,146;64,087;82,114;92,177;103,668;112,823
59503;HOSP STAPAULA;HOSPITAL SANTA PAULA S/A;;131,019;107,526;106,273;133,456;153,419;119,318;136,172;131,619;123,249;143,528;102,474;110,315
59505;NB TEXTIL MATRIZ;N & B TEXTIL LTDA;;437,101;444,616;550,371;487,238;459,290;517,764;474,104;505,160;538,259;524,765;572,366;387,987
59505;NB TEXTIL MATRIZ;N & B TEXTIL LTDA;;248,486;250,192;270,172;231,090;204,073;202,661;216,615;220,426;250,095;263,119;296,144;209,643
59505;NB TEXTIL MATRIZ;N & B TEXTIL LTDA;;222,736;221,559;223,265;308,081;387,891;349,088;415,684;406,318;324,013;360,734;244,862;181,066
59506;TINGUA MINERACAO;TINGUA EMPRESA DE MINERACAO E AGUAS LTDA;;0,000;0,000;123,809;82,119;113,807;22,427;79,243;96,775;96,564;97,898;107,722;107,758
59506;TINGUA MINERACAO;TINGUA EMPRESA DE MINERACAO E AGUAS LTDA;;0,000;0,000;51,128;41,726;47,463;7,277;40,265;42,147;47,762;50,659;59,336;61,411
59506;TINGUA MINERACAO;TINGUA EMPRESA DE MINERACAO E AGUAS LTDA;;0,000;0,000;43,609;56,958;79,058;15,828;74,849;79,207;62,274;68,558;49,447;51,503
59512;ZAFFARI SE;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;;145,734;131,847;156,861;132,303;120,831;124,514;102,868;108,483;122,315;124,777;137,964;144,887
59512;ZAFFARI SE;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;;94,561;82,832;83,741;70,850;62,496;55,957;54,728;54,046;64,849;69,342;79,050;86,460
59512;ZAFFARI SE;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;;93,599;80,636;77,010;102,500;119,475;95,649;106,912;99,443;91,162;100,029;73,375;80,822
59513;ZAFFARI CL SE;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;;767,010;708,702;873,837;720,990;669,312;684,403;521,659;584,557;603,127;604,733;732,235;751,322
59513;ZAFFARI CL SE;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;;734,378;632,132;668,908;549,508;428,551;384,501;350,807;363,147;470,379;509,313;582,196;629,642
59513;ZAFFARI CL SE;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;;723,656;635,825;634,892;821,515;1.033,223;826,014;945,430;891,048;732,558;823,747;579,231;649,893
59520;FOS-QUIMICA;FOS-QUIMICA E DERIVADOS LTDA;;237,342;193,895;240,309;243,740;176,863;182,737;157,583;119,471;161,432;170,809;207,206;182,153
59520;FOS-QUIMICA;FOS-QUIMICA E DERIVADOS LTDA;;102,688;100,312;115,141;107,118;78,848;69,756;64,914;46,674;72,139;81,674;82,122;77,321
59520;FOS-QUIMICA;FOS-QUIMICA E DERIVADOS LTDA;;105,276;92,887;90,639;124,606;120,933;107,489;85,966;61,184;74,896;86,110;79,275;75,168
59521;YAMADA MATRIZ;Y YAMADA S/A COMERCIO E INDUSTRIA EM RECUPERACAO JUDICIAL;;176,701;158,354;189,688;158,039;152,486;162,402;132,747;122,473;84,799;83,611;98,879;98,968
59521;YAMADA MATRIZ;Y YAMADA S/A COMERCIO E INDUSTRIA EM RECUPERACAO JUDICIAL;;136,642;116,216;110,129;87,279;83,218;75,554;82,047;69,566;49,393;51,931;63,728;64,355
59521;YAMADA MATRIZ;Y YAMADA S/A COMERCIO E INDUSTRIA EM RECUPERACAO JUDICIAL;;165,811;141,277;135,954;179,458;217,887;185,041;220,030;180,331;102,972;110,027;83,674;83,065
59523;UNIVALI BC;FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI;;21,848;24,484;30,973;27,662;24,259;22,771;16,713;19,264;20,584;23,225;27,727;22,151
59523;UNIVALI BC;FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI;;15,326;33,776;48,571;34,978;18,908;13,967;10,691;13,270;19,290;25,238;38,841;21,267
59523;UNIVALI BC;FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI;;17,592;36,816;43,923;59,529;57,554;39,469;29,501;37,380;30,310;45,171;38,013;21,780
59524;SEMPRE EDITORA;SEMPRE EDITORA LTDA;;131,562;126,440;145,652;127,881;121,719;129,096;117,323;121,405;127,340;128,281;132,427;134,550
59524;SEMPRE EDITORA;SEMPRE EDITORA LTDA;;85,324;80,351;79,546;65,549;57,833;50,868;52,953;54,353;63,536;66,893;77,005;81,064
59524;SEMPRE EDITORA;SEMPRE EDITORA LTDA;;85,861;76,406;71,963;100,955;119,788;98,630;119,177;118,858;103,530;115,486;80,512;84,184
59525;INHOTIM;INSTITUTO INHOTIM;;95,307;81,446;104,165;84,631;73,483;65,741;59,999;64,243;80,609;95,190;105,351;105,229
59525;INHOTIM;INSTITUTO INHOTIM;;55,433;44,500;47,910;38,655;36,506;28,323;33,195;33,217;39,022;50,561;51,229;51,581
59525;INHOTIM;INSTITUTO INHOTIM;;97,867;77,897;79,068;86,617;89,074;63,356;80,586;78,228;85,010;113,768;82,388;81,932
59526;BELLO ABATEDOURO;BELLO ALIMENTOS LTDA;;842,196;794,376;777,415;838,392;991,595;1.065,945;965,707;893,040;1.008,127;1.033,677;1.369,901;1.307,012
59526;BELLO ABATEDOURO;BELLO ALIMENTOS LTDA;;564,547;540,674;502,448;488,528;532,511;508,645;547,160;518,589;601,090;634,682;857,086;847,867
59526;BELLO ABATEDOURO;BELLO ALIMENTOS LTDA;;521,075;477,891;447,696;742,185;1.108,641;1.001,251;1.183,200;1.178,309;943,563;995,864;753,797;744,035
59544;REFRIGERANTES UAI;INDUSTRIA DE BEBIDAS MESTRE ALVARO LTDA;;175,611;158,611;153,320;124,201;85,782;68,192;68,969;85,829;108,561;123,852;171,039;223,541
59544;REFRIGERANTES UAI;INDUSTRIA DE BEBIDAS MESTRE ALVARO LTDA;;90,149;80,833;71,504;62,031;66,395;60,596;61,751;63,753;56,560;66,213;81,518;96,451
59544;REFRIGERANTES UAI;INDUSTRIA DE BEBIDAS MESTRE ALVARO LTDA;;145,751;138,820;129,160;136,842;160,918;138,545;150,048;152,640;152,246;175,539;150,814;158,871
59546;BELLO RACAO;BELLO ALIMENTOS LTDA;;54,221;44,716;41,427;33,677;48,860;49,765;47,693;52,447;40,718;40,890;59,826;45,364
59546;BELLO RACAO;BELLO ALIMENTOS LTDA;;20,141;15,127;13,997;15,901;21,319;19,877;20,702;22,658;14,960;16,738;19,087;16,781
59546;BELLO RACAO;BELLO ALIMENTOS LTDA;;42,706;41,554;29,290;48,556;53,449;46,162;50,928;50,659;44,051;51,435;42,221;37,700
59565;FAURECIA SJP;FAURECIA AUTOMOTIVE DO BRASIL LTDA;;283,500;355,843;363,400;422,464;398,403;381,104;436,279;470,286;480,750;467,535;365,652;211,545
59565;FAURECIA SJP;FAURECIA AUTOMOTIVE DO BRASIL LTDA;;229,202;262,279;254,902;227,080;213,363;184,869;230,489;229,963;261,027;261,301;273,018;178,357
59565;FAURECIA SJP;FAURECIA AUTOMOTIVE DO BRASIL LTDA;;223,711;265,605;252,675;335,135;442,651;362,406;472,925;453,242;367,287;400,450;263,906;185,254
59570;MUFFATO S;IRMAOS MUFFATO CIA LTDA;;4.209,337;3.797,011;4.498,818;3.704,735;3.276,719;3.378,515;2.774,140;2.970,042;3.422,999;3.676,544;4.287,682;4.266,125
59570;MUFFATO S;IRMAOS MUFFATO CIA LTDA;;2.961,315;2.492,060;2.481,738;1.969,501;1.613,085;1.460,762;1.460,375;1.473,674;1.833,444;2.086,523;2.493,154;2.571,822
59570;MUFFATO S;IRMAOS MUFFATO CIA LTDA;;3.197,872;2.625,243;2.606,640;3.340,852;3.465,784;2.678,413;3.088,490;3.118,616;3.007,118;3.824,467;2.784,595;2.873,097
59571;MUFFATO SE;IRMAOS MUFFATO CIA LTDA;;708,587;648,662;733,729;593,539;500,674;556,135;438,123;484,770;558,220;586,792;683,038;666,703
59571;MUFFATO SE;IRMAOS MUFFATO CIA LTDA;;537,998;435,816;430,568;328,165;250,487;226,664;223,662;234,653;313,575;352,934;443,153;439,667
59571;MUFFATO SE;IRMAOS MUFFATO CIA LTDA;;581,279;483,717;493,652;630,685;646,803;471,368;551,598;574,416;596,948;736,639;534,367;530,045
59587;ADM BRASIL;ADM DO BRASIL LTDA;;932,636;869,356;1.284,806;1.180,737;1.071,821;1.172,660;1.055,630;1.056,844;1.135,976;1.119,837;1.177,415;1.172,977
59587;ADM BRASIL;ADM DO BRASIL LTDA;;482,909;507,780;629,120;548,135;450,165;464,776;482,490;463,927;536,058;555,744;611,457;620,106
59587;ADM BRASIL;ADM DO BRASIL LTDA;;421,268;440,779;502,005;705,730;786,568;769,830;908,104;841,156;698,324;754,226;510,887;525,550
59588;RENUS;RENUS - INDUSTRIA DE METAIS E PLASTICOS LTDA;;56,214;67,566;85,271;61,831;64,015;43,465;42,415;48,286;55,791;57,337;62,042;37,565
59588;RENUS;RENUS - INDUSTRIA DE METAIS E PLASTICOS LTDA;;48,911;48,020;51,982;42,192;47,290;39,320;45,208;42,356;38,821;41,980;44,319;29,723
59588;RENUS;RENUS - INDUSTRIA DE METAIS E PLASTICOS LTDA;;87,122;87,206;87,272;85,947;95,287;80,851;92,556;88,096;83,566;90,950;76,636;51,007
59589;MATER DEI;HOSPITAL MATER DEI SA;;784,191;726,913;837,955;724,132;664,491;642,638;537,520;584,479;689,845;717,591;790,319;799,409
59589;MATER DEI;HOSPITAL MATER DEI SA;;498,818;443,341;453,172;372,071;323,078;273,597;275,873;282,957;355,350;392,261;450,088;460,784
59589;MATER DEI;HOSPITAL MATER DEI SA;;511,907;454,278;447,127;559,951;661,639;506,206;583,631;579,962;543,339;627,585;448,923;457,976
59590;SIM ESTEARINA;SIM ESTEARINA INDUSTRIA E COMERCIO LTDA;;97,156;96,942;105,659;109,616;122,688;124,104;111,255;105,648;94,509;104,645;107,895;83,869
59590;SIM ESTEARINA;SIM ESTEARINA INDUSTRIA E COMERCIO LTDA;;70,882;73,584;70,023;60,900;57,228;53,366;57,684;52,441;55,966;61,590;71,526;50,575
59590;SIM ESTEARINA;SIM ESTEARINA INDUSTRIA E COMERCIO LTDA;;63,507;68,733;62,540;85,776;109,928;97,427;117,432;105,675;82,568;89,668;63,064;44,195
59591;BENEX;BENEX BENEFICIAMENTO TEXTIL LTDA EM RECUPERACAO JUDICIAL;;359,720;369,291;445,839;401,350;409,434;402,460;388,546;407,769;390,900;429,118;466,372;304,998
59591;BENEX;BENEX BENEFICIAMENTO TEXTIL LTDA EM RECUPERACAO JUDICIAL;;244,122;243,605;253,891;208,156;191,288;168,680;185,118;187,252;199,992;223,122;252,252;185,486
59591;BENEX;BENEX BENEFICIAMENTO TEXTIL LTDA EM RECUPERACAO JUDICIAL;;230,666;220,948;226,860;295,544;370,125;313,838;372,291;372,644;295,625;315,655;219,674;172,774
59607;AIR LIQUIDE APE;AIR LIQUIDE BRASIL LTDA;;432,531;531,262;589,645;457,838;375,406;423,369;430,996;599,828;502,339;417,654;834,217;966,989
59607;AIR LIQUIDE APE;AIR LIQUIDE BRASIL LTDA;;316,867;375,430;352,593;268,540;199,122;178,042;244,878;273,714;295,451;239,710;465,455;516,370
59607;AIR LIQUIDE APE;AIR LIQUIDE BRASIL LTDA;;324,974;349,469;320,573;448,716;551,467;477,499;604,227;615,695;426,122;351,729;446,906;455,376
